"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"seqnames"	"start"	"end"	"width"	"strand"	"width.1"	"strand.1"	"Conc"	"Conc_treated"	"Conc_control"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"GENENAME"
"CCDC181"	1.250142618	3.61749795	7.96288049	0.000350779	0.017537416	0.772976611	"1"	169452831	169454907	2077	"*"	2078	"*"	0.527518127	0	1.527518127	-4.688906756	0.29548061	0.998642427	"Exon (ENST00000445428/ENSG00000117477, exon 3 of 6)"	1	169454391	169460421	6031	2	"ENSG00000117477"	"ENST00000437857"	5514	57821	"coiled-coil domain containing 181"
"CCDC85A"	1.723308334	1.389975	3.146735789	0.022944962	0.151027274	-3.853121893	"2"	56182462	56187447	4986	"*"	4987	"*"	3.526572537	3.103190093	3.853484528	-0.939739242	0.285921179	0.998642427	"Promoter (<=1kb)"	2	56183990	56386172	202183	1	"ENSG00000055813"	"ENST00000407595"	0	114800	"coiled-coil domain containing 85A"
"CCNJL"	1.11525297	5.459683891	5.757221423	0.00171819	0.037628779	-0.978361379	"5"	160315537	160318033	2497	"*"	2498	"*"	1.688660966	0.002772066	2.444991423	-2.492596652	0.192475452	0.998642427	"Promoter (2-3kb)"	5	160251657	160312928	61272	2	"ENSG00000135083"	"ENST00000644313"	-2609	79616	"cyclin J like"
"CCSER1"	1.935784974	3.603522686	5.62531532	0.0019172	0.039957363	-1.100298863	"4"	90516102	90517301	1200	"*"	1201	"*"	0	0	0.829493498	-4.02330076	0.408339565	0.998642427	"Intron (ENST00000509176/ENSG00000184305, intron 5 of 10)"	4	90628021	90642471	14451	1	"ENSG00000184305"	"ENST00000502478"	-110720	401145	"coiled-coil serine rich protein 1"
"CCSER2"	1.198716838	8.321023923	9.280288825	0.000161185	0.01160916	1.610794562	"10"	84324817	84326016	1200	"*"	1201	"*"	0.866983856	0	1.425867676	-1.55811187	0.58945013	0.998642427	"Promoter (2-3kb)"	10	84328586	84374005	45420	1	"ENSG00000107771"	"ENST00000359979"	-2570	54462	"coiled-coil serine rich protein 2"
"CDR2L"	1.303981274	4.678929813	5.825331676	0.001624868	0.036368685	-0.916259248	"17"	74994459	74995786	1328	"*"	1329	"*"	0.233151607	0	1.233151607	-4.405948251	0.324053483	0.998642427	"Intron (ENST00000337231/ENSG00000109089, intron 1 of 4)"	17	74987632	75005800	18169	1	"ENSG00000109089"	"ENST00000337231"	6827	30850	"cerebellar degeneration related protein 2 like"
"CHCHD7"	1.057379117	10.08894542	8.262693248	0.000291123	0.015708738	0.975339823	"8"	56214127	56215326	1200	"*"	1201	"*"	1.851464238	1.358913828	2.217976718	-1.020182307	0.492593245	0.998642427	"Promoter (<=1kb)"	8	56214428	56217469	3042	1	"ENSG00000170791"	"ENST00000519367"	0	79145	"coiled-coil-helix-coiled-coil-helix domain containing 7"
"CNNM4"	1.495161829	7.454015376	9.611295629	0.000134655	0.010867825	1.801924454	"2"	96756881	96758080	1200	"*"	1201	"*"	0.842614008	0.515883992	1.108840838	-0.74240576	0.815170222	0.998642427	"Promoter (2-3kb)"	2	96760902	96811874	50973	1	"ENSG00000158158"	"ENST00000377075"	-2822	26504	"cyclin and CBS domain divalent metal cation transport mediator 4"
"CNNM4"	1.495161829	7.454015376	9.611295629	0.000134655	0.010867825	1.801924454	"2"	96763483	96764937	1455	"*"	1456	"*"	2.402893752	1.537578976	2.940014225	-1.560543883	0.188542466	0.998642427	"Promoter (2-3kb)"	2	96760902	96811874	50973	1	"ENSG00000158158"	"ENST00000377075"	2581	26504	"cyclin and CBS domain divalent metal cation transport mediator 4"
"COL26A1"	1.783891813	2.086933407	3.215761628	0.021150317	0.144482409	-3.764136838	"7"	101470356	101472048	1693	"*"	1694	"*"	1.063714225	0.567423447	1.432284669	-1.000517517	0.691484498	0.998642427	"Intron (ENST00000313669/ENSG00000160963, intron 3 of 12)"	7	101553203	101557633	4431	1	"ENSG00000160963"	"ENST00000613091"	-81155	136227	"collagen type XXVI alpha 1 chain"
"CTNNA3"	1.302296865	0.984481766	2.901308945	0.030833504	0.176312747	-4.174349247	"10"	67545723	67547930	2208	"*"	2209	"*"	0.962058566	0	1.962058566	-5.108570123	0.166270527	0.998642427	"Intron (ENST00000683963/ENSG00000183230, intron 3 of 16)"	10	66924566	67665570	741005	2	"ENSG00000183230"	"ENST00000682166"	117640	29119	"catenin alpha 3"
"CTNNA3"	1.302296865	0.984481766	2.901308945	0.030833504	0.176312747	-4.174349247	"10"	66065477	66066676	1200	"*"	1201	"*"	0	0	0.78940098	-3.988179206	0.460195395	0.998642427	"Intron (ENST00000683963/ENSG00000183230, intron 14 of 16)"	10	65919951	66079103	159153	2	"ENSG00000183230"	"ENST00000373735"	12427	29119	"catenin alpha 3"
"CTNNA3"	1.302296865	0.984481766	2.901308945	0.030833504	0.176312747	-4.174349247	"10"	67664771	67667353	2583	"*"	2584	"*"	1.542400872	0	2.415544873	-3.331373877	0.133532954	0.998642427	"Promoter (<=1kb)"	10	65912457	67665658	1753202	2	"ENSG00000183230"	"ENST00000683963"	0	29119	"catenin alpha 3"
"CYS1"	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	"2"	10072073	10076695	4623	"*"	4624	"*"	3.304553906	2.690277512	3.734027976	-1.226904897	0.190649578	0.998642427	"Intron (ENST00000381813/ENSG00000205795, intron 1 of 2)"	2	10056473	10080411	23939	2	"ENSG00000205795"	"ENST00000381813"	3716	192668	"cystin 1"
"DUSP10"	1.130375968	7.71310092	8.555631594	0.000244016	0.014431134	1.166128095	"1"	221641274	221642608	1335	"*"	1336	"*"	0.138895144	0	0.78461982	-1.790119691	0.711887613	0.998642427	"Distal Intergenic"	1	221702427	221711816	9390	2	"ENSG00000143507"	"ENST00000494642"	69208	11221	"dual specificity phosphatase 10"
"EXPH5"	1.008863103	4.535350598	2.653053829	0.041952954	0.208926435	-4.505842498	"11"	108608618	108609998	1381	"*"	1382	"*"	0.118871979	0	1.118871979	-4.298325272	0.382894621	0.998642427	"Distal Intergenic"	11	108505435	108593768	88334	2	"ENSG00000110723"	"ENST00000265843"	-14850	23086	"exophilin 5"
"FLI1"	1.362410946	6.05947458	8.059469681	0.000330116	0.017062703	0.838978068	"11"	128727755	128729447	1693	"*"	1694	"*"	0.719605017	0.004597351	1.195518023	-1.283319484	0.723487197	0.998642427	"Intron (ENST00000608303/ENSG00000151702, intron 1 of 6)"	11	128758106	128768516	10411	1	"ENSG00000151702"	"ENST00000608055"	-28659	2313	"Fli-1 proto-oncogene, ETS transcription factor"
"FLI1"	1.362410946	6.05947458	8.059469681	0.000330116	0.017062703	0.838978068	"11"	128736669	128739558	2890	"*"	2891	"*"	1.46787721	0	2.327579866	-3.186672206	0.184989062	0.998642427	"Intron (ENST00000608303/ENSG00000151702, intron 1 of 6)"	11	128758106	128768516	10411	1	"ENSG00000151702"	"ENST00000608055"	-18548	2313	"Fli-1 proto-oncogene, ETS transcription factor"
"FOSB"	1.968525733	8.050469164	6.83179493	0.000751657	0.02392834	-0.062220144	"19"	45473561	45474760	1200	"*"	1201	"*"	1.46864479	0.940857379	1.854221955	-1.063820628	0.596820887	0.998642427	"Promoter (2-3kb)"	19	45471079	45473067	1989	1	"ENSG00000125740"	"ENST00000587358"	2482	2354	"FosB proto-oncogene, AP-1 transcription factor subunit"
"FOXO1"	1.359737891	6.159455403	5.709052207	0.001787952	0.038511136	-1.022633688	"13"	40670707	40673224	2518	"*"	2519	"*"	2.453079258	1.84925699	2.877454985	-1.197781412	0.297698082	0.998642427	"Distal Intergenic"	13	40555667	40666641	110975	2	"ENSG00000150907"	"ENST00000379561"	-4066	2308	"forkhead box O1"
"GADD45B"	1.921102772	8.479072771	11.33035374	5.74e-05	0.007037717	2.690346498	"19"	2480830	2483148	2319	"*"	2320	"*"	2.507416119	2.127674402	2.807744677	-0.861098455	0.44072837	0.998642427	"Distal Intergenic"	19	2476356	2477126	771	1	"ENSG00000099860"	"ENST00000593043"	4474	4616	"growth arrest and DNA damage inducible beta"
"GALNT9"	1.723308334	0.861654167	10.90832646	7e-05	0.007415666	2.487092668	"12"	132276760	132299502	22743	"*"	22744	"*"	4.78835487	4.427904685	5.07651084	-0.844995219	0.225099042	0.998642427	"Promoter (<=1kb)"	12	132283164	132286471	3308	2	"ENSG00000182870"	"ENST00000540493"	0	50614	"polypeptide N-acetylgalactosaminyltransferase 9"
"GRIK5"	1.705159072	3.683197235	3.819954065	0.010703913	0.100922581	-3.014243747	"19"	42016825	42025476	8652	"*"	8653	"*"	3.396678943	2.811542018	3.811803647	-1.185347143	0.203360601	0.998642427	"3' UTR"	19	41999243	42003764	4522	2	"ENSG00000105737"	"ENST00000602210"	-13061	2901	"glutamate ionotropic receptor kainate type subunit 5"
"GSG1L"	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808	"16"	28069725	28071506	1782	"*"	1783	"*"	1.985118108	1.378354099	2.410934046	-1.190240026	0.397460631	0.998642427	"Distal Intergenic"	16	27787528	28063714	276187	2	"ENSG00000169181"	"ENST00000447459"	-6011	146395	"GSG1 like"
"H1-3"	2.348786833	8.429184866	14.46230414	1.6e-05	0.004008489	3.958774408	"6"	26231842	26235630	3789	"*"	3790	"*"	5.561324881	5.316195772	5.770790368	-0.653040798	0.374736128	0.998642427	"Promoter (<=1kb)"	6	26234212	26234987	776	2	"ENSG00000124575"	"ENST00000244534"	0	3007	"H1.3 linker histone, cluster member"
"H2BC6"	1.72394955	6.847645217	11.36558481	5.65e-05	0.00701879	2.706914779	"6"	26181548	26184515	2968	"*"	2969	"*"	4.422892088	4.012558638	4.741990373	-0.923979563	0.183588049	0.998642427	"Promoter (<=1kb)"	6	26183761	26184230	470	1	"ENSG00000274290"	"ENST00000614097"	0	8344	"H2B clustered histone 6"
"H3C10"	1.426974564	7.288334115	7.840070005	0.00037928	0.017537416	0.687921521	"6"	27809406	27810627	1222	"*"	1223	"*"	4.619971307	4.364809915	4.836713725	-0.668599155	0.331525454	0.998642427	"Promoter (<=1kb)"	6	27810051	27810536	486	1	"ENSG00000278828"	"ENST00000685041"	0	8357	"H3 clustered histone 10"
"HEY2"	1.240428723	7.93746768	9.793424569	0.000122258	0.010197219	1.904098244	"6"	125747338	125748788	1451	"*"	1452	"*"	1.758080391	1.360612089	2.069363341	-0.87374404	0.579260691	0.998642427	"Promoter (<=1kb)"	6	125747664	125761269	13606	1	"ENSG00000135547"	"ENST00000368365"	0	23493	"hes related family bHLH transcription factor with YRPW motif 2"
"HOMER1"	1.16955998	8.037160569	7.94246945	0.000355337	0.017537416	0.758929238	"5"	79512838	79515720	2883	"*"	2884	"*"	4.540257851	4.193224904	4.819789365	-0.82218641	0.233526099	0.998642427	"Promoter (<=1kb)"	5	79372636	79514134	141499	2	"ENSG00000152413"	"ENST00000334082"	0	9456	"homer scaffold protein 1"
"HUS1B"	1.138345833	2.09749375	2.887266796	0.031367853	0.177768318	-4.192939235	"6"	648498	649703	1206	"*"	1207	"*"	0.405199877	0	1.116036314	-2.098531529	0.622532561	0.998642427	"Intron (ENST00000230449/ENSG00000112685, intron 1 of 27)"	6	655939	657100	1162	2	"ENSG00000188996"	"ENST00000380907"	7397	135458	"HUS1 checkpoint clamp component B"
"KCNN2"	2.409331353	4.247760015	5.056399622	0.00314736	0.052534491	-1.652538154	"5"	114036551	114037778	1228	"*"	1229	"*"	0.138895144	0	0.78461982	-1.790119691	0.711887613	0.998642427	"Distal Intergenic"	5	114055926	114229386	173461	1	"ENSG00000080709"	"ENST00000512927"	-18148	3781	"potassium calcium-activated channel subfamily N member 2"
"KIAA1755"	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	"20"	38195803	38197279	1477	"*"	1478	"*"	0.864920541	0	1.644152042	-2.511974975	0.404697065	0.998642427	"Distal Intergenic"	20	38212476	38218105	5630	2	"ENSG00000149633"	"ENST00000487506"	20826	85449	"KIAA1755"
"LINC00472"	1.547952063	1.830617699	2.942247003	0.029331965	0.171583552	-4.120275346	"6"	71418795	71421550	2756	"*"	2757	"*"	2.392035973	1.605228	2.898307723	-1.453196835	0.220431789	0.998642427	"Promoter (<=1kb)"	6	71343427	71420130	76704	2	"ENSG00000233237"	"ENST00000651778"	0	79940	"long intergenic non-protein coding RNA 472"
"LINC00511"	1.40746414	3.201016436	2.910925259	0.030473345	0.175202794	-4.161630776	"17"	72324120	72326570	2451	"*"	2452	"*"	0.962058566	0	1.962058566	-5.108570123	0.166270527	0.998642427	"Exon (ENST00000650211/ENSG00000227036, exon 3 of 6)"	17	72323118	72334367	11250	2	"ENSG00000227036"	"ENST00000650211"	7797	400619	"long intergenic non-protein coding RNA 511"
"LINC00910"	1.529922117	8.377750002	8.041490971	0.000333852	0.017155857	0.826751708	"17"	43387747	43390946	3200	"*"	3201	"*"	4.558729644	4.340516927	4.748231977	-0.604652908	0.378539429	0.998642427	"Promoter (<=1kb)"	17	43338741	43388312	49572	2	"ENSG00000188825"	"ENST00000658096"	0	100130581	"long intergenic non-protein coding RNA 910"
"LINC01036"	1.024367407	10.60317567	9.706664506	0.000127988	0.010515328	1.855684815	"1"	187672874	187674185	1312	"*"	1313	"*"	0.47520533	0	1.201088762	-2.179602129	0.608665878	0.998642427	"Intron (ENST00000643891/ENSG00000230426, intron 7 of 8)"	1	187641616	187643849	2234	1	"ENSG00000230426"	"ENST00000614505"	31258	104169671	"long intergenic non-protein coding RNA 1036"
"LINC01630"	1.918295834	0.959147917	6.28681875	0.001127262	0.029743457	-0.510333772	"18"	51399105	51400802	1698	"*"	1699	"*"	1.026879677	0	2.026879677	-5.171169411	0.126951936	0.998642427	"Intron (ENST00000635503/ENSG00000227115, intron 3 of 3)"	18	51392093	51584808	192716	1	"ENSG00000227115"	"ENST00000660545"	7012	100287225	"long intergenic non-protein coding RNA 1630"
"LINC01933"	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	"5"	152231750	152233493	1744	"*"	1745	"*"	0.47520533	0	1.201088762	-2.179602129	0.608665878	0.998642427	"Intron (ENST00000524295/ENSG00000254226, intron 6 of 6)"	5	152217074	152270432	53359	1	"ENSG00000254226"	"ENST00000523605"	14676	101927115	"long intergenic non-protein coding RNA 1933"
"LINC02552"	1.709761006	1.383201336	3.065103182	0.025288972	0.158945183	-3.959156219	"11"	104413733	104414932	1200	"*"	1201	"*"	0.15128591	0	1.15128591	-4.327495235	0.331810281	0.998642427	"Distal Intergenic"	11	104561847	104568102	6256	2	"ENSG00000256422"	"ENST00000669770"	153170	102723895	"long intergenic non-protein coding RNA 2552"
"MAFB"	1.638347112	6.954411848	4.847011838	0.003815309	0.058135579	-1.86707984	"20"	40439499	40440698	1200	"*"	1201	"*"	0	0	0.829493498	-4.02330076	0.408339565	0.998642427	"Distal Intergenic"	20	40685848	40689236	3389	2	"ENSG00000204103"	"ENST00000373313"	248538	9935	"MAF bZIP transcription factor B"
"MAP1A"	1.152352505	10.41519279	4.557705665	0.005025139	0.067265776	-2.174021362	"15"	43513958	43515157	1200	"*"	1201	"*"	1.454903198	1.066648187	1.76051985	-0.851923722	0.670698758	0.998642427	"Promoter (2-3kb)"	15	43517608	43531611	14004	1	"ENSG00000166963"	"ENST00000300231"	-2451	4130	"microtubule associated protein 1A"
"MAP2"	1.522629662	4.728396175	3.656022232	0.012803895	0.110216114	-3.212337264	"2"	209512303	209513619	1317	"*"	1318	"*"	0.138895144	0	0.78461982	-1.790119691	0.711887613	0.998642427	"Intron (ENST00000682079/ENSG00000078018, intron 2 of 15)"	2	209579315	209678628	99314	1	"ENSG00000078018"	"ENST00000392193"	-65696	4133	"microtubule associated protein 2"
"MAP2"	1.522629662	4.728396175	3.656022232	0.012803895	0.110216114	-3.212337264	"2"	209589497	209592194	2698	"*"	2699	"*"	1.275210093	0	2.113096717	-2.973084407	0.264514947	0.998642427	"Intron (ENST00000682079/ENSG00000078018, intron 3 of 15)"	2	209580041	209734118	154078	1	"ENSG00000078018"	"ENST00000392194"	9456	4133	"microtubule associated protein 2"
"MORC4"	1.004794765	6.631405522	4.595524465	0.004844297	0.065971397	-2.133190958	"X"	106940811	106942010	1200	"*"	1201	"*"	0	0	0.829493498	-4.02330076	0.408339565	0.998642427	"Promoter (<=1kb)"	23	106941464	106942584	1121	2	"ENSG00000133131"	"ENST00000478924"	574	79710	"MORC family CW-type zinc finger 4"
"NPHP1"	1.237363642	3.965445061	6.629064816	0.000871201	0.025854711	-0.225156242	"2"	110203351	110210155	6805	"*"	6806	"*"	3.405870619	2.829133242	3.816777904	-1.172553627	0.197605042	0.998642427	"Promoter (<=1kb)"	2	110122311	110205042	82732	2	"ENSG00000144061"	"ENST00000316534"	0	4867	"nephrocystin 1"
"NPTX2"	2.730411836	3.936621091	4.341165956	0.006222432	0.075556536	-2.411966553	"7"	98613367	98623157	9791	"*"	9792	"*"	4.077989457	3.568078919	4.453984174	-1.077705159	0.147935131	0.998642427	"Promoter (<=1kb)"	7	98617285	98629869	12585	1	"ENSG00000106236"	"ENST00000265634"	0	4885	"neuronal pentraxin 2"
"PARD6B"	1.491348989	5.867781899	10.64293492	7.95e-05	0.007879416	2.354586917	"20"	50727851	50729050	1200	"*"	1201	"*"	1.131419844	0.003719364	1.756555096	-1.820890267	0.478027437	0.998642427	"Promoter (2-3kb)"	20	50731580	50753741	22162	1	"ENSG00000124171"	"ENST00000371610"	-2530	84612	"par-6 family cell polarity regulator beta"
"PCDH12"	1.81981054	3.147987109	4.400872893	0.005862476	0.073491185	-2.345645775	"5"	141969862	141971260	1399	"*"	1400	"*"	3.128935698	2.709603435	3.453434529	-0.930048078	0.342850377	0.998642427	"Promoter (<=1kb)"	5	141958037	141969741	11705	2	"ENSG00000113555"	"ENST00000512221"	-121	51294	"protocadherin 12"
"PCDH9"	1.747977957	5.773665694	8.123770368	0.000317151	0.016663176	0.882487228	"13"	66906775	66907974	1200	"*"	1201	"*"	0	0	0.78940098	-3.988179206	0.460195395	0.998642427	"Intron (ENST00000419371/ENSG00000228842, intron 4 of 5)"	13	66304956	66903605	598650	2	"ENSG00000184226"	"ENST00000614931"	-3170	5101	"protocadherin 9"
"PLCB4"	1.077528235	6.15267213	8.454294306	0.000259222	0.014881431	1.100881277	"20"	9410443	9411642	1200	"*"	1201	"*"	0	0	0.829493498	-4.02330076	0.408339565	0.998642427	"Promoter (2-3kb)"	20	9407466	9480471	73006	1	"ENSG00000101333"	"ENST00000688465"	2977	5332	"phospholipase C beta 4"
"PPP1R27"	1.746771443	2.175682587	2.8744244	0.031865463	0.179556368	-4.209959314	"17"	81833951	81836272	2322	"*"	2323	"*"	2.339211016	2.047416597	2.581800856	-0.71589346	0.546786768	0.998642427	"Promoter (<=1kb)"	17	81833492	81835050	1559	2	"ENSG00000182676"	"ENST00000330261"	0	116729	"protein phosphatase 1 regulatory subunit 27"
"PTPN13"	1.369683159	5.164655358	7.953732425	0.000352813	0.017537416	0.766685036	"4"	86687938	86689137	1200	"*"	1201	"*"	0.15128591	0	1.15128591	-4.327495235	0.331810281	0.998642427	"Exon (ENST00000427191/ENSG00000163629, exon 5 of 47)"	4	86635252	86815149	179898	1	"ENSG00000163629"	"ENST00000511467"	52686	5783	"protein tyrosine phosphatase non-receptor type 13"
"PURG"	2.228905333	4.391026912	4.493015072	0.005352726	0.069911549	-2.244362172	"8"	31031491	31032970	1480	"*"	1481	"*"	1.421914631	0.607565701	1.939275941	-1.452657137	0.478155389	0.998642427	"Promoter (<=1kb)"	8	31030850	31033356	2507	2	"ENSG00000172733"	"ENST00000523392"	386	29942	"purine rich element binding protein G"
"RB1-DT"	1.485022837	4.324122698	7.733673458	0.000406186	0.017608432	0.613185794	"13"	48296626	48298624	1999	"*"	2000	"*"	1.322607	0.00364216	1.999937139	-2.05797534	0.413806495	0.998642427	"Exon (ENST00000669900/ENSG00000231473, exon 3 of 4)"	13	48296162	48303489	7328	2	"ENSG00000231473"	"ENST00000669900"	4865	100862704	"RB1 divergent transcript"
"RB1-DT"	1.485022837	4.324122698	7.733673458	0.000406186	0.017608432	0.613185794	"13"	48291438	48296382	4945	"*"	4946	"*"	2.644822758	2.313770906	2.91390777	-0.784714865	0.472161627	0.998642427	"Exon (ENST00000669900/ENSG00000231473, exon 4 of 4)"	13	48296162	48303489	7328	2	"ENSG00000231473"	"ENST00000669900"	7107	100862704	"RB1 divergent transcript"
"RNA5SP195"	1.871569948	1.602451641	4.88530405	0.003681803	0.057404746	-1.827374364	"5"	139297109	139298308	1200	"*"	1201	"*"	0.807837019	0	1.807837019	-4.958585569	0.181618047	0.998642427	"Promoter (1-2kb)"	5	139299852	139299968	117	1	"ENSG00000199545"	"ENST00000362675"	-1544	100873457	"RNA, 5S ribosomal pseudogene 195"
"RNU4-2"	2.062725569	3.754671118	3.804369999	0.010885812	0.101535538	-3.032898182	"12"	120287156	120288715	1560	"*"	1561	"*"	1.075344085	0	1.887339195	-2.751742681	0.310371646	0.998642427	"Distal Intergenic"	12	120291763	120291903	141	2	"ENSG00000202538"	"ENST00000365668"	3188	26834	"RNA, U4 small nuclear 2"
"RNU4ATAC"	1.149152992	3.654840274	3.096358038	0.024361528	0.155875829	-3.918458845	"2"	121541600	121544207	2608	"*"	2609	"*"	1.516762409	0	2.381727193	-3.242394827	0.144776506	0.998642427	"Intron (ENST00000409078/ENSG00000074054, intron 2 of 38)"	2	121530881	121531007	127	1	"ENSG00000264229"	"ENST00000580972"	10719	100151683	"RNA, U4atac small nuclear"
"RNU6-48P"	1.130772474	2.427040404	6.216646212	0.001190059	0.030866182	-0.570434418	"1"	27324715	27326690	1976	"*"	1977	"*"	0.883558897	0.00405861	1.426009453	-1.501483735	0.601951116	0.998642427	"Promoter (<=1kb)"	1	27325219	27325325	107	1	"ENSG00000206888"	"ENST00000384161"	0	100887744	"RNA, U6 small nuclear 48, pseudogene"
"SCLY"	1.09653194	6.653693147	6.018971256	0.001390067	0.033271838	-0.74283038	"2"	238061775	238062974	1200	"*"	1201	"*"	1.732527515	1.003526133	2.214527603	-1.353056717	0.399333513	0.998642427	"Promoter (<=1kb)"	2	238061293	238081726	20434	1	"ENSG00000132330"	"ENST00000480859"	482	51540	"selenocysteine lyase"
"SLC12A2"	1.476269986	7.464489902	11.07526898	6.47e-05	0.007322352	2.568565516	"5"	128238793	128240994	2202	"*"	2203	"*"	1.03622297	0	1.649744094	-1.76964842	0.494585683	0.998642427	"Distal Intergenic"	5	128178380	128182921	4542	1	"ENSG00000064651"	"ENST00000502849"	60413	6558	"solute carrier family 12 member 2"
"SLC41A2"	2.592814077	2.686382039	10.81181969	7.33e-05	0.007618874	2.439338308	"12"	104896104	104897303	1200	"*"	1201	"*"	0	0	0.829493498	-4.02330076	0.408339565	0.998642427	"Intron (ENST00000258538/ENSG00000136052, intron 3 of 10)"	12	104889033	104928202	39170	2	"ENSG00000136052"	"ENST00000437220"	30899	84102	"solute carrier family 41 member 2"
"SNAI1"	2.494747064	4.899982719	8.437537004	0.000261843	0.0149892	1.090015959	"20"	49980026	49986966	6941	"*"	6942	"*"	4.574565591	4.219538115	4.859251757	-0.835383536	0.225785082	0.998642427	"Promoter (<=1kb)"	20	49982980	49988886	5907	1	"ENSG00000124216"	"ENST00000244050"	0	6615	"snail family transcriptional repressor 1"
