"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"seqnames"	"start"	"end"	"width"	"strand"	"width.1"	"strand.1"	"Conc"	"Conc_treated"	"Conc_control"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"GENENAME"
"BCL2"	-1.338411049	6.201268777	-10.21767234	9.82e-05	0.008896483	2.134272517	"18"	63310860	63324741	13882	"*"	13883	"*"	4.558469019	4.932392642	4.0523779	0.676007489	0.32840588	0.998642427	"Promoter (<=1kb)"	18	63123346	63318666	195321	2	"ENSG00000171791"	"ENST00000678134"	0	596	"BCL2 apoptosis regulator"
"BFSP1"	-1.014764134	8.972576847	-5.633205687	0.001904569	0.039890127	-1.092942279	"20"	17568543	17572050	3508	"*"	3509	"*"	4.247060402	4.823477839	3.272396051	1.34027106	0.069292874	0.998642427	"Promoter (<=1kb)"	20	17511992	17569220	57229	2	"ENSG00000125864"	"ENST00000473415"	0	631	"beaded filament structural protein 1"
"C12orf75"	-1.187874115	7.868019445	-6.655397785	0.000854482	0.025761125	-0.20374607	"12"	105329932	105335560	5629	"*"	5630	"*"	3.387075824	3.828630641	2.747570116	0.869962805	0.347439291	0.998642427	"Promoter (<=1kb)"	12	105330636	105371517	40882	1	"ENSG00000235162"	"ENST00000612117"	0	387882	"chromosome 12 open reading frame 75"
"CACNA2D4"	-1.946912819	6.815622823	-13.04783283	2.74e-05	0.004979876	3.433286123	"12"	1798360	1799559	1200	"*"	1201	"*"	1.129732253	1.964155653	0	2.579573234	0.349586751	0.998642427	"Promoter (<=1kb)"	12	1793523	1797660	4138	2	"ENSG00000151062"	"ENST00000541444"	-700	93589	"calcium voltage-gated channel auxiliary subunit alpha2delta 4"
"CALB2"	-2.449674385	4.889621671	-7.917281038	0.000361058	0.017537416	0.741545421	"16"	71369168	71370367	1200	"*"	1201	"*"	0.089197633	1.089197633	0	4.080956406	0.41692536	0.998642427	"Promoter (1-2kb)"	16	71372178	71385636	13459	1	"ENSG00000172137"	"ENST00000490520"	-1811	794	"calbindin 2"
"CCDC40"	-1.04140713	5.160697097	-5.495245921	0.002140075	0.042188064	-1.222732913	"17"	80092181	80093380	1200	"*"	1201	"*"	0.089197633	1.089197633	0	4.080956406	0.41692536	0.998642427	"Intron (ENST00000397545/ENSG00000141519, intron 17 of 19)"	17	80088105	80092145	4041	1	"ENSG00000141519"	"ENST00000573903"	4076	55036	"coiled-coil domain containing 40"
"CD53"	-2.163416404	5.413159347	-8.009343374	0.000340656	0.017343106	0.8048229	"1"	110916167	110917620	1454	"*"	1455	"*"	1.696050262	2.182862185	0.955847598	0.985727767	0.566452086	0.998642427	"Distal Intergenic"	1	110897670	110899316	1647	1	"ENSG00000143119"	"ENST00000464329"	18497	963	"CD53 molecule"
"CMBL"	-1.333527679	10.02777825	-8.939724526	0.000195138	0.012867732	1.40647291	"5"	10301068	10306099	5032	"*"	5033	"*"	2.956919691	3.449824719	2.202352725	1.02859606	0.323437742	0.998642427	"Promoter (1-2kb)"	5	10307197	10307548	352	2	"ENSG00000164237"	"ENST00000506224"	1449	134147	"carboxymethylenebutenolidase homolog"
"CNKSR3"	-1.370916093	9.420678918	-8.255522435	0.000292404	0.015708738	0.970585063	"6"	154509417	154513018	3602	"*"	3603	"*"	4.470165298	4.860553281	3.933273242	0.722802991	0.298025198	0.998642427	"Promoter (<=1kb)"	6	154387515	154510685	123171	2	"ENSG00000153721"	"ENST00000607772"	0	154043	"CNKSR family member 3"
"CRYBG1"	-4.942156881	6.835330821	-13.78461162	2.06e-05	0.004228006	3.715715254	"6"	106466040	106467457	1418	"*"	1419	"*"	0.378225308	1.378225308	0	4.354187472	0.343540053	0.998642427	"Intron (ENST00000633556/ENSG00000112297, intron 2 of 21)"	6	106461464	106513039	51576	1	"ENSG00000112297"	"ENST00000651520"	4576	202	"crystallin beta-gamma domain containing 1"
"CSF1"	-1.7553442	8.183268007	-12.70120973	3.16e-05	0.00518287	3.293347024	"1"	109925428	109930036	4609	"*"	4610	"*"	2.680029207	3.117829155	2.048435204	0.850448022	0.433556327	0.998642427	"3' UTR"	1	109915657	109922549	6893	1	"ENSG00000184371"	"ENST00000526001"	9771	1435	"colony stimulating factor 1"
"CSGALNACT1"	-1.162602982	6.565438618	-5.674825646	0.00183952	0.039436155	-1.05427019	"8"	19714268	19715956	1689	"*"	1690	"*"	1.262582176	2.111450079	0	2.715141316	0.28068431	0.998642427	"Intron (ENST00000692225/ENSG00000147408, intron 1 of 8)"	8	19505906	19683240	177335	2	"ENSG00000147408"	"ENST00000523227"	-31028	55790	"chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"DNAAF11"	-1.618754841	5.861009821	-6.080004593	0.001324408	0.032744605	-0.689108712	"8"	132642002	132643284	1283	"*"	1284	"*"	0.291245097	0.920364131	0	1.385265122	0.745703779	0.998642427	"Intron (ENST00000620350/ENSG00000129295, intron 3 of 11)"	8	132572199	132625387	53189	2	"ENSG00000129295"	"ENST00000522789"	-16615	23639	"dynein axonemal assembly factor 11"
"DPY19L2"	-1.422830894	8.345601945	-11.201079	6.1e-05	0.007215176	2.629032146	"12"	63665121	63670577	5457	"*"	5458	"*"	3.291006064	3.774050016	2.559585253	1.000286515	0.296250901	0.998642427	"Promoter (<=1kb)"	12	63558913	63668493	109581	2	"ENSG00000177990"	"ENST00000324472"	0	283417	"dpy-19 like 2"
"DYSF"	-1.577625922	7.190675643	-9.35370165	0.000154807	0.01147093	1.653804504	"2"	71584853	71588955	4103	"*"	4104	"*"	3.190918052	3.790250267	2.146929654	1.419771385	0.154882514	0.998642427	"Promoter (<=1kb)"	2	71588705	71600842	12138	1	"ENSG00000135636"	"ENST00000493767"	0	8291	"dysferlin"
"FOXH1"	-2.117225146	1.586933407	-4.349108389	0.006173122	0.07540795	-2.403112903	"8"	144474380	144475579	1200	"*"	1201	"*"	1.457234748	2.311244854	0	2.77330205	0.225576329	0.998642427	"Promoter (<=1kb)"	8	144474873	144475823	951	2	"ENSG00000160973"	"ENST00000525197"	244	8928	"forkhead box H1"
"FRMD4A"	-1.603856829	9.233876797	-13.32330709	2.46e-05	0.004686337	3.541210277	"10"	13937454	13945496	8043	"*"	8044	"*"	3.085779571	3.997745871	0.007419876	3.643597934	0.002952287	0.998642427	"Intron (ENST00000357447/ENSG00000151474, intron 2 of 24)"	10	13666224	13972369	306146	2	"ENSG00000151474"	"ENST00000264546"	26873	55691	"FERM domain containing 4A"
"GALNTL6"	-1.021348523	5.702599455	-5.185488955	0.002802967	0.04940026	-1.523366642	"4"	172033637	172035842	2206	"*"	2207	"*"	1.621437731	2.249099969	0.485188049	1.492422325	0.42973102	0.998642427	"Intron (ENST00000506823/ENSG00000174473, intron 2 of 12)"	4	172052445	173040100	987656	1	"ENSG00000174473"	"ENST00000508122"	-16603	442117	"polypeptide N-acetylgalactosaminyltransferase like 6"
"GAS7"	-1.184297791	7.115199227	-6.558778907	0.000917728	0.026677313	-0.282668515	"17"	10159672	10163947	4276	"*"	4277	"*"	2.735473232	3.436792304	1.316618997	1.871849472	0.097588563	0.998642427	"Intron (ENST00000432992/ENSG00000007237, intron 1 of 13)"	17	9910606	10198606	288001	2	"ENSG00000007237"	"ENST00000432992"	34659	8522	"growth arrest specific 7"
"GIHCG"	-1.084130307	9.294596826	-6.606616095	0.000885756	0.026149961	-0.243467134	"12"	57935536	57936788	1253	"*"	1254	"*"	3.862259302	4.215947862	3.392682713	0.617548794	0.439652619	0.998642427	"Promoter (<=1kb)"	12	57930115	57936345	6231	2	"ENSG00000257698"	"ENST00000659090"	0	100506844	"GIHCG inhibitor of miR-200b/200a/429 expression"
"GPR199P"	-1.302296865	1.5128026	-2.681858578	0.040462452	0.204782397	-4.467100267	"1"	34959412	34960611	1200	"*"	1201	"*"	0.72618627	1.72618627	0	4.686300771	0.224492991	0.998642427	"Distal Intergenic"	1	34976470	34977395	926	2	"ENSG00000241014"	"ENST00000642415"	16784	653160	"G protein-coupled receptor 199, pseudogene"
"GRAMD1B"	-1.437509799	3.33600458	-2.941094734	0.02937311	0.171604752	-4.121794801	"11"	123474561	123480760	6200	"*"	6201	"*"	3.487873058	3.876033259	2.955208079	0.712075833	0.43250166	0.998642427	"Promoter (<=1kb)"	11	123480738	123594838	114101	1	"ENSG00000023171"	"ENST00000633087"	0	57476	"GRAM domain containing 1B"
"HSPA7"	-2.627020402	5.74990757	-7.734467965	0.000405977	0.017608432	0.613747534	"1"	161609217	161613284	4068	"*"	4069	"*"	4.722035642	5.126344835	4.158293346	0.763994058	0.271292745	0.998642427	"Promoter (2-3kb)"	1	161606291	161608217	1927	1	"ENSG00000225217"	"ENST00000445535"	2926	3311	"heat shock protein family A (Hsp70) member 7 (pseudogene)"
"HSPB1"	-1.070892791	9.75921988	-10.03811001	0.000107654	0.009377502	2.038158147	"7"	76300510	76301709	1200	"*"	1201	"*"	0.740395069	1.278131824	0	1.113540403	0.732522841	0.998642427	"Promoter (<=1kb)"	7	76302673	76303257	585	1	"ENSG00000106211"	"ENST00000676398"	-964	3315	"heat shock protein family B (small) member 1"
"IFI44L"	-2.506999814	3.125069855	-2.837604668	0.033340795	0.183779046	-4.258851929	"1"	78617077	78618380	1304	"*"	1305	"*"	1.498171663	2.061423698	0.561409034	1.236842123	0.546683532	0.998642427	"Promoter (1-2kb)"	1	78619902	78642369	22468	1	"ENSG00000137959"	"ENST00000679998"	-1522	10964	"interferon induced protein 44 like"
"IFI44L"	-2.506999814	3.125069855	-2.837604668	0.033340795	0.183779046	-4.258851929	"1"	78618697	78621432	2736	"*"	2737	"*"	1.49766743	2.234923427	0	2.000771146	0.347804102	0.998642427	"Promoter (<=1kb)"	1	78619902	78642369	22468	1	"ENSG00000137959"	"ENST00000679998"	0	10964	"interferon induced protein 44 like"
"IKZF2"	-1.331965201	4.972270346	-7.196085656	0.000581674	0.021438388	0.219975818	"2"	213150019	213152861	2843	"*"	2844	"*"	4.140546563	4.511712524	3.639516893	0.666840452	0.366240044	0.998642427	"Promoter (<=1kb)"	2	212999691	213151609	151919	2	"ENSG00000030419"	"ENST00000451136"	0	22807	"IKAROS family zinc finger 2"
"ISG20"	-1.130030334	10.03882971	-9.098293998	0.000178379	0.01217635	1.502602739	"15"	88638187	88639577	1391	"*"	1392	"*"	5.135437909	5.525300343	4.599544757	0.722880313	0.316703362	0.998642427	"Promoter (<=1kb)"	15	88638953	88655531	16579	1	"ENSG00000172183"	"ENST00000559876"	0	3669	"interferon stimulated exonuclease gene 20"
"KCNQ4"	-1.8741633	5.970142787	-7.336702835	0.000528394	0.020512228	0.325420173	"1"	40819499	40821661	2163	"*"	2164	"*"	3.538140977	4.061171186	2.709423999	1.137550534	0.206579291	0.998642427	"Promoter (<=1kb)"	1	40818964	40840451	21488	1	"ENSG00000117013"	"ENST00000506017"	535	9132	"potassium voltage-gated channel subfamily Q member 4"
"LGALS3BP"	-1.066238001	8.38340585	-6.23876638	0.001169835	0.030485688	-0.551427892	"17"	78983329	78985343	2015	"*"	2016	"*"	1.086574049	1.731022558	0	1.529890089	0.558340312	0.998642427	"Distal Intergenic"	17	78972470	78979947	7478	2	"ENSG00000108679"	"ENST00000588198"	-3382	3959	"galectin 3 binding protein"
"LHFPL2"	-1.687758586	7.230555615	-6.84242901	0.000745935	0.023801393	-0.053792275	"5"	78560376	78563219	2844	"*"	2845	"*"	1.763371702	2.388947499	0.634185503	1.484502275	0.371024397	0.998642427	"Intron (ENST00000380345/ENSG00000145685, intron 3 of 4)"	5	78485215	78549151	63937	2	"ENSG00000145685"	"ENST00000515007"	-11225	10184	"LHFPL tetraspan subfamily member 2"
"LINC00656"	-1.532004719	6.368990418	-12.94740985	2.86e-05	0.005028138	3.393225939	"20"	23135622	23136869	1248	"*"	1249	"*"	1.457234748	2.311244854	0	2.77330205	0.225576329	0.998642427	"Promoter (2-3kb)"	20	23125074	23132635	7562	2	"ENSG00000233746"	"ENST00000652955"	-2987	200261	"long intergenic non-protein coding RNA 656"
"LINC01814"	-1.258028415	4.957628187	-3.370492572	0.017668643	0.131734859	-3.56702128	"2"	8525073	8527763	2691	"*"	2692	"*"	3.754698705	4.281172237	2.917156206	1.15160083	0.172313342	0.998642427	"Intron (ENST00000670008/ENSG00000236008, intron 3 of 3)"	2	8541077	8545236	4160	2	"ENSG00000236008"	"ENST00000648035"	17473	101929567	"long intergenic non-protein coding RNA 1814"
"LINC01814"	-1.258028415	4.957628187	-3.370492572	0.017668643	0.131734859	-3.56702128	"2"	8523439	8524638	1200	"*"	1201	"*"	0.680442064	1.408936826	0	1.857399815	0.622509223	0.998642427	"Intron (ENST00000670008/ENSG00000236008, intron 3 of 3)"	2	8541077	8545236	4160	2	"ENSG00000236008"	"ENST00000648035"	20598	101929567	"long intergenic non-protein coding RNA 1814"
"LITAF"	-1.43196944	7.353343558	-6.599885811	0.000890175	0.026181443	-0.248967455	"16"	11645809	11647575	1767	"*"	1768	"*"	0.673853317	1.673853317	0	4.63677018	0.269047935	0.998642427	"Distal Intergenic"	16	11556557	11636381	79825	2	"ENSG00000189067"	"ENST00000574848"	-9428	9516	"lipopolysaccharide induced TNF factor"
"LRMDA"	-2.430773878	1.882053605	-3.26215233	0.020032093	0.140437306	-3.704690883	"10"	75613793	75615013	1221	"*"	1222	"*"	0.235233433	0.920270462	0	1.616620937	0.706887566	0.998642427	"Intron (ENST00000611255/ENSG00000148655, intron 2 of 6)"	10	75601240	76036136	434897	1	"ENSG00000148655"	"ENST00000593817"	12553	83938	"leucine rich melanocyte differentiation associated"
"LTBP3"	-2.08989075	9.381461199	-17.60022238	5.64e-06	0.003490126	4.910121097	"11"	65543201	65544400	1200	"*"	1201	"*"	1.145207807	1.511120634	0.653744445	0.618292685	0.805601164	0.998642427	"Promoter (<=1kb)"	11	65538819	65544704	5886	2	"ENSG00000168056"	"ENST00000530785"	304	4054	"latent transforming growth factor beta binding protein 3"
"LTBP3"	-2.08989075	9.381461199	-17.60022238	5.64e-06	0.003490126	4.910121097	"11"	65549380	65557735	8356	"*"	8357	"*"	4.072318947	4.467826187	3.52564126	0.736143653	0.326318101	0.998642427	"Promoter (<=1kb)"	11	65538903	65549437	10535	2	"ENSG00000168056"	"ENST00000685178"	0	4054	"latent transforming growth factor beta binding protein 3"
"MERTK"	-1.872429463	6.670721421	-7.016025381	0.000659344	0.022364733	0.082153116	"2"	111974825	111976024	1200	"*"	1201	"*"	0	0.918049448	0	3.919418594	0.432781321	0.998642427	"3' UTR"	2	111997370	112003443	6074	1	"ENSG00000153208"	"ENST00000473065"	-21346	10461	"MER proto-oncogene, tyrosine kinase"
"MIR3681HG"	-1.074130807	4.275171777	-3.819766355	0.010706083	0.100922581	-3.014468218	"2"	12385740	12388326	2587	"*"	2588	"*"	1.39184953	2.25414286	0	2.852957793	0.249787508	0.998642427	"Promoter (1-2kb)"	2	12390151	12562617	172467	1	"ENSG00000224184"	"ENST00000653484"	-1825	100506457	"MIR3681 host gene"
"MIR4432HG"	-2.945467026	3.391029347	-8.381411272	0.000270849	0.01524531	1.053465737	"2"	60284996	60288976	3981	"*"	3982	"*"	2.391660996	2.751812757	1.910576954	0.623813689	0.595366057	0.998642427	"Distal Intergenic"	2	60336446	60342793	6348	2	"ENSG00000228590"	"ENST00000647917"	53817	106660609	"MIR4432 host gene"
"MIR4432HG"	-2.945467026	3.391029347	-8.381411272	0.000270849	0.01524531	1.053465737	"2"	60318152	60321049	2898	"*"	2899	"*"	1.887533677	2.676351833	0.011021901	2.336507183	0.15465406	0.998642427	"Distal Intergenic"	2	60336446	60342793	6348	2	"ENSG00000228590"	"ENST00000647917"	21744	106660609	"MIR4432 host gene"
"NBL1"	-1.665831048	3.770842588	-3.820097277	0.010702257	0.100922581	-3.014072493	"1"	19650237	19655921	5685	"*"	5686	"*"	3.419274538	3.773730792	2.948338583	0.61790014	0.497359558	0.998642427	"Promoter (2-3kb)"	1	19647610	19658456	10847	1	"ENSG00000158747"	"ENST00000548815"	2627	4681	"NBL1, DAN family BMP antagonist"
"NBL1"	-1.665831048	3.770842588	-3.820097277	0.010702257	0.100922581	-3.014072493	"1"	19594399	19600100	5702	"*"	5703	"*"	4.404856836	4.759730519	3.933180895	0.622557193	0.371728796	0.998642427	"Promoter (<=1kb)"	1	19596979	19658056	61078	1	"ENSG00000158747"	"ENST00000602662"	0	4681	"NBL1, DAN family BMP antagonist"
"NEK11"	-1.477653136	5.065242083	-7.946116355	0.000354518	0.017537416	0.761441706	"3"	131088717	131089916	1200	"*"	1201	"*"	0	0.918049448	0	3.919418594	0.432781321	0.998642427	"Promoter (<=1kb)"	3	131088007	131152703	64697	1	"ENSG00000114670"	"ENST00000426022"	710	79858	"NIMA related kinase 11"
"NKAIN1"	-1.723308334	0.861654167	-10.90832646	7e-05	0.007415666	2.487092668	"1"	31153474	31157318	3845	"*"	3846	"*"	2.989736245	3.471204799	2.261964606	0.992305226	0.331847075	0.998642427	"Distal Intergenic"	1	31180540	31181676	1137	2	"ENSG00000084628"	"ENST00000528449"	24358	79570	"sodium/potassium transporting ATPase interacting 1"
"NPAS1"	-1.298272588	3.779908768	-4.492059917	0.005357743	0.069943784	-2.245405484	"19"	47034733	47043771	9039	"*"	9040	"*"	4.392020072	4.779496411	3.860648891	0.714234289	0.306030359	0.998642427	"Promoter (<=1kb)"	19	47035329	47045758	10430	1	"ENSG00000130751"	"ENST00000439365"	0	4861	"neuronal PAS domain protein 1"
"NRBP2"	-1.481182054	6.494475766	-8.25837843	0.000291893	0.015708738	0.972479284	"8"	143837644	143838843	1200	"*"	1201	"*"	1.023765295	1.563341159	0.151939558	1.126592175	0.693901811	0.998642427	"Promoter (<=1kb)"	8	143833742	143838074	4333	2	"ENSG00000185189"	"ENST00000423469"	0	340371	"nuclear receptor binding protein 2"
"NRBP2"	-1.481182054	6.494475766	-8.25837843	0.000291893	0.015708738	0.972479284	"8"	143834393	143837325	2933	"*"	2934	"*"	2.070971403	2.886859077	0.009785852	2.544169917	0.091823632	0.998642427	"Promoter (<=1kb)"	8	143833747	143837150	3404	2	"ENSG00000185189"	"ENST00000527545"	0	340371	"nuclear receptor binding protein 2"
"NTN1"	-1.45585692	3.563860007	-3.101085338	0.024224561	0.155417138	-3.912314043	"17"	9041025	9042851	1827	"*"	1828	"*"	1.047024577	2.047024577	0	4.996476372	0.155823962	0.998642427	"Intron (ENST00000173229/ENSG00000065320, intron 2 of 6)"	17	9021510	9244000	222491	1	"ENSG00000065320"	"ENST00000173229"	19515	9423	"netrin 1"
"OR52A5"	-3.005213951	5.302900121	-17.49534427	5.82e-06	0.003490126	4.882322437	"11"	5144286	5145679	1394	"*"	1395	"*"	0.946783163	1.728581104	0	2.180621196	0.473479162	0.998642427	"Distal Intergenic"	11	5128776	5138356	9581	2	"ENSG00000171944"	"ENST00000307388"	-5930	390054	"olfactory receptor family 52 subfamily A member 5"
"P2RY8"	-3.971314586	6.866642034	-14.09503428	1.83e-05	0.004134135	3.828951441	"X"	1499169	1505682	6514	"*"	6515	"*"	2.978930252	3.571024107	1.957322213	1.387672143	0.185282436	0.998642427	"Intron (ENST00000381297/ENSG00000182162, intron 1 of 1)"	23	1466437	1494353	27917	2	"ENSG00000182162"	"ENST00000460672"	-4816	286530	"P2Y receptor family member 8"
"P2RY8"	-3.971314586	6.866642034	-14.09503428	1.83e-05	0.004134135	3.828951441	"X"	1505747	1508824	3078	"*"	3079	"*"	2.141317313	2.863893068	0.62622673	1.957414	0.169139271	0.998642427	"Intron (ENST00000381297/ENSG00000182162, intron 1 of 1)"	23	1466437	1494353	27917	2	"ENSG00000182162"	"ENST00000460672"	-11394	286530	"P2Y receptor family member 8"
"PDE4A"	-1.787131825	7.49195832	-9.932607313	0.000113684	0.009658205	1.980797937	"19"	10420360	10426086	5727	"*"	5728	"*"	3.756436896	4.248984298	3.002718666	1.035336319	0.215395872	0.998642427	"Promoter (<=1kb)"	19	10420538	10469630	49093	1	"ENSG00000065989"	"ENST00000380702"	0	5141	"phosphodiesterase 4A"
"PEAR1"	-1.716900605	8.049304739	-11.04111243	6.57e-05	0.007391736	2.552011845	"1"	156893119	156894343	1225	"*"	1226	"*"	1.442719511	1.98591461	0.561222343	1.163445826	0.573659126	0.998642427	"Promoter (<=1kb)"	1	156893698	156906720	13023	1	"ENSG00000187800"	"ENST00000444016"	0	375033	"platelet endothelial aggregation receptor 1"
