"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"seqnames"	"start"	"end"	"width"	"strand"	"width.1"	"strand.1"	"Conc"	"Conc_treated"	"Conc_control"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"GENENAME"
"ALDH1A2"	-1.794087919	3.199340825	-3.096499173	0.024357426	0.155875829	-3.918275349	"15"	57891379	57892628	1250	"*"	1251	"*"	0.762875248	0	1.522798624	-2.389619829	0.52257002	0.998642427	"Distal Intergenic"	15	57953425	57955269	1845	2	"ENSG00000128918"	"ENST00000558384"	62641	8854	"aldehyde dehydrogenase 1 family member A2"
"ALDH3B1"	-1.301227005	8.810742141	-10.75578185	7.53e-05	0.007739248	2.411384953	"11"	68009125	68019304	10180	"*"	10181	"*"	4.709088704	4.820547154	4.588292887	0.031903801	0.963005293	0.99909938	"Promoter (<=1kb)"	11	68010327	68029276	18950	1	"ENSG00000006534"	"ENST00000342456"	0	221	"aldehyde dehydrogenase 3 family member B1"
"ALOXE3"	-2.527150561	2.565872146	-4.150117531	0.007555671	0.083636615	-2.627854326	"17"	8117613	8123886	6274	"*"	6275	"*"	5.577548826	5.837586766	5.260103793	0.37624751	0.608825616	0.998642427	"Promoter (<=1kb)"	17	8095900	8118489	22590	2	"ENSG00000179148"	"ENST00000380149"	0	59344	"arachidonate lipoxygenase 3"
"ALX4"	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	"11"	44357778	44359928	2151	"*"	2152	"*"	1.563464346	2.563464346	0	5.498997746	0.037365755	0.998642427	"Distal Intergenic"	11	44260440	44310139	49700	2	"ENSG00000052850"	"ENST00000652299"	-47639	60529	"ALX homeobox 4"
"ANGPTL6"	-1.163951032	3.217605715	-3.309161629	0.018965763	0.137151953	-3.644753617	"19"	10076806	10100855	24050	"*"	24051	"*"	5.55890715	5.988941116	4.9434758	0.84284799	0.25526435	0.998642427	"Promoter (<=1kb)"	19	10092338	10096598	4261	2	"ENSG00000130812"	"ENST00000589181"	0	83854	"angiopoietin like 6"
"ANKRD36BP2"	-2.080401635	8.807256053	-15.11226758	1.27e-05	0.003542175	4.178089485	"2"	88746660	88748877	2218	"*"	2219	"*"	0.967504414	0.068313233	1.517235431	-1.53233479	0.629672226	0.998642427	"Intron (ENST00000283646/ENSG00000153574, intron 8 of 8)"	2	88765807	88779565	13759	1	"ENSG00000230006"	"ENST00000421951"	-16930	645784	"ankyrin repeat domain 36B pseudogene 2"
"ANO1"	-2.541868162	2.980695087	-3.311499387	0.018914413	0.137092026	-3.641780974	"11"	70164132	70165526	1395	"*"	1396	"*"	1.215037024	1.823993827	0.140562593	1.387062097	0.588401022	0.998642427	"Promoter (<=1kb)"	11	70165362	70180045	14684	1	"ENSG00000131620"	"ENST00000529636"	0	55107	"anoctamin 1"
"ANOS1"	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	"X"	8685511	8686710	1200	"*"	1201	"*"	0	0	0.829493498	-4.02330076	0.408339565	0.998642427	"Intron (ENST00000262648/ENSG00000011201, intron 2 of 13)"	23	8528874	8732137	203264	2	"ENSG00000011201"	"ENST00000262648"	45427	3730	"anosmin 1"
"APLNR"	-3.195524536	5.851058329	-15.48990341	1.11e-05	0.003490126	4.299727417	"11"	57235485	57239754	4270	"*"	4271	"*"	3.39463138	3.602067303	3.152278952	0.246392602	0.788354894	0.998642427	"Promoter (<=1kb)"	11	57233577	57237235	3659	2	"ENSG00000134817"	"ENST00000257254"	0	187	"apelin receptor"
"APOC1"	-2.052312924	6.334427297	-7.258666621	0.000557221	0.021067404	0.267136701	"19"	44912119	44917982	5864	"*"	5865	"*"	4.030663876	4.453892483	3.429178306	0.817907288	0.282130594	0.998642427	"Promoter (<=1kb)"	19	44914247	44919342	5096	1	"ENSG00000130208"	"ENST00000588750"	0	341	"apolipoprotein C1"
"APPL1"	1.348771135	8.694308483	7.72339449	0.000408901	0.01767971	0.60591327	"3"	57227047	57231588	4542	"*"	4543	"*"	3.639526841	3.683078155	3.59461979	-0.11073606	0.895545387	0.998642427	"Promoter (<=1kb)"	3	57227726	57278105	50380	1	"ENSG00000157500"	"ENST00000650354"	0	26060	"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1"
"AQP1"	-2.738403568	7.0350459	-20.0683668	2.8e-06	0.003490126	5.499427254	"7"	30883219	30898047	14829	"*"	14830	"*"	4.713946089	4.576515923	4.839415837	-0.460837748	0.502910687	0.998642427	"3' UTR"	7	30911853	30925501	13649	1	"ENSG00000240583"	"ENST00000652696"	-13806	358	"aquaporin 1 (Colton blood group)"
"AQP2"	2.007911502	10.68441763	9.744069631	0.00012548	0.010340211	1.87661475	"12"	49944994	49946373	1380	"*"	1381	"*"	1.888019115	1.784419813	1.984674829	-0.387518726	0.791496516	0.998642427	"Distal Intergenic"	12	49950737	49958878	8142	1	"ENSG00000167580"	"ENST00000199280"	-4364	359	"aquaporin 2"
"ARG1"	-1.99151478	10.85217002	-16.47316207	8.01e-06	0.003490126	4.598009656	"6"	131519073	131521664	2592	"*"	2593	"*"	2.54769551	3.088009664	1.673904113	1.183263855	0.303609568	0.998642427	"Intron (ENST00000672052/ENSG00000118520, intron 1 of 4)"	6	131470918	131583978	113061	1	"ENSG00000118520"	"ENST00000672233"	48155	383	"arginase 1"
"ARHGAP22"	-1.731671994	5.484255273	-8.603248418	0.000237234	0.014213829	1.196516796	"10"	48448558	48451217	2660	"*"	2661	"*"	2.238369778	2.877716744	1.061714984	1.561665672	0.230559871	0.998642427	"Promoter (<=1kb)"	10	48446036	48451627	5592	2	"ENSG00000128805"	"ENST00000477708"	410	58504	"Rho GTPase activating protein 22"
"ARHGAP42"	-2.342462565	6.83032459	-7.738947162	0.0004048	0.017604004	0.61691342	"11"	100963346	100964644	1299	"*"	1300	"*"	0.118871979	0	1.118871979	-4.298325272	0.382894621	0.998642427	"Intron (ENST00000298815/ENSG00000165895, intron 16 of 23)"	11	100959850	100988869	29020	1	"ENSG00000165895"	"ENST00000529535"	3496	143872	"Rho GTPase activating protein 42"
"ARHGAP9"	-2.349365298	5.058964307	-6.48588347	0.000969073	0.027329742	-0.342884353	"12"	57485959	57490495	4537	"*"	4538	"*"	4.434683573	4.914927018	3.7097406	0.998558982	0.15637557	0.998642427	"Promoter (<=1kb)"	12	57472264	57488814	16551	2	"ENSG00000123329"	"ENST00000393797"	0	64333	"Rho GTPase activating protein 9"
"ARHGEF3"	1.178781265	4.526113945	3.204642245	0.021428559	0.145657933	-3.778428683	"3"	56818273	56820622	2350	"*"	2351	"*"	1.292836057	0.567761403	1.773136611	-1.330830555	0.589811749	0.998642427	"Intron (ENST00000338458/ENSG00000163947, intron 4 of 12)"	3	56731593	56801949	70357	2	"ENSG00000163947"	"ENST00000495373"	-16324	50650	"Rho guanine nucleotide exchange factor 3"
"ARHGEF6"	-1.395718281	10.0919839	-12.6636436	3.21e-05	0.00518287	3.27789539	"X"	136709357	136710556	1200	"*"	1201	"*"	0.239892078	1.239892078	0	4.222186119	0.35771881	0.998642427	"Intron (ENST00000370620/ENSG00000129675, intron 6 of 20)"	23	136665547	136767343	101797	2	"ENSG00000129675"	"ENST00000370620"	56787	9459	"Rac/Cdc42 guanine nucleotide exchange factor 6"
"ARL9"	-1.841511546	8.840558411	-14.71500375	1.46e-05	0.003826392	4.045586267	"4"	56503606	56504805	1200	"*"	1201	"*"	0	0	0.829493498	-4.02330076	0.408339565	0.998642427	"Promoter (<=1kb)"	4	56505209	56524448	19240	1	"ENSG00000196503"	"ENST00000360096"	-404	132946	"ADP ribosylation factor like GTPase 9"
"ARL9"	-1.841511546	8.840558411	-14.71500375	1.46e-05	0.003826392	4.045586267	"4"	56504819	56507644	2826	"*"	2827	"*"	2.454305969	2.986812047	1.601118623	1.154958365	0.324196459	0.998642427	"Promoter (<=1kb)"	4	56505209	56524448	19240	1	"ENSG00000196503"	"ENST00000360096"	0	132946	"ADP ribosylation factor like GTPase 9"
"ARRDC4"	1.326449017	10.17443778	8.844505649	0.00020609	0.013091714	1.347893486	"15"	97959800	97961629	1830	"*"	1831	"*"	6.212799122	6.401317881	5.995890164	0.204854783	0.763129174	0.998642427	"Promoter (<=1kb)"	15	97960703	97973833	13131	1	"ENSG00000140450"	"ENST00000268042"	0	91947	"arrestin domain containing 4"
"ASNS"	1.565386297	8.214598193	11.49181091	5.34e-05	0.006686603	2.765784678	"7"	97870770	97873138	2369	"*"	2370	"*"	4.709522388	5.107387846	4.158302688	0.745116642	0.282861315	0.998642427	"Promoter (<=1kb)"	7	97851677	97872408	20732	2	"ENSG00000070669"	"ENST00000394308"	0	440	"asparagine synthetase (glutamine-hydrolyzing)"
"ASNS"	1.565386297	8.214598193	11.49181091	5.34e-05	0.006686603	2.765784678	"7"	97867728	97868927	1200	"*"	1201	"*"	0.443118668	0.004873891	0.778794027	-0.889985263	0.830339687	0.998642427	"Promoter (<=1kb)"	7	97863096	97869184	6089	2	"ENSG00000070669"	"ENST00000495255"	257	440	"asparagine synthetase (glutamine-hydrolyzing)"
"ATF3"	1.202670686	10.02004056	6.877502373	0.000727418	0.023456027	-0.026078133	"1"	212609820	212611317	1498	"*"	1499	"*"	3.820081772	4.033667541	3.569287058	0.261829341	0.742728851	0.998642427	"Promoter (<=1kb)"	1	212608915	212619611	10697	1	"ENSG00000162772"	"ENST00000366985"	905	467	"activating transcription factor 3"
"ATF3"	1.202670686	10.02004056	6.877502373	0.000727418	0.023456027	-0.026078133	"1"	212607865	212609267	1403	"*"	1404	"*"	6.568019084	6.872379741	6.18179348	0.489693039	0.43722626	0.998642427	"Promoter (<=1kb)"	1	212608628	212620772	12145	1	"ENSG00000162772"	"ENST00000613954"	0	467	"activating transcription factor 3"
"ATP1B1"	1.155012815	7.074242562	5.574141241	0.002001517	0.040604985	-1.148206179	"1"	169107266	169108465	1200	"*"	1201	"*"	2.066457403	1.626513535	2.403125508	-0.946904462	0.492420375	0.998642427	"Promoter (<=1kb)"	1	169107596	169132701	25106	1	"ENSG00000143153"	"ENST00000685792"	0	481	"ATPase Na+/K+ transporting subunit beta 1"
"ATP1B1"	1.155012815	7.074242562	5.574141241	0.002001517	0.040604985	-1.148206179	"1"	169105611	169106971	1361	"*"	1362	"*"	4.561825229	4.779292791	4.305657504	0.271997429	0.69155874	0.998642427	"Promoter (<=1kb)"	1	169105697	169132722	27026	1	"ENSG00000143153"	"ENST00000367816"	0	481	"ATPase Na+/K+ transporting subunit beta 1"
"ATP2B2"	-1.267992441	3.431435361	-5.905118735	0.001522936	0.035177512	-0.844243827	"3"	10366305	10369879	3575	"*"	3576	"*"	2.253863843	2.018998579	2.455793292	-0.621097622	0.6210921	0.998642427	"Intron (ENST00000397077/ENSG00000157087, intron 9 of 19)"	3	10326228	10346069	19842	2	"ENSG00000157087"	"ENST00000467702"	-20236	491	"ATPase plasma membrane Ca2+ transporting 2"
"ATP2B4"	-2.170779919	10.66929218	-17.72358861	5.43e-06	0.003490126	4.942508001	"1"	203624371	203633001	8631	"*"	8632	"*"	4.109167769	4.407750854	3.732218284	0.471715087	0.523106124	0.998642427	"Promoter (<=1kb)"	1	203626787	203744079	117293	1	"ENSG00000058668"	"ENST00000367218"	0	493	"ATPase plasma membrane Ca2+ transporting 4"
"ATP2B4"	-2.170779919	10.66929218	-17.72358861	5.43e-06	0.003490126	4.942508001	"1"	203690301	203698387	8087	"*"	8088	"*"	4.236512724	4.333800495	4.13218691	0.001463506	0.998450995	0.999720004	"Exon (ENST00000367218/ENSG00000058668, exon 3 of 22)"	1	203682809	203740319	57511	1	"ENSG00000058668"	"ENST00000341360"	7492	493	"ATPase plasma membrane Ca2+ transporting 4"
"ATP2C2"	1.389975	1.028320834	4.243617006	0.006866274	0.079635432	-2.521496307	"16"	84396988	84398187	1200	"*"	1201	"*"	0	0	0.78940098	-3.988179206	0.460195395	0.998642427	"Intron (ENST00000416219/ENSG00000064270, intron 1 of 27)"	16	84404427	84464000	59574	1	"ENSG00000064270"	"ENST00000565631"	-6240	9914	"ATPase secretory pathway Ca2+ transporting 2"
"ATP8B2"	1.010958042	10.03340057	3.848481187	0.010379785	0.099470185	-2.980193141	"1"	154351476	154357339	5864	"*"	5865	"*"	4.150054568	4.267694402	4.02196368	0.045169437	0.950317431	0.998642427	"Downstream (<=300bp)"	1	154346615	154349459	2845	1	"ENSG00000143515"	"ENST00000505882"	4861	57198	"ATPase phospholipid transporting 8B2"
"ATP8B2"	1.010958042	10.03340057	3.848481187	0.010379785	0.099470185	-2.980193141	"1"	154324150	154325508	1359	"*"	1360	"*"	2.852150678	3.079640065	2.581950132	0.292313	0.777008399	0.998642427	"Promoter (<=1kb)"	1	154325525	154351304	25780	1	"ENSG00000143515"	"ENST00000368489"	-17	57198	"ATPase phospholipid transporting 8B2"
"ATP8B2"	1.010958042	10.03340057	3.848481187	0.010379785	0.099470185	-2.980193141	"1"	154325802	154330871	5070	"*"	5071	"*"	4.151314137	4.547989508	3.602389303	0.740003109	0.312537665	0.998642427	"Promoter (<=1kb)"	1	154327800	154351303	23504	1	"ENSG00000143515"	"ENST00000672630"	0	57198	"ATPase phospholipid transporting 8B2"
"ATP8B3"	-2.105896322	6.737646668	-12.37588374	3.62e-05	0.005522278	3.157626275	"19"	1811201	1814136	2936	"*"	2937	"*"	5.350783408	5.592357005	5.06045957	0.330657802	0.651604566	0.998642427	"Promoter (<=1kb)"	19	1782075	1812276	30202	2	"ENSG00000130270"	"ENST00000310127"	0	148229	"ATPase phospholipid transporting 8B3"
"ATP8B3"	-2.105896322	6.737646668	-12.37588374	3.62e-05	0.005522278	3.157626275	"19"	1771504	1775710	4207	"*"	4208	"*"	2.223931145	2.97440927	0.569439763	2.121103897	0.123898488	0.998642427	"3' UTR"	19	1785558	1790817	5260	2	"ENSG00000130270"	"ENST00000526847"	15107	148229	"ATPase phospholipid transporting 8B3"
"B3GNT4"	1.279545671	3.16052031	2.947195967	0.029155965	0.171256456	-4.113751033	"12"	122202491	122205404	2914	"*"	2915	"*"	2.580261148	2.878889858	2.203238789	0.464953703	0.67265017	0.998642427	"Promoter (<=1kb)"	12	122203681	122208945	5265	1	"ENSG00000176383"	"ENST00000546192"	0	79369	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4"
"B4GAT1"	-1.236556905	6.378414556	-5.81010922	0.001645204	0.036652694	-0.930088582	"11"	66343700	66348809	5110	"*"	5111	"*"	4.859271774	4.91463044	4.801703847	-0.086920312	0.900476284	0.998642427	"Promoter (<=1kb)"	11	66345374	66347629	2256	2	"ENSG00000174684"	"ENST00000311181"	0	11041	"beta-1,4-glucuronyltransferase 1"
"BBOF1"	-1.925972844	8.419675122	-11.92583985	4.4e-05	0.006100372	2.962515738	"14"	74015800	74019951	4152	"*"	4153	"*"	4.452412583	4.692844054	4.163738466	0.326965881	0.636472357	0.998642427	"Promoter (<=1kb)"	14	74019349	74066092	46744	1	"ENSG00000119636"	"ENST00000394009"	0	80127	"basal body orientation factor 1"
"BCAN"	1.479021269	3.803608239	3.545398661	0.014483375	0.11825001	-3.348319711	"1"	156654210	156663954	9745	"*"	9746	"*"	5.12882389	5.3974307	4.798496623	0.397309032	0.580155577	0.998642427	"Promoter (<=1kb)"	1	156656729	156659532	2804	1	"ENSG00000132692"	"ENST00000496038"	0	63827	"brevican"
"BCL2"	-1.338411049	6.201268777	-10.21767234	9.82e-05	0.008896483	2.134272517	"18"	63129323	63130522	1200	"*"	1201	"*"	0.239892078	1.239892078	0	4.222186119	0.35771881	0.998642427	"Intron (ENST00000677635/ENSG00000171791, intron 1 of 1)"	18	63123346	63138411	15066	2	"ENSG00000171791"	"ENST00000677635"	7889	596	"BCL2 apoptosis regulator"
"BCL2"	-1.338411049	6.201268777	-10.21767234	9.82e-05	0.008896483	2.134272517	"18"	63310860	63324741	13882	"*"	13883	"*"	4.558469019	4.932392642	4.0523779	0.676007489	0.32840588	0.998642427	"Promoter (<=1kb)"	18	63123346	63318666	195321	2	"ENSG00000171791"	"ENST00000678134"	0	596	"BCL2 apoptosis regulator"
"BEND6"	1.164662947	3.348734146	3.780689586	0.011168947	0.102641526	-3.061315616	"6"	57020047	57022108	2062	"*"	2063	"*"	1.748807017	1.056335664	2.214736628	-1.302349616	0.415396428	0.998642427	"Intron (ENST00000370746/ENSG00000151917, intron 6 of 6)"	6	57013809	57018471	4663	1	"ENSG00000151917"	"ENST00000484701"	6238	221336	"BEN domain containing 6"
"BEST1"	-1.103754183	8.111027511	-6.454830126	0.000991958	0.027634848	-0.368713857	"11"	61943498	61952825	9328	"*"	9329	"*"	4.649835831	4.793109878	4.490748388	0.101702856	0.882030126	0.998642427	"Promoter (<=1kb)"	11	61950063	61963344	13282	1	"ENSG00000167995"	"ENST00000534553"	0	7439	"bestrophin 1"
"BEST1"	-1.103754183	8.111027511	-6.454830126	0.000991958	0.027634848	-0.368713857	"11"	61959789	61961470	1682	"*"	1683	"*"	3.043253766	3.355828713	2.643671345	0.504478646	0.613293839	0.998642427	"Exon (ENST00000378043/ENSG00000167995, exon 9 of 11)"	11	61955157	61962371	7215	1	"ENSG00000167995"	"ENST00000526988"	4632	7439	"bestrophin 1"
"BEX1"	2.534449959	11.26973563	16.98893384	6.8e-06	0.003490126	4.744569463	"X"	103062834	103066139	3306	"*"	3307	"*"	2.355568409	3.199643738	0.068462923	2.795323157	0.042839185	0.998642427	"Promoter (<=1kb)"	23	103062651	103064171	1521	2	"ENSG00000133169"	"ENST00000372728"	0	55859	"brain expressed X-linked 1"
"BFSP1"	-1.014764134	8.972576847	-5.633205687	0.001904569	0.039890127	-1.092942279	"20"	17502358	17513859	11502	"*"	11503	"*"	4.283871362	4.139698609	4.41493648	-0.472473257	0.502659336	0.998642427	"Promoter (<=1kb)"	20	17506828	17514741	7914	2	"ENSG00000125864"	"ENST00000492424"	882	631	"beaded filament structural protein 1"
"BFSP1"	-1.014764134	8.972576847	-5.633205687	0.001904569	0.039890127	-1.092942279	"20"	17568543	17572050	3508	"*"	3509	"*"	4.247060402	4.823477839	3.272396051	1.34027106	0.069292874	0.998642427	"Promoter (<=1kb)"	20	17511992	17569220	57229	2	"ENSG00000125864"	"ENST00000473415"	0	631	"beaded filament structural protein 1"
"BFSP1"	-1.014764134	8.972576847	-5.633205687	0.001904569	0.039890127	-1.092942279	"20"	17528744	17532772	4029	"*"	4030	"*"	2.937199996	2.599775178	3.21047384	-0.797504515	0.435347072	0.998642427	"Promoter (<=1kb)"	20	17493905	17531379	37475	2	"ENSG00000125864"	"ENST00000377873"	0	631	"beaded filament structural protein 1"
"BOK"	-1.302583029	4.630170828	-6.784143876	0.000777938	0.024397923	-0.1001293	"2"	241537381	241544898	7518	"*"	7519	"*"	3.87082308	4.157284659	3.513025115	0.440247476	0.577861285	0.998642427	"Exon (ENST00000434306/ENSG00000234235, exon 2 of 2)"	2	241551424	241562476	11053	1	"ENSG00000176720"	"ENST00000641230"	-6526	666	"BCL2 family apoptosis regulator BOK"
"BTG1"	1.130876581	10.22262649	8.28645022	0.000286927	0.01562216	0.991063092	"12"	92145348	92146628	1281	"*"	1282	"*"	6.703904508	6.937594543	6.424903321	0.312084505	0.607367692	0.998642427	"Promoter (<=1kb)"	12	92140278	92145846	5569	2	"ENSG00000133639"	"ENST00000256015"	0	694	"BTG anti-proliferation factor 1"
