"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"seqnames"	"start"	"end"	"width"	"log2FC"	"seqnames.1"	"start.1"	"end.1"	"width.1"	"strand"	"V4"	"V5"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"GENENAME"
"RIMBP2"	-1.329982112	2.721632723	-4.116349877	0.007823793	0.085011303	-2.666597823	"12"	130414415	130414815	"*"	1.009761429	"12"	130414416	130414815	400	"*"	"*"	1.009761429	"Promoter (<=1kb)"	12	130399751	130414710	14960	2	"ENSG00000060709"	"ENST00000536632"	0	23504	"RIMS binding protein 2"
"RPS6KL1"	-1.401890259	10.43304535	-8.251655715	0.000293097	0.015708738	0.968019447	"14"	74919745	74920145	"*"	0.690094696	"14"	74919746	74920145	400	"*"	"*"	0.690094696	"Promoter (1-2kb)"	14	74909969	74918550	8582	2	"ENSG00000198208"	"ENST00000554834"	-1196	83694	"ribosomal protein S6 kinase like 1"
"SHC3"	-2.54335013	2.735780873	-3.236693055	0.02063739	0.142611589	-3.737278685	"9"	89214742	89215142	"*"	0.908509528	"9"	89214743	89215142	400	"*"	"*"	0.908509528	"Distal Intergenic"	9	89005771	89178818	173048	2	"ENSG00000148082"	"ENST00000375835"	-35925	53358	"SHC adaptor protein 3"
"SLC2A14"	-2.26122391	7.320563824	-16.93141707	6.92e-06	0.003490126	4.728545259	"12"	7833313	7833713	"*"	0.515079762	"12"	7833314	7833713	400	"*"	"*"	0.515079762	"Promoter (<=1kb)"	12	7812513	7832816	20304	2	"ENSG00000173262"	"ENST00000542546"	-498	144195	"solute carrier family 2 member 14"
"TLL2"	-1.421289686	3.207929208	-4.072736788	0.008186273	0.087075509	-2.716898653	"10"	96502430	96502830	"*"	1.825260884	"10"	96502431	96502830	400	"*"	"*"	1.825260884	"Intron (ENST00000357947/ENSG00000095587, intron 1 of 20)"	10	96395193	96513918	118726	2	"ENSG00000095587"	"ENST00000469598"	11088	7093	"tolloid like 2"
"TMEM72"	-4.639621079	4.433093874	-9.495917406	0.000143274	0.011202104	1.736111992	"10"	44905307	44905707	"*"	0.515081492	"10"	44905308	44905707	400	"*"	"*"	0.515081492	"Intron (ENST00000663870/ENSG00000224812, intron 1 of 4)"	10	44911316	44935194	23879	1	"ENSG00000187783"	"ENST00000544540"	-5609	643236	"transmembrane protein 72"
"TRIM63"	-2.901147402	6.084321712	-7.976480613	0.00034778	0.017510864	0.782317066	"1"	26059733	26060133	"*"	0.657408419	"1"	26059734	26060133	400	"*"	"*"	0.657408419	"Intron (ENST00000374272/ENSG00000158022, intron 4 of 8)"	1	26051301	26067630	16330	2	"ENSG00000158022"	"ENST00000374272"	7497	84676	"tripartite motif containing 63"
"TSPAN18"	-1.870992292	4.290410401	-5.220292159	0.002717703	0.048363482	-1.488937993	"11"	44826159	44826559	"*"	1.271912533	"11"	44826160	44826559	400	"*"	"*"	1.271912533	"Intron (ENST00000533786/ENSG00000157570, intron 2 of 6)"	11	44859603	44909839	50237	1	"ENSG00000157570"	"ENST00000520837"	-33044	90139	"tetraspanin 18"
"USP18"	-1.668421507	6.041256125	-7.986048579	0.000345688	0.017437527	0.788878958	"22"	18160776	18161176	"*"	0.476280153	"22"	18160777	18161176	400	"*"	"*"	0.476280153	"Intron (ENST00000215794/ENSG00000184979, intron 3 of 10)"	22	18150170	18177397	27228	1	"ENSG00000184979"	"ENST00000215794"	10607	11274	"ubiquitin specific peptidase 18"
"WIPF1"	-1.410208981	7.28113889	-6.254444526	0.001155742	0.030204486	-0.537990837	"2"	174673212	174673612	"*"	0.804412256	"2"	174673213	174673612	400	"*"	"*"	0.804412256	"Exon (ENST00000469002/ENSG00000115935, exon 2 of 2)"	2	174673267	174682847	9581	2	"ENSG00000115935"	"ENST00000469002"	9235	7456	"WAS/WASL interacting protein family member 1"
"ZBTB16"	-1.139103321	8.109736959	-2.60576802	0.044530493	0.2160006	-4.569574413	"11"	114114669	114115069	"*"	0.625513041	"11"	114114670	114115069	400	"*"	"*"	0.625513041	"Intron (ENST00000682278/ENSG00000109906, intron 3 of 7)"	11	114160427	114256764	96338	1	"ENSG00000109906"	"ENST00000683006"	-45358	7704	"zinc finger and BTB domain containing 16"
