"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"seqnames"	"start"	"end"	"width"	"log2FC"	"seqnames.1"	"start.1"	"end.1"	"width.1"	"strand"	"V4"	"V5"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"GENENAME"
"CELF2-AS1"	1.071530422	3.882528451	4.56425729	0.004993263	0.067100949	-2.166932645	"10"	11320839	11321239	"*"	-1.108181963	"10"	11320840	11321239	400	"*"	"*"	-1.108181963	"Promoter (<=1kb)"	10	11316833	11319884	3052	2	"ENSG00000181800"	"ENST00000379256"	-956	414196	"CELF2 antisense RNA 1"
"CERKL"	-1.130772474	3.952010016	-5.13264729	0.002938399	0.050516642	-1.575960483	"2"	181678005	181678405	"*"	-0.692918143	"2"	181678006	181678405	400	"*"	"*"	-0.692918143	"Promoter (2-3kb)"	2	181535041	181680490	145450	2	"ENSG00000188452"	"ENST00000684145"	2085	375298	"ceramide kinase like"
"CERS4"	-1.394455755	4.697110456	-4.433011964	0.005678612	0.072041981	-2.310171719	"19"	8226254	8226654	"*"	0.584411775	"19"	8226255	8226654	400	"*"	"*"	0.584411775	"Promoter (1-2kb)"	19	8225027	8256675	31649	1	"ENSG00000090661"	"ENST00000558877"	1228	79603	"ceramide synthase 4"
"COL23A1"	-1.391889431	6.527500753	-8.278938432	0.000288246	0.015650003	0.986096363	"5"	178506978	178507378	"*"	-1.170772171	"5"	178506979	178507378	400	"*"	"*"	-1.170772171	"Intron (ENST00000679896/ENSG00000050767, intron 2 of 27)"	5	178237476	178562238	324763	2	"ENSG00000050767"	"ENST00000679896"	54860	91522	"collagen type XXIII alpha 1 chain"
"COL23A1"	-1.391889431	6.527500753	-8.278938432	0.000288246	0.015650003	0.986096363	"5"	178585442	178585842	"*"	0.68727692	"5"	178585443	178585842	400	"*"	"*"	0.68727692	"Intron (ENST00000390654/ENSG00000050767, intron 1 of 28)"	5	178237618	178590393	352776	2	"ENSG00000050767"	"ENST00000390654"	4551	91522	"collagen type XXIII alpha 1 chain"
"COL26A1"	1.783891813	2.086933407	3.215761628	0.021150317	0.144482409	-3.764136838	"7"	101482484	101482884	"*"	-0.408142964	"7"	101482485	101482884	400	"*"	"*"	-0.408142964	"Intron (ENST00000313669/ENSG00000160963, intron 3 of 12)"	7	101553203	101557633	4431	1	"ENSG00000160963"	"ENST00000613091"	-70319	136227	"collagen type XXVI alpha 1 chain"
"CRMP1"	1.485504712	3.101690888	3.345849768	0.01817752	0.133903164	-3.598190261	"4"	5820451	5820851	"*"	1.058222888	"4"	5820452	5820851	400	"*"	"*"	1.058222888	"3' UTR"	4	5820784	5826861	6078	2	"ENSG00000072832"	"ENST00000513911"	6010	1400	"collapsin response mediator protein 1"
"CRNN"	2.056641667	1.964105808	2.516820673	0.049855125	0.228889827	-4.689847951	"1"	152449696	152450096	"*"	1.009765772	"1"	152449697	152450096	400	"*"	"*"	1.009765772	"Distal Intergenic"	1	152409243	152414263	5021	2	"ENSG00000143536"	"ENST00000271835"	-35434	49860	"cornulin"
"CSGALNACT1"	-1.162602982	6.565438618	-5.674825646	0.00183952	0.039436155	-1.05427019	"8"	19447077	19447477	"*"	-0.76574307	"8"	19447078	19447477	400	"*"	"*"	-0.76574307	"Intron (ENST00000454498/ENSG00000147408, intron 5 of 9)"	8	19420383	19495191	74809	2	"ENSG00000147408"	"ENST00000518542"	47714	55790	"chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"CSKMT"	1.676840648	6.825811334	9.267536573	0.000162325	0.011630166	1.603286767	"11"	62664999	62665399	"*"	-0.614151663	"11"	62665000	62665399	400	"*"	"*"	-0.614151663	"Promoter (<=1kb)"	11	62665309	62667397	2089	1	"ENSG00000214756"	"ENST00000398922"	0	751071	"citrate synthase lysine methyltransferase"
"CYP2C19"	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984	"10"	94726068	94726468	"*"	0.52426569	"10"	94726069	94726468	400	"*"	"*"	0.52426569	"Intron (ENST00000285979/ENSG00000108242, intron 7 of 8)"	10	94762681	94776450	13770	1	"ENSG00000165841"	"ENST00000480405"	-36213	1557	"cytochrome P450 family 2 subfamily C member 19"
"DEGS2"	-1.748848761	3.737329259	-5.403142312	0.002316109	0.043922846	-1.310774366	"14"	100192894	100193294	"*"	-0.442785295	"14"	100192895	100193294	400	"*"	"*"	-0.442785295	"Distal Intergenic"	14	100143957	100159645	15689	2	"ENSG00000168350"	"ENST00000305631"	-33250	123099	"delta 4-desaturase, sphingolipid 2"
"DIO3"	2.076272897	1.038136448	8.814065332	0.000209743	0.013091714	1.329028871	"14"	101585899	101586299	"*"	0.670189803	"14"	101585900	101586299	400	"*"	"*"	0.670189803	"Distal Intergenic"	14	101561351	101563452	2102	1	"ENSG00000197406"	"ENST00000510508"	24549	1735	"iodothyronine deiodinase 3"
"DPEP3"	-1.497284365	1.081975516	-4.033216613	0.008531315	0.089605769	-2.762733341	"16"	67979633	67980033	"*"	-0.968223797	"16"	67979634	67980033	400	"*"	"*"	-0.968223797	"Promoter (<=1kb)"	16	67975663	67980499	4837	2	"ENSG00000141096"	"ENST00000268793"	466	64180	"dipeptidase 3"
"DYSF"	-1.577625922	7.190675643	-9.35370165	0.000154807	0.01147093	1.653804504	"2"	71559746	71560146	"*"	0.48837814	"2"	71559747	71560146	400	"*"	"*"	0.48837814	"Intron (ENST00000258104/ENSG00000135636, intron 22 of 54)"	2	71570138	71570916	779	1	"ENSG00000135636"	"ENST00000461565"	-9992	8291	"dysferlin"
"EGFL6"	-1.709761006	1.91152217	-3.338356516	0.01833549	0.134638526	-3.607685035	"X"	13610784	13611184	"*"	-0.578323689	"X"	13610785	13611184	400	"*"	"*"	-0.578323689	"Intron (ENST00000361306/ENSG00000198759, intron 7 of 11)"	23	13623819	13627064	3246	1	"ENSG00000198759"	"ENST00000473826"	-12635	25975	"EGF like domain multiple 6"
"ERBB3"	1.796104317	6.177162915	11.80308951	4.64e-05	0.006285576	2.907753002	"12"	56067127	56067527	"*"	-1.992086139	"12"	56067128	56067527	400	"*"	"*"	-1.992086139	"Distal Intergenic"	12	56076799	56083902	7104	1	"ENSG00000065361"	"ENST00000643266"	-9272	2065	"erb-b2 receptor tyrosine kinase 3"
"FAAH2"	-1.464105808	1.593707071	-2.79630463	0.035085299	0.188856742	-4.313856184	"X"	57444219	57444619	"*"	-0.763336084	"X"	57444220	57444619	400	"*"	"*"	-0.763336084	"Intron (ENST00000374900/ENSG00000165591, intron 8 of 10)"	23	57431998	57452166	20169	1	"ENSG00000165591"	"ENST00000465623"	12222	158584	"fatty acid amide hydrolase 2"
"FAM13A"	-1.16036752	8.767139878	-7.502638201	0.000472698	0.01940757	0.447454537	"4"	89111335	89111735	"*"	-0.660000575	"4"	89111336	89111735	400	"*"	"*"	-0.660000575	"Promoter (<=1kb)"	4	88767983	89111398	343416	2	"ENSG00000138640"	"ENST00000502459"	0	10144	"family with sequence similarity 13 member A"
"FAM178B"	-5.759944655	8.03776855	-18.91186476	3.84e-06	0.003490126	5.23803266	"2"	96885212	96885612	"*"	-0.430541399	"2"	96885213	96885612	400	"*"	"*"	-0.430541399	"Intron (ENST00000393526/ENSG00000168754, intron 2 of 4)"	2	96876026	96895142	19117	2	"ENSG00000168754"	"ENST00000470789"	9530	51252	"family with sequence similarity 178 member B"
"FAM89A"	-1.748916867	8.71652303	-11.17235493	6.18e-05	0.007248061	2.615296498	"1"	231053217	231053617	"*"	0.575785756	"1"	231053218	231053617	400	"*"	"*"	0.575785756	"Distal Intergenic"	1	231018958	231040254	21297	2	"ENSG00000182118"	"ENST00000366654"	-12964	375061	"family with sequence similarity 89 member A"
"FAM9B"	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	"X"	9164512	9164912	"*"	0.461371907	"X"	9164513	9164912	400	"*"	"*"	0.461371907	"Promoter (<=1kb)"	23	9025105	9164606	139502	2	"ENSG00000177138"	"ENST00000472522"	0	171483	"family with sequence similarity 9 member B"
"FANK1"	-1.693248289	6.269782051	-6.822756381	0.000756562	0.023973218	-0.069392703	"10"	125988781	125989181	"*"	-1.126721872	"10"	125988782	125989181	400	"*"	"*"	-1.126721872	"Promoter (<=1kb)"	10	125988551	126009592	21042	1	"ENSG00000203780"	"ENST00000492670"	231	92565	"fibronectin type III and ankyrin repeat domains 1"
"FIBCD1"	2.1949875	1.625814584	3.902937476	0.009791443	0.09640724	-2.915541585	"9"	130949604	130950004	"*"	0.41458788	"9"	130949605	130950004	400	"*"	"*"	0.41458788	"Distal Intergenic"	9	130938017	130939286	1270	2	"ENSG00000130720"	"ENST00000463475"	-10319	84929	"fibrinogen C domain containing 1"
"FOSB"	1.968525733	8.050469164	6.83179493	0.000751657	0.02392834	-0.062220144	"19"	45469101	45469501	"*"	-0.774556419	"19"	45469102	45469501	400	"*"	"*"	-0.774556419	"Promoter (<=1kb)"	19	45469876	45474597	4722	1	"ENSG00000125740"	"ENST00000592811"	-375	2354	"FosB proto-oncogene, AP-1 transcription factor subunit"
"FRRS1L"	-1.328938615	6.515993929	-5.61252536	0.001937881	0.040103616	-1.112240624	"9"	109156536	109156936	"*"	-1.253866416	"9"	109156537	109156936	400	"*"	"*"	-1.253866416	"Intron (ENST00000561981/ENSG00000260230, intron 1 of 4)"	9	109140790	109152193	11404	2	"ENSG00000260230"	"ENST00000642157"	-4344	23732	"ferric chelate reductase 1 like"
"GALNTL6"	-1.021348523	5.702599455	-5.185488955	0.002802967	0.04940026	-1.523366642	"4"	172826873	172827273	"*"	-0.976787928	"4"	172826874	172827273	400	"*"	"*"	-0.976787928	"Intron (ENST00000506823/ENSG00000174473, intron 7 of 12)"	4	172809360	173040100	230741	1	"ENSG00000174473"	"ENST00000616459"	17514	442117	"polypeptide N-acetylgalactosaminyltransferase like 6"
"GAS7"	-1.184297791	7.115199227	-6.558778907	0.000917728	0.026677313	-0.282668515	"17"	10127878	10128278	"*"	-0.729633482	"17"	10127879	10128278	400	"*"	"*"	-0.729633482	"Intron (ENST00000432992/ENSG00000007237, intron 1 of 13)"	17	9910609	10114553	203945	2	"ENSG00000007237"	"ENST00000323816"	-13326	8522	"growth arrest specific 7"
"GGT1"	-1.535776771	2.824530053	-3.051545812	0.025703366	0.160520272	-3.976847197	"22"	24624279	24624679	"*"	-0.815399442	"22"	24624280	24624679	400	"*"	"*"	-0.815399442	"Promoter (2-3kb)"	22	24627180	24628996	1817	1	"ENSG00000100031"	"ENST00000401885"	-2501	2678	"gamma-glutamyltransferase 1"
"GPRIN3"	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808	"4"	89353555	89353955	"*"	-0.439517246	"4"	89353556	89353955	400	"*"	"*"	-0.439517246	"Distal Intergenic"	4	89236383	89307800	71418	2	"ENSG00000185477"	"ENST00000609438"	-45756	285513	"GPRIN family member 3"
"GRAMD1B"	-1.437509799	3.33600458	-2.941094734	0.02937311	0.171604752	-4.121794801	"11"	123417483	123417883	"*"	-0.506855519	"11"	123417484	123417883	400	"*"	"*"	-0.506855519	"Intron (ENST00000638157/ENSG00000023171, intron 1 of 20)"	11	123430269	123435715	5447	1	"ENSG00000023171"	"ENST00000533341"	-12386	57476	"GRAM domain containing 1B"
"GSAP"	-1.509747152	5.840202739	-5.65723531	0.001866693	0.03948261	-1.070587547	"7"	77399242	77399642	"*"	-0.507120961	"7"	77399243	77399642	400	"*"	"*"	-0.507120961	"Intron (ENST00000257626/ENSG00000186088, intron 3 of 30)"	7	77329527	77406105	76579	2	"ENSG00000186088"	"ENST00000334003"	6463	54103	"gamma-secretase activating protein"
"GSAP"	-1.509747152	5.840202739	-5.65723531	0.001866693	0.03948261	-1.070587547	"7"	77408377	77408777	"*"	-0.721224397	"7"	77408378	77408777	400	"*"	"*"	-0.721224397	"Promoter (2-3kb)"	7	77329527	77406105	76579	2	"ENSG00000186088"	"ENST00000334003"	-2273	54103	"gamma-secretase activating protein"
"H2AC14"	1.762548215	8.145294987	9.376318631	0.000152901	0.01147093	1.666982861	"6"	27814405	27814805	"*"	-0.549884759	"6"	27814406	27814805	400	"*"	"*"	-0.549884759	"Promoter (<=1kb)"	6	27814302	27814777	476	2	"ENSG00000276368"	"ENST00000333151"	0	8331	"H2A clustered histone 14"
"H2BC11"	2.11687271	6.939604331	8.080975887	0.000325712	0.016992124	0.853568161	"6"	27132699	27133099	"*"	-0.648329131	"6"	27132700	27133099	400	"*"	"*"	-0.648329131	"Promoter (<=1kb)"	6	27125897	27132750	6854	2	"ENSG00000124635"	"ENST00000607124"	0	8970	"H2B clustered histone 11"
"H2BC12"	1.492057998	8.371031034	7.993506845	0.000344067	0.017437527	0.793988653	"6"	27146832	27147232	"*"	-0.630676535	"6"	27146833	27147232	400	"*"	"*"	-0.630676535	"Promoter (<=1kb)"	6	27146361	27146855	495	2	"ENSG00000197903"	"ENST00000356950"	0	85236	"H2B clustered histone 12"
"H2BC4"	1.658688287	7.2733709	12.3779002	3.62e-05	0.005522278	3.158480972	"6"	26123685	26124085	"*"	-0.977627097	"6"	26123686	26124085	400	"*"	"*"	-0.977627097	"Promoter (<=1kb)"	6	26114873	26123910	9038	2	"ENSG00000180596"	"ENST00000314332"	0	8347	"H2B clustered histone 4"
"H3C12"	1.103595846	4.389871559	4.560996833	0.005009097	0.067247868	-2.170459583	"6"	27891990	27892390	"*"	-1.342532101	"6"	27891991	27892390	400	"*"	"*"	-1.342532101	"Promoter (<=1kb)"	6	27890635	27893106	2472	2	"ENSG00000197153"	"ENST00000479986"	716	8356	"H3 clustered histone 12"
"H3C12"	1.103595846	4.389871559	4.560996833	0.005009097	0.067247868	-2.170459583	"6"	27893058	27893458	"*"	-0.550634806	"6"	27893059	27893458	400	"*"	"*"	-0.550634806	"Promoter (<=1kb)"	6	27890635	27893106	2472	2	"ENSG00000197153"	"ENST00000479986"	0	8356	"H3 clustered histone 12"
"H3C12"	1.103595846	4.389871559	4.560996833	0.005009097	0.067247868	-2.170459583	"6"	27890684	27891084	"*"	-0.647659981	"6"	27890685	27891084	400	"*"	"*"	-0.647659981	"Promoter (<=1kb)"	6	27890315	27890826	512	2	"ENSG00000197153"	"ENST00000359303"	0	8356	"H3 clustered histone 12"
"H4C13"	1.941261009	7.948548517	7.830010634	0.000381733	0.017537416	0.680897552	"6"	27873219	27873619	"*"	-1.253581845	"6"	27873220	27873619	400	"*"	"*"	-1.253581845	"Promoter (<=1kb)"	6	27873148	27873534	387	2	"ENSG00000275126"	"ENST00000618305"	0	8368	"H4 clustered histone 13"
"H4C4"	2.331800995	5.923710959	7.554258909	0.000456794	0.018963496	0.484900738	"6"	26188842	26189242	"*"	-1.10971704	"6"	26188843	26189242	400	"*"	"*"	-1.10971704	"Promoter (<=1kb)"	6	26188710	26189112	403	2	"ENSG00000277157"	"ENST00000614247"	0	8360	"H4 clustered histone 4"
"HBM"	-1.463084734	8.865221641	-8.740073426	0.000218943	0.013501136	1.282893345	"16"	166080	166480	"*"	-0.421172657	"16"	166081	166480	400	"*"	"*"	-0.421172657	"Promoter (<=1kb)"	16	165978	166764	787	1	"ENSG00000206177"	"ENST00000356815"	103	3042	"hemoglobin subunit mu"
"HEMGN"	-1.40884052	15.67068038	-11.66790121	4.93e-05	0.00647143	2.846648645	"9"	97938137	97938537	"*"	0.552596018	"9"	97938138	97938537	400	"*"	"*"	0.552596018	"Promoter (<=1kb)"	9	97926791	97938172	11382	2	"ENSG00000136929"	"ENST00000616898"	0	55363	"hemogen"
"HOMER3"	-1.797947759	4.665376552	-10.65146913	7.92e-05	0.007879416	2.358906206	"19"	18931515	18931915	"*"	-0.586708785	"19"	18931516	18931915	400	"*"	"*"	-0.586708785	"Promoter (1-2kb)"	19	18931240	18933047	1808	2	"ENSG00000051128"	"ENST00000595756"	1132	9454	"homer scaffold protein 3"
"HOMER3"	-1.797947759	4.665376552	-10.65146913	7.92e-05	0.007879416	2.358906206	"19"	18948747	18949147	"*"	-0.524881855	"19"	18948748	18949147	400	"*"	"*"	-0.524881855	"Distal Intergenic"	19	18931586	18941261	9676	2	"ENSG00000051128"	"ENST00000596482"	-7487	9454	"homer scaffold protein 3"
"IFITM3"	-1.813665075	4.612929948	-5.502265042	0.002127307	0.042057222	-1.216069395	"11"	326435	326835	"*"	-0.938856014	"11"	326436	326835	400	"*"	"*"	-0.938856014	"Promoter (<=1kb)"	11	325703	326294	592	2	"ENSG00000142089"	"ENST00000602949"	-142	10410	"interferon induced transmembrane protein 3"
"IKZF2"	-1.331965201	4.972270346	-7.196085656	0.000581674	0.021438388	0.219975818	"2"	213151406	213151806	"*"	-0.47330861	"2"	213151407	213151806	400	"*"	"*"	-0.47330861	"Promoter (<=1kb)"	2	212999691	213151609	151919	2	"ENSG00000030419"	"ENST00000451136"	0	22807	"IKAROS family zinc finger 2"
"INSRR"	1.640703778	3.696804095	2.773475936	0.036092244	0.1920883	-4.344330477	"1"	156859454	156859854	"*"	-0.441311912	"1"	156859455	156859854	400	"*"	"*"	-0.441311912	"Promoter (<=1kb)"	1	156840063	156859117	19055	2	"ENSG00000027644"	"ENST00000368195"	-338	3645	"insulin receptor related receptor"
"IQSEC3"	-3.275258526	6.787431468	-12.79479494	3.04e-05	0.005090123	3.331594861	"12"	172105	172505	"*"	-0.571987406	"12"	172106	172505	400	"*"	"*"	-0.571987406	"Intron (ENST00000538872/ENSG00000120645, intron 13 of 13)"	12	169055	175359	6305	1	"ENSG00000120645"	"ENST00000537151"	3051	440073	"IQ motif and Sec7 domain ArfGEF 3"
"ITGA9"	2.100184815	5.155519585	4.660300625	0.004551619	0.063692487	-2.063753479	"3"	37508648	37509048	"*"	-0.629732595	"3"	37508649	37509048	400	"*"	"*"	-0.629732595	"Intron (ENST00000422441/ENSG00000144668, intron 8 of 15)"	3	37452141	37823507	371367	1	"ENSG00000144668"	"ENST00000264741"	56508	3680	"integrin subunit alpha 9"
"ITSN1"	-1.261688724	12.66783859	-11.20051474	6.1e-05	0.007215176	2.628762717	"21"	33749063	33749463	"*"	-0.719935979	"21"	33749064	33749463	400	"*"	"*"	-0.719935979	"Promoter (<=1kb)"	21	33750107	33836635	86529	1	"ENSG00000205726"	"ENST00000379960"	-644	6453	"intersectin 1"
"KALRN"	1.704254148	6.165717873	8.888301296	0.000200966	0.013006358	1.37491753	"3"	124714540	124714940	"*"	0.597520965	"3"	124714541	124714940	400	"*"	"*"	0.597520965	"Intron (ENST00000682506/ENSG00000160145, intron 58 of 59)"	3	124718191	124720699	2509	1	"ENSG00000160145"	"ENST00000684480"	-3251	8997	"kalirin RhoGEF kinase"
"KCNK12"	-1.480190864	3.506498105	-6.204440239	0.001201394	0.030992304	-0.580946548	"2"	47584820	47585220	"*"	0.739152437	"2"	47584821	47585220	400	"*"	"*"	0.739152437	"Intron (ENST00000646415/ENSG00000095002, intron 16 of 17)"	2	47509290	47570985	61696	2	"ENSG00000184261"	"ENST00000327876"	-13836	56660	"potassium two pore domain channel subfamily K member 12"
"KCNN2"	2.409331353	4.247760015	5.056399622	0.00314736	0.052534491	-1.652538154	"5"	114500534	114500934	"*"	-0.994305939	"5"	114500535	114500934	400	"*"	"*"	-0.994305939	"Intron (ENST00000514115/ENSG00000246316, intron 3 of 6)"	5	114486702	114496015	9314	1	"ENSG00000080709"	"ENST00000632892"	13833	3781	"potassium calcium-activated channel subfamily N member 2"
"KCNQ4"	-1.8741633	5.970142787	-7.336702835	0.000528394	0.020512228	0.325420173	"1"	40818593	40818993	"*"	-0.484122764	"1"	40818594	40818993	400	"*"	"*"	-0.484122764	"Promoter (<=1kb)"	1	40818964	40840451	21488	1	"ENSG00000117013"	"ENST00000506017"	0	9132	"potassium voltage-gated channel subfamily Q member 4"
"KCNS3"	2.399890782	1.199945391	6.561045035	0.000916184	0.026660655	-0.280805875	"2"	17850514	17850914	"*"	-1.088112538	"2"	17850515	17850914	400	"*"	"*"	-1.088112538	"Distal Intergenic"	2	17877847	17932954	55108	1	"ENSG00000170745"	"ENST00000403915"	-26933	3790	"potassium voltage-gated channel modifier subfamily S member 3"
"KLF5"	1.236337598	7.242562044	5.531529426	0.002075017	0.041291178	-1.188357347	"13"	73058697	73059097	"*"	-0.756478549	"13"	73058698	73059097	400	"*"	"*"	-0.756478549	"Promoter (<=1kb)"	13	73059005	73077538	18534	1	"ENSG00000102554"	"ENST00000377687"	0	688	"KLF transcription factor 5"
"KLHL29"	1.477370338	3.397778477	10.03082248	0.000108058	0.009377502	2.034217366	"2"	23689307	23689707	"*"	-0.714036825	"2"	23689308	23689707	400	"*"	"*"	-0.714036825	"Promoter (<=1kb)"	2	23688785	23708611	19827	1	"ENSG00000119771"	"ENST00000471654"	523	114818	"kelch like family member 29"
"KRT19"	-1.193484439	9.854336532	-8.25220331	0.000292999	0.015708738	0.968382856	"17"	41529928	41530328	"*"	-0.536856651	"17"	41529929	41530328	400	"*"	"*"	-0.536856651	"Promoter (1-2kb)"	17	41523617	41528308	4692	2	"ENSG00000171345"	"ENST00000361566"	-1621	3880	"keratin 19"
"LINC01234"	-1.265286428	1.689284881	-2.712483116	0.038940664	0.200542404	-4.425982736	"12"	113743644	113744044	"*"	0.584422671	"12"	113743645	113744044	400	"*"	"*"	0.584422671	"Exon (ENST00000655514/ENSG00000249550, exon 3 of 3)"	12	113744731	113757565	12835	2	"ENSG00000249550"	"ENST00000653736"	13521	100506465	"long intergenic non-protein coding RNA 1234"
"LINC01798"	2.076272897	1.038136448	8.814065332	0.000209743	0.013091714	1.329028871	"2"	66587127	66587527	"*"	0.641906754	"2"	66587128	66587527	400	"*"	"*"	0.641906754	"Intron (ENST00000433396/ENSG00000232046, intron 1 of 5)"	2	66574030	66695505	121476	1	"ENSG00000232046"	"ENST00000433396"	13098	100507073	"long intergenic non-protein coding RNA 1798"
"LINC01933"	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	"5"	152024019	152024419	"*"	-0.630305275	"5"	152024020	152024419	400	"*"	"*"	-0.630305275	"Intron (ENST00000524295/ENSG00000254226, intron 3 of 6)"	5	151958860	152270449	311590	1	"ENSG00000254226"	"ENST00000524034"	65160	101927115	"long intergenic non-protein coding RNA 1933"
