"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"seqnames"	"start"	"end"	"width"	"log2FC"	"seqnames.1"	"start.1"	"end.1"	"width.1"	"strand"	"V4"	"V5"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"GENENAME"
"DEGS2"	-1.748848761	3.737329259	-5.403142312	0.002316109	0.043922846	-1.310774366	"14"	100192894	100193294	"*"	-0.442785295	"14"	100192895	100193294	400	"*"	"*"	-0.442785295	"Distal Intergenic"	14	100143957	100159645	15689	2	"ENSG00000168350"	"ENST00000305631"	-33250	123099	"delta 4-desaturase, sphingolipid 2"
"DPEP3"	-1.497284365	1.081975516	-4.033216613	0.008531315	0.089605769	-2.762733341	"16"	67979633	67980033	"*"	-0.968223797	"16"	67979634	67980033	400	"*"	"*"	-0.968223797	"Promoter (<=1kb)"	16	67975663	67980499	4837	2	"ENSG00000141096"	"ENST00000268793"	466	64180	"dipeptidase 3"
"EGFL6"	-1.709761006	1.91152217	-3.338356516	0.01833549	0.134638526	-3.607685035	"X"	13610784	13611184	"*"	-0.578323689	"X"	13610785	13611184	400	"*"	"*"	-0.578323689	"Intron (ENST00000361306/ENSG00000198759, intron 7 of 11)"	23	13623819	13627064	3246	1	"ENSG00000198759"	"ENST00000473826"	-12635	25975	"EGF like domain multiple 6"
"FAAH2"	-1.464105808	1.593707071	-2.79630463	0.035085299	0.188856742	-4.313856184	"X"	57444219	57444619	"*"	-0.763336084	"X"	57444220	57444619	400	"*"	"*"	-0.763336084	"Intron (ENST00000374900/ENSG00000165591, intron 8 of 10)"	23	57431998	57452166	20169	1	"ENSG00000165591"	"ENST00000465623"	12222	158584	"fatty acid amide hydrolase 2"
"FAM13A"	-1.16036752	8.767139878	-7.502638201	0.000472698	0.01940757	0.447454537	"4"	89111335	89111735	"*"	-0.660000575	"4"	89111336	89111735	400	"*"	"*"	-0.660000575	"Promoter (<=1kb)"	4	88767983	89111398	343416	2	"ENSG00000138640"	"ENST00000502459"	0	10144	"family with sequence similarity 13 member A"
"FAM178B"	-5.759944655	8.03776855	-18.91186476	3.84e-06	0.003490126	5.23803266	"2"	96885212	96885612	"*"	-0.430541399	"2"	96885213	96885612	400	"*"	"*"	-0.430541399	"Intron (ENST00000393526/ENSG00000168754, intron 2 of 4)"	2	96876026	96895142	19117	2	"ENSG00000168754"	"ENST00000470789"	9530	51252	"family with sequence similarity 178 member B"
"FANK1"	-1.693248289	6.269782051	-6.822756381	0.000756562	0.023973218	-0.069392703	"10"	125988781	125989181	"*"	-1.126721872	"10"	125988782	125989181	400	"*"	"*"	-1.126721872	"Promoter (<=1kb)"	10	125988551	126009592	21042	1	"ENSG00000203780"	"ENST00000492670"	231	92565	"fibronectin type III and ankyrin repeat domains 1"
"FRRS1L"	-1.328938615	6.515993929	-5.61252536	0.001937881	0.040103616	-1.112240624	"9"	109156536	109156936	"*"	-1.253866416	"9"	109156537	109156936	400	"*"	"*"	-1.253866416	"Intron (ENST00000561981/ENSG00000260230, intron 1 of 4)"	9	109140790	109152193	11404	2	"ENSG00000260230"	"ENST00000642157"	-4344	23732	"ferric chelate reductase 1 like"
"GALNTL6"	-1.021348523	5.702599455	-5.185488955	0.002802967	0.04940026	-1.523366642	"4"	172826873	172827273	"*"	-0.976787928	"4"	172826874	172827273	400	"*"	"*"	-0.976787928	"Intron (ENST00000506823/ENSG00000174473, intron 7 of 12)"	4	172809360	173040100	230741	1	"ENSG00000174473"	"ENST00000616459"	17514	442117	"polypeptide N-acetylgalactosaminyltransferase like 6"
"GAS7"	-1.184297791	7.115199227	-6.558778907	0.000917728	0.026677313	-0.282668515	"17"	10127878	10128278	"*"	-0.729633482	"17"	10127879	10128278	400	"*"	"*"	-0.729633482	"Intron (ENST00000432992/ENSG00000007237, intron 1 of 13)"	17	9910609	10114553	203945	2	"ENSG00000007237"	"ENST00000323816"	-13326	8522	"growth arrest specific 7"
"GGT1"	-1.535776771	2.824530053	-3.051545812	0.025703366	0.160520272	-3.976847197	"22"	24624279	24624679	"*"	-0.815399442	"22"	24624280	24624679	400	"*"	"*"	-0.815399442	"Promoter (2-3kb)"	22	24627180	24628996	1817	1	"ENSG00000100031"	"ENST00000401885"	-2501	2678	"gamma-glutamyltransferase 1"
"GPRIN3"	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808	"4"	89353555	89353955	"*"	-0.439517246	"4"	89353556	89353955	400	"*"	"*"	-0.439517246	"Distal Intergenic"	4	89236383	89307800	71418	2	"ENSG00000185477"	"ENST00000609438"	-45756	285513	"GPRIN family member 3"
"GRAMD1B"	-1.437509799	3.33600458	-2.941094734	0.02937311	0.171604752	-4.121794801	"11"	123417483	123417883	"*"	-0.506855519	"11"	123417484	123417883	400	"*"	"*"	-0.506855519	"Intron (ENST00000638157/ENSG00000023171, intron 1 of 20)"	11	123430269	123435715	5447	1	"ENSG00000023171"	"ENST00000533341"	-12386	57476	"GRAM domain containing 1B"
"GSAP"	-1.509747152	5.840202739	-5.65723531	0.001866693	0.03948261	-1.070587547	"7"	77399242	77399642	"*"	-0.507120961	"7"	77399243	77399642	400	"*"	"*"	-0.507120961	"Intron (ENST00000257626/ENSG00000186088, intron 3 of 30)"	7	77329527	77406105	76579	2	"ENSG00000186088"	"ENST00000334003"	6463	54103	"gamma-secretase activating protein"
"GSAP"	-1.509747152	5.840202739	-5.65723531	0.001866693	0.03948261	-1.070587547	"7"	77408377	77408777	"*"	-0.721224397	"7"	77408378	77408777	400	"*"	"*"	-0.721224397	"Promoter (2-3kb)"	7	77329527	77406105	76579	2	"ENSG00000186088"	"ENST00000334003"	-2273	54103	"gamma-secretase activating protein"
"HBM"	-1.463084734	8.865221641	-8.740073426	0.000218943	0.013501136	1.282893345	"16"	166080	166480	"*"	-0.421172657	"16"	166081	166480	400	"*"	"*"	-0.421172657	"Promoter (<=1kb)"	16	165978	166764	787	1	"ENSG00000206177"	"ENST00000356815"	103	3042	"hemoglobin subunit mu"
"HOMER3"	-1.797947759	4.665376552	-10.65146913	7.92e-05	0.007879416	2.358906206	"19"	18931515	18931915	"*"	-0.586708785	"19"	18931516	18931915	400	"*"	"*"	-0.586708785	"Promoter (1-2kb)"	19	18931240	18933047	1808	2	"ENSG00000051128"	"ENST00000595756"	1132	9454	"homer scaffold protein 3"
"HOMER3"	-1.797947759	4.665376552	-10.65146913	7.92e-05	0.007879416	2.358906206	"19"	18948747	18949147	"*"	-0.524881855	"19"	18948748	18949147	400	"*"	"*"	-0.524881855	"Distal Intergenic"	19	18931586	18941261	9676	2	"ENSG00000051128"	"ENST00000596482"	-7487	9454	"homer scaffold protein 3"
"IFITM3"	-1.813665075	4.612929948	-5.502265042	0.002127307	0.042057222	-1.216069395	"11"	326435	326835	"*"	-0.938856014	"11"	326436	326835	400	"*"	"*"	-0.938856014	"Promoter (<=1kb)"	11	325703	326294	592	2	"ENSG00000142089"	"ENST00000602949"	-142	10410	"interferon induced transmembrane protein 3"
"IKZF2"	-1.331965201	4.972270346	-7.196085656	0.000581674	0.021438388	0.219975818	"2"	213151406	213151806	"*"	-0.47330861	"2"	213151407	213151806	400	"*"	"*"	-0.47330861	"Promoter (<=1kb)"	2	212999691	213151609	151919	2	"ENSG00000030419"	"ENST00000451136"	0	22807	"IKAROS family zinc finger 2"
"IQSEC3"	-3.275258526	6.787431468	-12.79479494	3.04e-05	0.005090123	3.331594861	"12"	172105	172505	"*"	-0.571987406	"12"	172106	172505	400	"*"	"*"	-0.571987406	"Intron (ENST00000538872/ENSG00000120645, intron 13 of 13)"	12	169055	175359	6305	1	"ENSG00000120645"	"ENST00000537151"	3051	440073	"IQ motif and Sec7 domain ArfGEF 3"
"ITSN1"	-1.261688724	12.66783859	-11.20051474	6.1e-05	0.007215176	2.628762717	"21"	33749063	33749463	"*"	-0.719935979	"21"	33749064	33749463	400	"*"	"*"	-0.719935979	"Promoter (<=1kb)"	21	33750107	33836635	86529	1	"ENSG00000205726"	"ENST00000379960"	-644	6453	"intersectin 1"
"KCNQ4"	-1.8741633	5.970142787	-7.336702835	0.000528394	0.020512228	0.325420173	"1"	40818593	40818993	"*"	-0.484122764	"1"	40818594	40818993	400	"*"	"*"	-0.484122764	"Promoter (<=1kb)"	1	40818964	40840451	21488	1	"ENSG00000117013"	"ENST00000506017"	0	9132	"potassium voltage-gated channel subfamily Q member 4"
"KRT19"	-1.193484439	9.854336532	-8.25220331	0.000292999	0.015708738	0.968382856	"17"	41529928	41530328	"*"	-0.536856651	"17"	41529929	41530328	400	"*"	"*"	-0.536856651	"Promoter (1-2kb)"	17	41523617	41528308	4692	2	"ENSG00000171345"	"ENST00000361566"	-1621	3880	"keratin 19"
"LRMDA"	-2.430773878	1.882053605	-3.26215233	0.020032093	0.140437306	-3.704690883	"10"	76011703	76012103	"*"	-0.958251877	"10"	76011704	76012103	400	"*"	"*"	-0.958251877	"Intron (ENST00000611255/ENSG00000148655, intron 2 of 6)"	10	76036006	76058789	22784	1	"ENSG00000148655"	"ENST00000611306"	-23903	83938	"leucine rich melanocyte differentiation associated"
"LTBP3"	-2.08989075	9.381461199	-17.60022238	5.64e-06	0.003490126	4.910121097	"11"	65540566	65540966	"*"	-0.460425356	"11"	65540567	65540966	400	"*"	"*"	-0.460425356	"Promoter (<=1kb)"	11	65539080	65540683	1604	2	"ENSG00000168056"	"ENST00000532661"	0	4054	"latent transforming growth factor beta binding protein 3"
"MIR223HG"	-2.020364041	5.022239891	-4.376052641	0.006009138	0.074479111	-2.373149277	"X"	66010790	66011190	"*"	-0.661914933	"X"	66010791	66011190	400	"*"	"*"	-0.661914933	"Distal Intergenic"	23	66015426	66020422	4997	1	"ENSG00000274536"	"ENST00000618234"	-4236	115891964	"MIR223 host gene"
"MIR3681HG"	-1.074130807	4.275171777	-3.819766355	0.010706083	0.100922581	-3.014468218	"2"	12354339	12354739	"*"	-0.59108418	"2"	12354340	12354739	400	"*"	"*"	-0.59108418	"Intron (ENST00000412294/ENSG00000224184, intron 4 of 5)"	2	12390151	12562617	172467	1	"ENSG00000224184"	"ENST00000653484"	-35412	100506457	"MIR3681 host gene"
"MIR4432HG"	-2.945467026	3.391029347	-8.381411272	0.000270849	0.01524531	1.053465737	"2"	60228411	60228811	"*"	-0.405896027	"2"	60228412	60228811	400	"*"	"*"	-0.405896027	"Distal Intergenic"	2	60336446	60342793	6348	2	"ENSG00000228590"	"ENST00000647917"	113982	106660609	"MIR4432 host gene"
"MMP15"	-3.133336567	3.484964117	-3.689044195	0.012345953	0.108341955	-3.172103731	"16"	58060082	58060482	"*"	-0.463881379	"16"	58060083	58060482	400	"*"	"*"	-0.463881379	"Distal Intergenic"	16	58040165	58040867	703	1	"ENSG00000102996"	"ENST00000570065"	19918	4324	"matrix metallopeptidase 15"
"MTUS2"	-2.250195788	6.086488067	-12.15609403	3.98e-05	0.005746311	3.063433784	"13"	29384508	29384908	"*"	-0.767588635	"13"	29384509	29384908	400	"*"	"*"	-0.767588635	"Intron (ENST00000612955/ENSG00000132938, intron 8 of 15)"	13	29428627	29503736	75110	1	"ENSG00000132938"	"ENST00000380808"	-43719	23281	"microtubule associated scaffold protein 2"
"MYOM1"	-1.180240836	5.377526357	-5.803327946	0.001654358	0.036758905	-0.936258553	"18"	3053851	3054251	"*"	-0.565516737	"18"	3053852	3054251	400	"*"	"*"	-0.565516737	"Distal Intergenic"	18	3067265	3075651	8387	2	"ENSG00000101605"	"ENST00000581804"	21400	8736	"myomesin 1"
"NIBAN2"	-1.176883854	11.72923613	-9.030350345	0.000185344	0.012496374	1.461628656	"9"	127577398	127577798	"*"	-0.424843755	"9"	127577399	127577798	400	"*"	"*"	-0.424843755	"Promoter (1-2kb)"	9	127505339	127578989	73651	2	"ENSG00000136830"	"ENST00000373314"	1191	64855	"niban apoptosis regulator 2"
"PARD3B"	-1.451930516	3.69492879	-4.074462496	0.008171572	0.087028458	-2.714902725	"2"	205564572	205564972	"*"	-0.598232497	"2"	205564573	205564972	400	"*"	"*"	-0.598232497	"Intron (ENST00000406610/ENSG00000116117, intron 22 of 22)"	2	205482590	205616062	133473	1	"ENSG00000116117"	"ENST00000488622"	81983	117583	"par-3 family cell polarity regulator beta"
"PCOLCE2"	-1.185431053	2.649357193	-3.605105661	0.013548023	0.11390052	-3.274697078	"3"	142830893	142831293	"*"	-0.684358281	"3"	142830894	142831293	400	"*"	"*"	-0.684358281	"Promoter (1-2kb)"	3	142817915	142829855	11941	2	"ENSG00000163710"	"ENST00000470795"	-1039	26577	"procollagen C-endopeptidase enhancer 2"
"PDE4A"	-1.787131825	7.49195832	-9.932607313	0.000113684	0.009658205	1.980797937	"19"	10461194	10461594	"*"	-0.723334559	"19"	10461195	10461594	400	"*"	"*"	-0.723334559	"Promoter (2-3kb)"	19	10458969	10467366	8398	1	"ENSG00000065989"	"ENST00000590407"	2226	5141	"phosphodiesterase 4A"
"PHYHD1"	-1.707674675	3.999407852	-4.844016892	0.003825984	0.058230078	-1.870194291	"9"	128933588	128933988	"*"	-0.940763095	"9"	128933589	128933988	400	"*"	"*"	-0.940763095	"Promoter (<=1kb)"	9	128934025	128942038	8014	1	"ENSG00000175287"	"ENST00000442837"	-37	254295	"phytanoyl-CoA dioxygenase domain containing 1"
"PITX1"	-2.087524763	5.463284393	-5.857559562	0.00158277	0.035919669	-0.887075802	"5"	135019876	135020276	"*"	-0.821663437	"5"	135019877	135020276	400	"*"	"*"	-0.821663437	"Distal Intergenic"	5	135029287	135032010	2724	2	"ENSG00000069011"	"ENST00000504936"	11734	5307	"paired like homeodomain 1"
"PPM1H"	-1.371757785	7.866486433	-7.792634402	0.000391009	0.017537416	0.654722986	"12"	62728935	62729335	"*"	-0.985473388	"12"	62728936	62729335	400	"*"	"*"	-0.985473388	"Intron (ENST00000228705/ENSG00000111110, intron 5 of 9)"	12	62648574	62721020	72447	2	"ENSG00000111110"	"ENST00000551214"	-7916	57460	"protein phosphatase, Mg2+/Mn2+ dependent 1H"
"PRUNE2"	-1.64804588	3.693133044	-3.970250022	0.009115781	0.092858271	-2.836260548	"9"	76669887	76670287	"*"	-0.629732595	"9"	76669888	76670287	400	"*"	"*"	-0.629732595	"Intron (ENST00000376717/ENSG00000106772, intron 1 of 10)"	9	76614450	76652549	38100	2	"ENSG00000106772"	"ENST00000424866"	-17339	158471	"prune homolog 2 with BCH domain"
"PTH2R"	-2.164188191	6.517839559	-10.91847589	6.97e-05	0.007415666	2.492086741	"2"	208693521	208693921	"*"	-1.745502912	"2"	208693522	208693921	400	"*"	"*"	-1.745502912	"Intron (ENST00000419079/ENSG00000144407, intron 4 of 6)"	2	208838363	208854503	16141	1	"ENSG00000144407"	"ENST00000487472"	-144442	5746	"parathyroid hormone 2 receptor"
"PTPRR"	-2.049068308	3.326831019	-4.840532471	0.003838447	0.058290437	-1.87381939	"12"	70827139	70827539	"*"	-0.915950195	"12"	70827140	70827539	400	"*"	"*"	-0.915950195	"Intron (ENST00000283228/ENSG00000153233, intron 2 of 13)"	12	70638931	70788982	150052	2	"ENSG00000153233"	"ENST00000342084"	-38158	5801	"protein tyrosine phosphatase receptor type R"
"SLC26A8"	-1.716130613	2.493695505	-3.301407322	0.019137208	0.137625601	-3.654619295	"6"	36016849	36017249	"*"	-0.533959097	"6"	36016850	36017249	400	"*"	"*"	-0.533959097	"Intron (ENST00000490799/ENSG00000112053, intron 2 of 19)"	6	35943520	36024493	80974	2	"ENSG00000112053"	"ENST00000394602"	7244	116369	"solute carrier family 26 member 8"
"SORL1"	-1.144117362	3.920190054	-2.974211153	0.028215506	0.168204812	-4.07818549	"11"	121560939	121561339	"*"	-2.207484477	"11"	121560940	121561339	400	"*"	"*"	-2.207484477	"Intron (ENST00000260197/ENSG00000137642, intron 21 of 47)"	11	121557015	121558773	1759	1	"ENSG00000137642"	"ENST00000524873"	3925	6653	"sortilin related receptor 1"
"STMN3"	-1.026792516	6.616781476	-6.851419824	0.000741136	0.023675809	-0.046675865	"20"	63653671	63654071	"*"	-0.884468648	"20"	63653672	63654071	400	"*"	"*"	-0.884468648	"Promoter (<=1kb)"	20	63639712	63653424	13713	2	"ENSG00000197457"	"ENST00000370053"	-248	50861	"stathmin 3"
"TLX3"	-1.821887857	3.677346602	-6.732357729	0.000807723	0.024993179	-0.141597122	"5"	171306477	171306877	"*"	-0.91899601	"5"	171306478	171306877	400	"*"	"*"	-0.91899601	"Promoter (2-3kb)"	5	171309248	171312139	2892	1	"ENSG00000164438"	"ENST00000296921"	-2371	30012	"T cell leukemia homeobox 3"
"TMC1"	-2.345391204	2.701016436	-2.799204638	0.034959598	0.188658077	-4.309988463	"9"	72840788	72841188	"*"	-0.772324941	"9"	72840789	72841188	400	"*"	"*"	-0.772324941	"Distal Intergenic"	9	72808883	72830519	21637	1	"ENSG00000165091"	"ENST00000469455"	31906	117531	"transmembrane channel like 1"
"TMEM141"	-1.10241796	6.39622988	-6.62855544	0.000871528	0.025854711	-0.225571126	"9"	136790781	136791181	"*"	-0.518270227	"9"	136790782	136791181	400	"*"	"*"	-0.518270227	"Promoter (<=1kb)"	9	136791344	136793317	1974	1	"ENSG00000244187"	"ENST00000290079"	-163	85014	"transmembrane protein 141"
"TNFRSF14"	-1.53709185	7.231162275	-8.365978383	0.000273388	0.015310303	1.043372462	"1"	2561997	2562397	"*"	-0.673624672	"1"	2561998	2562397	400	"*"	"*"	-0.673624672	"Promoter (<=1kb)"	1	2561801	2563452	1652	1	"ENSG00000157873"	"ENST00000480305"	197	8764	"TNF receptor superfamily member 14"
"TNS3"	-1.293206179	8.587918291	-10.41338627	8.91e-05	0.008340081	2.236918424	"7"	47568642	47569042	"*"	-0.47768262	"7"	47568643	47569042	400	"*"	"*"	-0.47768262	"Intron (ENST00000311160/ENSG00000136205, intron 1 of 30)"	7	47439643	47581631	141989	2	"ENSG00000136205"	"ENST00000434451"	12589	64759	"tensin 3"
"TTC29"	-1.950999196	3.213581437	-5.829902503	0.001618819	0.036351893	-0.912112362	"4"	146737676	146738076	"*"	-0.842785314	"4"	146737677	146738076	400	"*"	"*"	-0.842785314	"Intron (ENST00000325106/ENSG00000137473, intron 11 of 12)"	4	146707169	146764187	57019	2	"ENSG00000137473"	"ENST00000504272"	26111	83894	"tetratricopeptide repeat domain 29"
"ZBTB16"	-1.139103321	8.109736959	-2.60576802	0.044530493	0.2160006	-4.569574413	"11"	114225338	114225738	"*"	-0.466484484	"11"	114225339	114225738	400	"*"	"*"	-0.466484484	"Intron (ENST00000682278/ENSG00000109906, intron 5 of 7)"	11	114237207	114250557	13351	1	"ENSG00000109906"	"ENST00000535379"	-11469	7704	"zinc finger and BTB domain containing 16"
"ZBTB16"	-1.139103321	8.109736959	-2.60576802	0.044530493	0.2160006	-4.569574413	"11"	114158689	114159089	"*"	-0.827621659	"11"	114158690	114159089	400	"*"	"*"	-0.827621659	"Promoter (1-2kb)"	11	114160427	114256764	96338	1	"ENSG00000109906"	"ENST00000683006"	-1338	7704	"zinc finger and BTB domain containing 16"
