ID	entrezID
C5orf27	NA
TUBA4B	80086
FOXO3B	2310
ULK1	8408
ZFP36	7538
CMKLR1	1240
NR4A2	4929
AGPAT4-IT1	79992
ARR3	407
DNAJB2	3300
ALPK1	80216
EPB41	2035
CNIH3	149111
CALCOCO1	57658
DCAF8L2	347442
ABCG2	9429
GNAT2	2780
PLVAP	83483
JHDM1D	NA
ISCU	23479
HBG2	3048
S100A10	6281
MAN1A1	4121
FRMD3	257019
S100P	6286
PTPRN	5798
ETV5	2119
C12orf51	NA
SORBS1	10580
SEC62	7095
CPM	1368
ADAP1	11033
C19orf59	NA
MARVELD3	91862
PFKFB1	5207
SLC6A9	6536
TRPV5	56302
C20orf111	NA
OR52A5	390054
LOC729799	NA
LRP10	26020
FAS-AS1	100302740
ZEB1-AS1	220930
TMEM241	85019
ABCB6	10058
LOC641364	NA
FAS	355
TMEM140	55281
HIST1H2BJ	NA
TMEM236	653567
2-Mar	NA
SEPX1	NA
WDR45	11152
ALAS2	212
HIF3A	64344
DEDD2	162989
3-Mar	NA
ULBP1	80329
CXCL1	2919
STOM	2040
SPOPL	339745
RASGRP3	25780
TSPO2	222642
CDC34	997
GYLTL1B	NA
HOXB2	3212
LRRC8A	56262
TREML1	340205
CAMSAP3	57662
NEBL	10529
SLC22A23	63027
RPS6KA5	9252
NUDT4	11163
C1orf55	NA
MSC	9242
GADD45G	10912
ALS2CR11	NA
TFE3	7030
YPEL2	388403
MOB1B	92597
PIP5KL1	138429
PLEKHF1	79156
RAET1G	353091
ST3GAL5	8869
ESRG	790952
BTG1	694
DHRS2	10202
KDM6B	23135
ZNF23	7571
MRC2	9902
HLCS	3141
PDK4	5166
FOXO4	4303
HIST1H3G	NA
MBNL2	10150
RORA	6095
SCARNA17	677769
DUSP5P	NA
ZNF558	148156
CD55	1604
LOC100288846	NA
ARHGEF12	23365
PCDH1	5097
EPB49	NA
LOC339807	NA
TMEM217	221468
FKBP8	23770
VCL	7414
RAB43	339122
MEGF9	1955
LRRC32	2615
THBS1	7057
TNNT1	7138
MCOLN1	57192
LOC100289187	NA
HIST1H2AI	NA
DCAF8L1	139425
GPR98	NA
CMTM5	116173
SLC25A39	51629
CCDC71L	168455
HECA	51696
FLJ42969	441374
COL6A2	1292
FAM104A	84923
NLRP10	338322
IFI30	10437
NELL2	4753
GABARAPL2	11345
TSPAN7	7102
ID3	3399
WDR66	NA
MOSPD1	56180
USP12	219333
GLI1	2735
STX18	53407
FAM41C	284593
SLC4A1	6521
MAFK	7975
CXCL3	2921
NXN	64359
FAM71F2	NA
FAM100B	NA
ULBP2	80328
KLHDC8A	55220
IRS2	8660
CXCR2P1	3580
BEST3	144453
TNNI3	7137
PCMTD1	115294
BEST2	54831
TBX2	6909
SAMD7	344658
PTPN3	5774
C17orf110	NA
MYH13	8735
IGFALS	3483
RASL11A	387496
FAM134A	NA
NODAL	4838
AAK1	22848
COL11A2	1302
OR10X1	128367
IMPA2	3613
PIM2	11040
KLHDC7B	113730
ABCB5	340273
SGCG	6445
ATG9A	79065
DCAF8	50717
HIST1H3E	NA
CD9	928
H19	283120
KLF7	8609
YPEL5	51646
ID1	3397
ZNF653	115950
CDHR2	54825
SLC23A3	151295
TSPAN9	10867
LOC254100	NA
TMEM111	NA
IFI44L	10964
RUNX2	860
LOC646576	NA
BTG3	10950
SNCA	6622
MIRLET7A1	406881
MRVI1	NA
FOXO1	2308
MAP3K8	1326
CR1L	1379
LY6G6E	79136
GCLC	2729
PLCL1	5334
ARID3A	1820
MTMR3	8897
RNF168	165918
TMEM57	NA
HOXB7	3217
PPM1A	5494
EPAS1	2034
SGTB	54557
HBQ1	3049
LY9	4063
DNAH12	201625
SNHG10	283596
CRHR2	1395
GSDMB	55876
BNIP3L	665
RTCD1	NA
MIR3613	100500908
ARRDC3	57561
MAP2K3	5606
DAPK1	1612
RHCE	6006
IQUB	154865
HIST1H2BC	NA
RB1CC1	9821
MCOLN2	255231
MAP1LC3B2	643246
MIR3671	100500854
DAPP1	27071
CCDC88B	283234
PECR	55825
CYSTM1	84418
MIR1281	100302237
VCPIP1	80124
BHLHA15	168620
MAFG-AS1	128385369
C8orf12	NA
FRY	10129
LRRN2	10446
TAS2R30	259293
SOX6	55553
ZDBF2	57683
JAZF1	221895
H1F0	NA
COL15A1	1306
ADM2	79924
MXD3	83463
EREG	2069
IFIT1	3434
C2orf88	84281
C17orf99	100141515
STRA6	64220
RAB11FIP5	26056
TTLL7	79739
KCNK4	50801
LOC200261	NA
SLC7A11	23657
CELF3	11189
SCN4A	6329
RAB33A	9363
TP63	8626
HEMGN	55363
TMEM74	157753
PKD1L3	342372
ISG20	3669
SMOX	54498
FOXD1	2297
NEURL1B	54492
DDIT4	54541
TMPRSS5	80975
KRT72	140807
BRWD1-IT2	NA
COL6A4P2	646300
LOC284950	284950
TRHR	7201
LOC389634	NA
ALS2CL	259173
ESRP1	54845
RIMS2	9699
MTRNR2L3	100462983
HOXB9	3219
MT1L	4500
PCDHGA1	56114
HOXB8	3218
GPR50	9248
LOC646324	NA
PRDM16	63976
MLXIPL	51085
COL21A1	81578
COL9A2	1298
MOCOS	55034
CYP3A43	64816
LOC100506190	NA
MAP6	4135
PAPPA2	60676
RELN	5649
MDGA1	266727
RASSF6	166824
CDKN2B-AS1	100048912
RERG	85004
CDKN2A	1029
LOC286002	NA
C10orf90	118611
WT1-AS	51352
FAM138E	100124412
FCRLA	84824
GNG12	55970
FAM129A	NA
BHMT	635
BTC	685
MAP1B	4131
PPM1J	333926
SLITRK6	84189
LAG3	3902
AGPAT4	56895
CREB5	9586
NFKBIZ	64332
GTPBP2	54676
RUNX1T1	862
PGM2L1	283209
GRHL1	29841
DMGDH	29958
BEX2	84707
BEST1	7439
ODZ1	NA
WNT16	51384
DDX25	29118
LOC653513	653513
TRPM8	79054
KIF5C	3800
SV2B	9899
MIR4666A	100616308
TMIE	259236
PEBP4	157310
CR1	1378
SESN2	83667
LAMA3	3909
TUBB1	81027
TRIM38	10475
FEZ1	9638
IL16	3603
MIR1238	100302226
PDE4DIP	9659
C1QL1	10882
HPSE2	60495
IDO2	169355
LOC338758	NA
MEF2B	100271849
SLC7A9	11136
BAI3	NA
SYCE1L	100130958
TFAP2C	7022
TRAK2	66008
NEAT1	283131
SYT6	148281
ZFPM2	23414
RBM11	54033
HSPA13	6782
MIR554	693139
MIOX	55586
TDRD9	122402
TMEM169	92691
ATF5	22809
HKDC1	80201
EDIL3	10085
CTSL1	NA
OR6K3	391114
CCDC144C	NA
C8orf44-SGK3	100533105
TGM1	7051
SLC7A5P2	387254
HS3ST3B1	9953
ADAMTS4	9507
ADM	133
GYPA	2993
KNCN	148930
TMSB4X	7114
LOC100507472	100507472
PLK3	1263
JAZF1-AS1	100128081
IL20RB	53833
FMN1	342184
CKAP4	10970
ITSN1	6453
RNF213	57674
DLEU2	8847
UCP3	7352
SNORA70F	100337591
SLC44A3	126969
APOBEC2	10930
CPZ	8532
CEBPB	1051
CCBE1	147372
THBD	7056
KCNK6	9424
C17orf109	NA
DUSP8	1850
WT1	7490
RGMB	285704
ADIPOQ	9370
ZNF705A	440077
GPR160	26996
FLJ42289	NA
RAB11FIP4	84440
LMOD2	442721
CBX7	23492
TRIM31	11074
OR6K2	81448
LOC100506795	NA
LOC728228	NA
BAIAP2L2	80115
CCR4	1233
C21orf63	NA
TPST2	8459
SLC22A4	6583
RHEBL1	121268
CEBPG	1054
LOC100505695	NA
NPIPL3	NA
TMC1	117531
TMEM233	387890
ART4	420
TNC	3371
MIR4637	100616271
RIIAD1	284485
CAMK1D	57118
WIF1	11197
GRAP2	9402
PNPLA1	285848
EP300	2033
RGS6	9628
LOC100271836	NA
GDA	9615
GAB2	9846
CCDC11	NA
ARL4C	10123
KRT9	3857
AGAP7	NA
SRGAP2P2	NA
C8orf80	NA
LY6G5C	80741
DARC	NA
TSPAN8	7103
RAB39B	116442
NLRP9	338321
SPINK1	6690
MIR3682	100500850
UBASH3B	84959
IL12RB1	3594
CACNA1B	774
LOC644248	NA
OSBP2	23762
FGF21	26291
ADAMTS18	170692
GAS2	2620
SYT5	6861
STRADB	55437
ABCC11	85320
KLF3	51274
TAB3	257397
LOC100131726	NA
E2F7	144455
CLCN3	1182
SLC7A5	8140
LOC100132354	NA
NAPB	63908
C19orf46	NA
TLL2	7093
STC1	6781
SH2B3	10019
HHIP	64399
STX19	415117
SLCO5A1	81796
FLJ13197	NA
MIR486	NA
IL32	9235
TP53INP1	94241
SEL1L	6400
TEDDM1	127670
GPRIN3	285513
LANCL3	347404
CCRL2	9034
LILRB3	11025
INPP5K	51763
PRKD1	5587
