"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"seqnames"	"start"	"end"	"width"	"log2FC"	"seqnames.1"	"start.1"	"end.1"	"width.1"	"strand"	"V4"	"V5"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"GENENAME"
"LDLRAD3"	-1.699483965	7.196155062	-4.983967546	0.000654306	0.018321272	-0.223628032	"11"	36150921	36151321	"*"	0.584415891	"11"	36150922	36151321	400	"*"	"*"	0.584415891	"Intron (ENST00000524419/ENSG00000179241, intron 4 of 5)"	11	36163299	36227429	64131	1	"ENSG00000179241"	"ENST00000529759"	-11978	143458	"low density lipoprotein receptor class A domain containing 3"
"LINC01033"	-2.54717039	3.500307844	-3.608016634	0.005250408	0.051334095	-2.351735338	"5"	54387523	54387923	"*"	0.956519999	"5"	54387524	54387923	400	"*"	"*"	0.956519999	"Promoter (2-3kb)"	5	54390838	54401829	10992	1	"ENSG00000249069"	"ENST00000512618"	-2915	104355136	"long intergenic non-protein coding RNA 1033"
"LNP1"	-1.052127399	5.503724382	-4.141815652	0.002269092	0.034409523	-1.497151432	"3"	100412999	100413399	"*"	0.87709763	"3"	100413000	100413399	400	"*"	"*"	0.87709763	"Intron (ENST00000466996/ENSG00000206535, intron 1 of 3)"	3	100401611	100456301	54691	1	"ENSG00000206535"	"ENST00000489752"	11389	348801	"leukemia NUP98 fusion partner 1"
"LRMDA"	-2.407339155	2.034151601	-4.922165744	0.000714344	0.018894242	-0.31360614	"10"	76031379	76031779	"*"	0.790098739	"10"	76031380	76031779	400	"*"	"*"	0.790098739	"Intron (ENST00000611255/ENSG00000148655, intron 2 of 6)"	10	76036006	76058789	22784	1	"ENSG00000148655"	"ENST00000611306"	-4227	83938	"leucine rich melanocyte differentiation associated"
"LRRC8C"	-1.314936419	7.789456772	-5.17667052	0.000499386	0.015558912	0.053261738	"1"	89763086	89763486	"*"	0.426957701	"1"	89763087	89763486	400	"*"	"*"	0.426957701	"Promoter (<=1kb)"	1	89763545	89769903	6359	1	"ENSG00000171488"	"ENST00000416805"	-59	84230	"leucine rich repeat containing 8 VRAC subunit C"
"MARCHF8"	-1.315716186	9.908210108	-4.3621789	0.001622871	0.029283722	-1.154332501	"10"	45604700	45605100	"*"	0.866985995	"10"	45604701	45605100	400	"*"	"*"	0.866985995	"Distal Intergenic"	10	45454593	45594906	140314	2	"ENSG00000165406"	"ENST00000319836"	-9795	220972	"membrane associated ring-CH-type finger 8"
"MEG3"	-1.54770661	8.332250801	-3.738793508	0.004260686	0.046219829	-2.139567684	"14"	100767746	100768146	"*"	0.861401279	"14"	100767747	100768146	400	"*"	"*"	0.861401279	"Distal Intergenic"	14	100779410	100829185	49776	1	"ENSG00000214548"	"ENST00000556407"	-11264	55384	"maternally expressed 3"
"MIR3681HG"	-2.34801226	3.908165615	-7.256962764	3.72e-05	0.003683482	2.695710351	"2"	12087150	12087550	"*"	1.192293509	"2"	12087151	12087550	400	"*"	"*"	1.192293509	"Intron (ENST00000438292/ENSG00000224184, intron 2 of 4)"	2	12106464	12131585	25122	1	"ENSG00000224184"	"ENST00000449986"	-18914	100506457	"MIR3681 host gene"
"MIR3681HG"	-2.34801226	3.908165615	-7.256962764	3.72e-05	0.003683482	2.695710351	"2"	12316699	12317099	"*"	0.962417521	"2"	12316700	12317099	400	"*"	"*"	0.962417521	"Promoter (2-3kb)"	2	12314321	12562617	248297	1	"ENSG00000224184"	"ENST00000412606"	2379	100506457	"MIR3681 host gene"
"MRPL32"	-1.031600151	10.72060911	-4.017052814	0.002751446	0.038139489	-1.694004396	"7"	42946982	42947382	"*"	0.953152051	"7"	42946983	42947382	400	"*"	"*"	0.953152051	"Intron (ENST00000496564/ENSG00000106591, intron 1 of 1)"	7	42935043	42948958	13916	1	"ENSG00000106591"	"ENST00000496564"	11940	64983	"mitochondrial ribosomal protein L32"
"MYLK3"	-3.483919056	4.791877614	-8.329489873	1.19e-05	0.001948403	3.833264974	"16"	46769778	46770178	"*"	0.642105631	"16"	46769779	46770178	400	"*"	"*"	0.642105631	"Intron (ENST00000569810/ENSG00000140795, intron 1 of 2)"	16	46707666	46763246	55581	2	"ENSG00000140795"	"ENST00000536476"	-6533	91807	"myosin light chain kinase 3"
"MYRIP"	-1.65406759	3.880613575	-4.788317333	0.000865568	0.021021496	-0.510421701	"3"	39797650	39798050	"*"	1.076046211	"3"	39797651	39798050	400	"*"	"*"	1.076046211	"Distal Intergenic"	3	39808914	40258166	449253	1	"ENSG00000170011"	"ENST00000444716"	-10864	25924	"myosin VIIA and Rab interacting protein"
"NPR3"	-4.508813984	4.981129641	-8.027078267	1.62e-05	0.002303255	3.526306795	"5"	32678279	32678679	"*"	0.795147304	"5"	32678280	32678679	400	"*"	"*"	0.795147304	"Distal Intergenic"	5	32689070	32783028	93959	1	"ENSG00000113389"	"ENST00000509104"	-10391	4883	"natriuretic peptide receptor 3"
"PECR"	-1.198139362	7.536790912	-3.791056364	0.003921756	0.044653102	-2.055242585	"2"	216083836	216084236	"*"	0.70945261	"2"	216083837	216084236	400	"*"	"*"	0.70945261	"Promoter (<=1kb)"	2	216065450	216082955	17506	2	"ENSG00000115425"	"ENST00000464722"	-882	55825	"peroxisomal trans-2-enoyl-CoA reductase"
"PEMT"	-1.12694866	4.696852392	-3.39886888	0.007362647	0.0601424	-2.694041274	"17"	17549776	17550176	"*"	0.414346352	"17"	17549777	17550176	400	"*"	"*"	0.414346352	"Intron (ENST00000395782/ENSG00000133027, intron 2 of 6)"	17	17505563	17577465	71903	2	"ENSG00000133027"	"ENST00000395782"	27289	10400	"phosphatidylethanolamine N-methyltransferase"
"PHACTR1"	-1.515570137	7.751517291	-4.8625803	0.000777844	0.019820871	-0.400895338	"6"	13187494	13187894	"*"	1.895688342	"6"	13187495	13187894	400	"*"	"*"	1.895688342	"Intron (ENST00000693693/ENSG00000112137, intron 7 of 9)"	6	13181604	13287843	106240	1	"ENSG00000112137"	"ENST00000692502"	5891	221692	"phosphatase and actin regulator 1"
"PHC1"	-1.053750399	8.134846323	-2.764500575	0.021020541	0.095236433	-3.743274999	"12"	8922437	8922837	"*"	0.971631031	"12"	8922438	8922837	400	"*"	"*"	0.971631031	"Promoter (<=1kb)"	12	8922744	8940070	17327	1	"ENSG00000111752"	"ENST00000542346"	0	1911	"polyhomeotic homolog 1"
"PLPP4"	-1.263556088	4.56566705	-3.365496836	0.007774112	0.061217381	-2.748944834	"10"	120580663	120581063	"*"	0.45170425	"10"	120580664	120581063	400	"*"	"*"	0.45170425	"Intron (ENST00000398250/ENSG00000203805, intron 6 of 6)"	10	120575188	120587496	12309	1	"ENSG00000203805"	"ENST00000496437"	5476	196051	"phospholipid phosphatase 4"
"POLE2"	-1.188458416	8.569294662	-4.535731302	0.001252386	0.025651696	-0.888970479	"14"	49660773	49661173	"*"	0.562004319	"14"	49660774	49661173	400	"*"	"*"	0.562004319	"Intron (ENST00000216367/ENSG00000100479, intron 10 of 18)"	14	49643555	49655064	11510	2	"ENSG00000100479"	"ENST00000556937"	-5710	5427	"DNA polymerase epsilon 2, accessory subunit"
"PRG2"	-3.547551854	3.934739974	-8.482006991	1.02e-05	0.00179407	3.984188837	"11"	57395885	57396285	"*"	0.515444226	"11"	57395886	57396285	400	"*"	"*"	0.515444226	"Intron (ENST00000534081/ENSG00000254979, intron 8 of 12)"	11	57386780	57390650	3871	2	"ENSG00000186652"	"ENST00000311862"	-5236	5553	"proteoglycan 2, pro eosinophil major basic protein"
"PVT1"	-2.954521642	8.902356872	-10.44390815	1.7e-06	0.00061927	5.717293478	"8"	127853998	127854398	"*"	0.408195374	"8"	127853999	127854398	400	"*"	"*"	0.408195374	"Promoter (<=1kb)"	8	127854396	127932696	78301	1	"ENSG00000249859"	"ENST00000520913"	0	5820	"Pvt1 oncogene"
"RAMACL"	-1.109351328	3.048995645	-3.33761998	0.008136086	0.062546107	-2.794858178	"6"	166590367	166590767	"*"	0.461377068	"6"	166590368	166590767	400	"*"	"*"	0.461377068	"Promoter (2-3kb)"	6	166585604	166587594	1991	2	"ENSG00000235272"	"ENST00000444122"	-2774	353267	"RNA guanine-7 methyltransferase activating subunit like (pseudogene)"
"RASSF5"	-2.187715621	7.831724482	-6.526156628	8.7e-05	0.005740004	1.837313872	"1"	206565532	206565932	"*"	1.57563077	"1"	206565533	206565932	400	"*"	"*"	1.57563077	"Intron (ENST00000579436/ENSG00000266094, intron 2 of 5)"	1	206557561	206583695	26135	1	"ENSG00000266094"	"ENST00000605120"	7972	83593	"Ras association domain family member 5"
"ROCK1P1"	-1.689018604	4.774677249	-6.376318431	0.000104345	0.00630942	1.652302941	"18"	107979	108379	"*"	0.473330503	"18"	107980	108379	400	"*"	"*"	0.473330503	"Promoter (<=1kb)"	18	109065	122219	13155	1	"ENSG00000263006"	"ENST00000608049"	-686	727758	"Rho associated coiled-coil containing protein kinase 1 pseudogene 1"
"RPL5P9"	-1.847520605	4.588089915	-5.117016489	0.000542643	0.016368705	-0.031858079	"2"	110973465	110973865	"*"	0.426307765	"2"	110973466	110973865	400	"*"	"*"	0.426307765	"Intron (ENST00000676595/ENSG00000153093, intron 13 of 18)"	2	110967834	110968719	886	1	"ENSG00000236330"	"ENST00000448118"	5632	100270832	"ribosomal protein L5 pseudogene 9"
"RPS3P6"	-1.096502058	4.016275451	-2.895591847	0.016888274	0.086717443	-3.526390619	"12"	61994878	61995278	"*"	0.507538793	"12"	61994879	61995278	400	"*"	"*"	0.507538793	"Intron (ENST00000416284/ENSG00000198673, intron 1 of 4)"	12	62021570	62022174	605	2	"ENSG00000213363"	"ENST00000487417"	26896	645000	"ribosomal protein S3 pseudogene 6"
"RPS6KL1"	-2.252708015	9.761970744	-7.025414888	4.83e-05	0.00416542	2.431441803	"14"	74919745	74920145	"*"	0.690094696	"14"	74919746	74920145	400	"*"	"*"	0.690094696	"Promoter (1-2kb)"	14	74909969	74918550	8582	2	"ENSG00000198208"	"ENST00000554834"	-1196	83694	"ribosomal protein S6 kinase like 1"
"SEPTIN9"	-1.29411126	8.847301384	-3.439082953	0.006896692	0.058583259	-2.627975185	"17"	77451256	77451656	"*"	0.460073305	"17"	77451257	77451656	400	"*"	"*"	0.460073305	"Promoter (<=1kb)"	17	77451244	77499024	47781	1	"ENSG00000184640"	"ENST00000591088"	13	10801	"septin 9"
"SLC10A7"	-1.013019554	7.737157647	-3.363696942	0.007796971	0.061274988	-2.75190792	"4"	146494208	146494608	"*"	0.790915026	"4"	146494209	146494608	400	"*"	"*"	0.790915026	"Intron (ENST00000432059/ENSG00000120519, intron 4 of 10)"	4	146477879	146503903	26025	2	"ENSG00000120519"	"ENST00000513583"	9295	84068	"solute carrier family 10 member 7"
"SLC2A14"	-2.514934379	7.497950503	-8.896040413	6.81e-06	0.001401817	4.381271315	"12"	7833313	7833713	"*"	0.515079762	"12"	7833314	7833713	400	"*"	"*"	0.515079762	"Promoter (<=1kb)"	12	7812513	7832816	20304	2	"ENSG00000173262"	"ENST00000542546"	-498	144195	"solute carrier family 2 member 14"
"SLC39A11"	-1.11375545	7.862650079	-3.809947275	0.003806316	0.044276362	-2.02483164	"17"	72916642	72917042	"*"	0.461365708	"17"	72916643	72917042	400	"*"	"*"	0.461365708	"Intron (ENST00000255559/ENSG00000133195, intron 5 of 9)"	17	72821605	72849804	28200	2	"ENSG00000133195"	"ENST00000583715"	-66839	201266	"solute carrier family 39 member 11"
"SLC9B2"	-1.547321789	7.451010761	-5.708099315	0.000243611	0.010101401	0.787932275	"4"	103087291	103087691	"*"	0.560352568	"4"	103087292	103087691	400	"*"	"*"	0.560352568	"Promoter (1-2kb)"	4	103066459	103085829	19371	2	"ENSG00000164038"	"ENST00000508136"	-1463	133308	"solute carrier family 9 member B2"
"SNORA33"	-1.830482024	2.141963661	-2.96693665	0.014996638	0.082676171	-3.408167716	"6"	132817985	132818385	"*"	1.032910526	"6"	132817986	132818385	400	"*"	"*"	1.032910526	"Promoter (<=1kb)"	6	132817219	132817348	130	1	"ENSG00000200534"	"ENST00000363664"	767	594839	"small nucleolar RNA, H/ACA box 33"
"SOX6"	-1.202318134	9.356434842	-3.287079466	0.008837546	0.065002124	-2.878205782	"11"	16607639	16608039	"*"	0.951065285	"11"	16607640	16608039	400	"*"	"*"	0.951065285	"Promoter (<=1kb)"	11	16465781	16607727	141947	2	"ENSG00000110693"	"ENST00000525835"	0	55553	"SRY-box transcription factor 6"
"SSR4P1"	-1.283139537	3.983150322	-5.137839771	0.000527103	0.016064231	-0.002084753	"21"	45053761	45054161	"*"	1.032423789	"21"	45053762	45054161	400	"*"	"*"	1.032423789	"Distal Intergenic"	21	45071828	45072239	412	2	"ENSG00000235374"	"ENST00000415143"	18078	728039	"signal sequence receptor subunit 4 pseudogene 1"
"ST8SIA6"	-2.007474639	8.361568631	-6.052152217	0.000156279	0.007916849	1.241104038	"10"	17350044	17350444	"*"	0.426385628	"10"	17350045	17350444	400	"*"	"*"	0.426385628	"Intron (ENST00000377602/ENSG00000148488, intron 4 of 7)"	10	17318383	17327109	8727	2	"ENSG00000148488"	"ENST00000440449"	-22936	338596	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
