"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"seqnames"	"start"	"end"	"width"	"log2FC"	"seqnames.1"	"start.1"	"end.1"	"width.1"	"strand"	"V4"	"V5"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"GENENAME"
"APOBEC2"	-1.574802005	2.037401002	-4.939136708	0.000697291	0.018868071	-0.288841192	"6"	41054848	41055248	"*"	-0.911253416	"6"	41054849	41055248	400	"*"	"*"	-0.911253416	"Promoter (1-2kb)"	6	41053202	41064891	11690	1	"ENSG00000124701"	"ENST00000244669"	1647	10930	"apolipoprotein B mRNA editing enzyme catalytic subunit 2"
"ARHGAP15"	-1.459081243	8.047645125	-3.858221042	0.00352725	0.042734296	-1.947291669	"2"	143541574	143541974	"*"	-0.743895022	"2"	143541575	143541974	400	"*"	"*"	-0.743895022	"Intron (ENST00000295095/ENSG00000075884, intron 10 of 13)"	2	143556408	143624267	67860	1	"ENSG00000075884"	"ENST00000419455"	-14434	55843	"Rho GTPase activating protein 15"
"ARHGAP23"	-1.14041066	9.853589481	-3.88516576	0.00338092	0.041993471	-1.904121579	"17"	38502686	38503086	"*"	-0.583816222	"17"	38502687	38503086	400	"*"	"*"	-0.583816222	"Promoter (2-3kb)"	17	38500333	38510118	9786	1	"ENSG00000275832"	"ENST00000618325"	2354	57636	"Rho GTPase activating protein 23"
"ATXN7L1"	-1.216675219	7.873768145	-4.981662912	0.000656445	0.01834683	-0.226973156	"7"	105643231	105643631	"*"	-0.450074556	"7"	105643232	105643631	400	"*"	"*"	-0.450074556	"Intron (ENST00000419735/ENSG00000146776, intron 4 of 11)"	7	105613474	105624266	10793	2	"ENSG00000146776"	"ENST00000484475"	-18966	222255	"ataxin 7 like 1"
"BBS5"	-1.273675696	4.387541602	-3.816926228	0.003764577	0.044083833	-2.013606272	"2"	169495887	169496287	"*"	-0.45004736	"2"	169495888	169496287	400	"*"	"*"	-0.45004736	"Promoter (2-3kb)"	2	169499034	169506490	7457	1	"ENSG00000163093"	"ENST00000472667"	-2747	129880	"Bardet-Biedl syndrome 5"
"BCAM"	-1.420051711	6.237872186	-3.063731531	0.012770485	0.077096319	-3.247730857	"19"	44810507	44810907	"*"	-0.540762792	"19"	44810508	44810907	400	"*"	"*"	-0.540762792	"Promoter (1-2kb)"	19	44809130	44812953	3824	1	"ENSG00000187244"	"ENST00000588603"	1378	4059	"basal cell adhesion molecule (Lutheran blood group)"
"BCR"	-1.358393748	9.731799193	-5.494702002	0.000323451	0.012058988	0.498019397	"22"	23305103	23305503	"*"	-0.799718638	"22"	23305104	23305503	400	"*"	"*"	-0.799718638	"Promoter (<=1kb)"	22	23306154	23310433	4280	1	"ENSG00000186716"	"ENST00000478978"	-651	613	"BCR activator of RhoGEF and GTPase"
"CAPN12"	-1.614857905	2.496150828	-4.220163239	0.002012609	0.032355888	-1.37453505	"19"	38736077	38736477	"*"	-0.640033813	"19"	38736078	38736477	400	"*"	"*"	-0.640033813	"Promoter (<=1kb)"	19	38730458	38735677	5220	2	"ENSG00000182472"	"ENST00000593700"	-401	147968	"calpain 12"
"CARM1"	-1.495597087	9.093269461	-5.996601404	0.000167711	0.008305781	1.169113533	"19"	10860872	10861272	"*"	-2.321401929	"19"	10860873	10861272	400	"*"	"*"	-2.321401929	"Intron (ENST00000592854/ENSG00000214212, intron 6 of 7)"	19	10871553	10923075	51523	1	"ENSG00000142453"	"ENST00000327064"	-10281	10498	"coactivator associated arginine methyltransferase 1"
"CCDC113"	-1.478808654	6.771813912	-4.082877508	0.002484744	0.036009775	-1.58990552	"16"	58266580	58266980	"*"	-0.466448478	"16"	58266581	58266980	400	"*"	"*"	-0.466448478	"Intron (ENST00000219299/ENSG00000103021, intron 6 of 8)"	16	58249988	58252767	2780	1	"ENSG00000103021"	"ENST00000566498"	16593	29070	"coiled-coil domain containing 113"
"CD70"	-1.833482875	7.886554653	-6.649664239	7.5e-05	0.005271852	1.987456288	"19"	6633195	6633595	"*"	-0.547867852	"19"	6633196	6633595	400	"*"	"*"	-0.547867852	"Distal Intergenic"	19	6590103	6604103	14001	2	"ENSG00000125726"	"ENST00000597430"	-29093	970	"CD70 molecule"
"CDK6"	-1.739530855	10.14104463	-6.590492392	8.05e-05	0.005506943	1.915787679	"7"	92833788	92834188	"*"	-0.649025143	"7"	92833789	92834188	400	"*"	"*"	-0.649025143	"Promoter (<=1kb)"	7	92604921	92833917	228997	2	"ENSG00000105810"	"ENST00000265734"	0	1021	"cyclin dependent kinase 6"
"CMIP"	-1.233843912	9.792802498	-4.214090241	0.002031347	0.032524154	-1.384011118	"16"	81422526	81422926	"*"	-0.814193925	"16"	81422527	81422926	400	"*"	"*"	-0.814193925	"Distal Intergenic"	16	81444808	81711762	266955	1	"ENSG00000153815"	"ENST00000537098"	-21882	80790	"c-Maf inducing protein"
"COL23A1"	-2.341644654	7.023075648	-6.59957398	7.96e-05	0.005461436	1.926818693	"5"	178506978	178507378	"*"	-1.170772171	"5"	178506979	178507378	400	"*"	"*"	-1.170772171	"Intron (ENST00000679896/ENSG00000050767, intron 2 of 27)"	5	178237476	178562238	324763	2	"ENSG00000050767"	"ENST00000679896"	54860	91522	"collagen type XXIII alpha 1 chain"
"CPM"	-1.01109853	2.774753164	-2.519170502	0.03169554	0.115717012	-4.14635265	"12"	69066560	69066960	"*"	-0.628931783	"12"	69066561	69066960	400	"*"	"*"	-0.628931783	"Distal Intergenic"	12	68957590	68971570	13981	2	"ENSG00000135678"	"ENST00000549691"	-94991	1368	"carboxypeptidase M"
"CPQ"	-1.010051285	8.019713107	-3.57810465	0.005508897	0.052583128	-2.400480797	"8"	96691669	96692069	"*"	-1.06530774	"8"	96691670	96692069	400	"*"	"*"	-1.06530774	"Intron (ENST00000220763/ENSG00000104324, intron 1 of 7)"	8	96732292	96785328	53037	1	"ENSG00000104324"	"ENST00000525310"	-40223	10404	"carboxypeptidase Q"
"CRACD"	-1.779753415	11.67324043	-4.902988958	0.000734152	0.019181172	-0.341641494	"4"	56015222	56015622	"*"	-0.729667131	"4"	56015223	56015622	400	"*"	"*"	-0.729667131	"Intron (ENST00000257287/ENSG00000174799, intron 21 of 25)"	4	56049098	56298340	249243	1	"ENSG00000109265"	"ENST00000629263"	-33476	57482	"capping protein inhibiting regulator of actin dynamics"
"CSGALNACT1"	-2.148743687	6.411635985	-7.978443662	1.7e-05	0.002344753	3.475962602	"8"	19447077	19447477	"*"	-0.76574307	"8"	19447078	19447477	400	"*"	"*"	-0.76574307	"Intron (ENST00000454498/ENSG00000147408, intron 5 of 9)"	8	19420383	19495191	74809	2	"ENSG00000147408"	"ENST00000518542"	47714	55790	"chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"CSMD1"	-1.146240625	1.469360938	-2.367174742	0.040868788	0.13468181	-4.392823401	"8"	3078918	3079318	"*"	-0.980749533	"8"	3078919	3079318	400	"*"	"*"	-0.980749533	"Intron (ENST00000335551/ENSG00000183117, intron 36 of 55)"	8	3096902	3107155	10254	2	"ENSG00000183117"	"ENST00000523062"	27837	64478	"CUB and Sushi multiple domains 1"
"CXXC1P1"	-2.905284028	2.098882639	-7.290832859	3.58e-05	0.003616467	2.733785611	"X"	47739676	47740076	"*"	-0.668743818	"X"	47739677	47740076	400	"*"	"*"	-0.668743818	"Intron (ENST00000589302/ENSG00000187893, intron 2 of 2)"	23	47722331	47725932	3602	1	"ENSG00000187893"	"ENST00000489409"	17346	392459	"CXXC finger protein 1 pseudogene 1"
"CXXC5"	-1.074259394	9.817511275	-3.449800487	0.006777758	0.058100904	-2.610386076	"5"	139661017	139661417	"*"	-0.580584694	"5"	139661018	139661417	400	"*"	"*"	-0.580584694	"Promoter (1-2kb)"	5	139659555	139680818	21264	1	"ENSG00000171604"	"ENST00000509238"	1463	51523	"CXXC finger protein 5"
"DCLK3"	-1.731203126	2.592324212	-4.820762111	0.000826006	0.020453659	-0.462470598	"3"	36763837	36764237	"*"	-0.492249663	"3"	36763838	36764237	400	"*"	"*"	-0.492249663	"Promoter (<=1kb)"	3	36712421	36764553	52133	2	"ENSG00000163673"	"ENST00000636136"	316	85443	"doublecortin like kinase 3"
"DEGS2"	-2.767674372	2.883837186	-8.550907501	9.53e-06	0.001721159	4.051535388	"14"	100192894	100193294	"*"	-0.442785295	"14"	100192895	100193294	400	"*"	"*"	-0.442785295	"Distal Intergenic"	14	100143957	100159645	15689	2	"ENSG00000168350"	"ENST00000305631"	-33250	123099	"delta 4-desaturase, sphingolipid 2"
"DHX58"	-2.026900743	6.370540414	-6.113351932	0.000144653	0.007543821	1.319894753	"17"	42107651	42108051	"*"	-0.43884591	"17"	42107652	42108051	400	"*"	"*"	-0.43884591	"Promoter (<=1kb)"	17	42103608	42107848	4241	2	"ENSG00000108771"	"ENST00000590637"	0	79132	"DExH-box helicase 58"
"DPEP3"	-1.824802005	1.808641627	-3.583099182	0.005464828	0.052386568	-2.392336252	"16"	67979633	67980033	"*"	-0.968223797	"16"	67979634	67980033	400	"*"	"*"	-0.968223797	"Promoter (<=1kb)"	16	67975663	67980499	4837	2	"ENSG00000141096"	"ENST00000268793"	466	64180	"dipeptidase 3"
"DTNBP1"	-1.04464485	9.520990495	-3.821638276	0.003736667	0.043971083	-2.006030047	"6"	15690219	15690619	"*"	-1.320509634	"6"	15690220	15690619	400	"*"	"*"	-1.320509634	"Distal Intergenic"	6	15522843	15663058	140216	2	"ENSG00000047579"	"ENST00000513680"	-27162	84062	"dystrobrevin binding protein 1"
"ECI2"	-1.020794282	9.09946957	-3.333727781	0.008187998	0.062599984	-2.801272126	"6"	4135600	4136000	"*"	-0.674127782	"6"	4135601	4136000	400	"*"	"*"	-0.674127782	"Promoter (<=1kb)"	6	4115706	4135597	19892	2	"ENSG00000198721"	"ENST00000361538"	-4	10455	"enoyl-CoA delta isomerase 2"
"EGFL6"	-1.901832578	1.597156914	-3.727139392	0.004340373	0.046612214	-2.158408845	"X"	13610784	13611184	"*"	-0.578323689	"X"	13610785	13611184	400	"*"	"*"	-0.578323689	"Intron (ENST00000361306/ENSG00000198759, intron 7 of 11)"	23	13623819	13627064	3246	1	"ENSG00000198759"	"ENST00000473826"	-12635	25975	"EGF like domain multiple 6"
"ETV6"	-1.049101208	7.960401398	-2.666923839	0.024748545	0.102506006	-3.904170027	"12"	11823985	11824385	"*"	-1.372994021	"12"	11823986	11824385	400	"*"	"*"	-1.372994021	"Intron (ENST00000396373/ENSG00000139083, intron 2 of 7)"	12	11885937	11891610	5674	1	"ENSG00000139083"	"ENST00000266427"	-61552	2120	"ETS variant transcription factor 6"
"EXTL3"	-1.144189525	8.091833398	-3.866288483	0.003482751	0.042525129	-1.934357863	"8"	28648723	28649123	"*"	-0.807092732	"8"	28648724	28649123	400	"*"	"*"	-0.807092732	"Intron (ENST00000522725/ENSG00000012232, intron 2 of 4)"	8	28631432	28715610	84179	1	"ENSG00000012232"	"ENST00000454906"	17292	2137	"exostosin like glycosyltransferase 3"
"FA2H"	-1.032320754	1.808641627	-2.29782889	0.04588034	0.144797719	-4.5040843	"16"	74727053	74727453	"*"	-0.736250584	"16"	74727054	74727453	400	"*"	"*"	-0.736250584	"Promoter (<=1kb)"	16	74725956	74726247	292	2	"ENSG00000103089"	"ENST00000618933"	-807	79152	"fatty acid 2-hydroxylase"
"FAM13A"	-1.627714419	8.223647804	-5.848148648	0.000202946	0.009215592	0.974507355	"4"	89111335	89111735	"*"	-0.660000575	"4"	89111336	89111735	400	"*"	"*"	-0.660000575	"Promoter (<=1kb)"	4	88767983	89111398	343416	2	"ENSG00000138640"	"ENST00000502459"	0	10144	"family with sequence similarity 13 member A"
"FAM178B"	-7.235597643	4.990762095	-15.22708078	5.83e-08	0.000192191	8.736251341	"2"	96885212	96885612	"*"	-0.430541399	"2"	96885213	96885612	400	"*"	"*"	-0.430541399	"Intron (ENST00000393526/ENSG00000168754, intron 2 of 4)"	2	96876026	96895142	19117	2	"ENSG00000168754"	"ENST00000470789"	9530	51252	"family with sequence similarity 178 member B"
"FAM86EP"	-1.499268448	4.032598464	-4.289313658	0.001811717	0.030947257	-1.266977363	"4"	3955566	3955966	"*"	-1.176793345	"4"	3955567	3955966	400	"*"	"*"	-1.176793345	"Promoter (<=1kb)"	4	3954233	3955432	1200	2	"ENSG00000251669"	"ENST00000674264"	-135	348926	"family with sequence similarity 86, member A pseudogene"
"FANK1"	-1.520271819	5.40327026	-3.438642058	0.006901631	0.058606457	-2.628698929	"10"	125988781	125989181	"*"	-1.126721872	"10"	125988782	125989181	400	"*"	"*"	-1.126721872	"Promoter (<=1kb)"	10	125988551	126009592	21042	1	"ENSG00000203780"	"ENST00000492670"	231	92565	"fibronectin type III and ankyrin repeat domains 1"
"FBXO43"	-1.089675944	6.898965234	-3.940477412	0.003100198	0.040320799	-1.815756945	"8"	100145651	100146051	"*"	-0.571649744	"8"	100145652	100146051	400	"*"	"*"	-0.571649744	"Promoter (<=1kb)"	8	100133351	100145817	12467	2	"ENSG00000156509"	"ENST00000428847"	0	286151	"F-box protein 43"
"FRRS1L"	-2.608147502	5.207398819	-5.525823539	0.000310229	0.011814965	0.540724702	"9"	109156536	109156936	"*"	-1.253866416	"9"	109156537	109156936	400	"*"	"*"	-1.253866416	"Intron (ENST00000561981/ENSG00000260230, intron 1 of 4)"	9	109140790	109152193	11404	2	"ENSG00000260230"	"ENST00000642157"	-4344	23732	"ferric chelate reductase 1 like"
"GALNTL6"	-1.910456075	4.451154586	-6.095251373	0.000147991	0.007642823	1.296648116	"4"	172826873	172827273	"*"	-0.976787928	"4"	172826874	172827273	400	"*"	"*"	-0.976787928	"Intron (ENST00000506823/ENSG00000174473, intron 7 of 12)"	4	172809360	173040100	230741	1	"ENSG00000174473"	"ENST00000616459"	17514	442117	"polypeptide N-acetylgalactosaminyltransferase like 6"
"GAS7"	-4.475469153	4.176456452	-12.54327498	3.36e-07	0.000292095	7.217196567	"17"	10127878	10128278	"*"	-0.729633482	"17"	10127879	10128278	400	"*"	"*"	-0.729633482	"Intron (ENST00000432992/ENSG00000007237, intron 1 of 13)"	17	9910609	10114553	203945	2	"ENSG00000007237"	"ENST00000323816"	-13326	8522	"growth arrest specific 7"
"GDF15"	-1.107911389	8.561112499	-3.599212309	0.005325149	0.051740876	-2.366075152	"19"	18388478	18388878	"*"	-0.615447956	"19"	18388479	18388878	400	"*"	"*"	-0.615447956	"Promoter (1-2kb)"	19	18386920	18388484	1565	1	"ENSG00000130513"	"ENST00000594925"	1559	9518	"growth differentiation factor 15"
"GDPD2"	-1.438721876	0.969360938	-3.725688893	0.0043504	0.046621463	-2.160754799	"X"	70417836	70418236	"*"	-1.170634317	"X"	70417837	70418236	400	"*"	"*"	-1.170634317	"Exon (ENST00000374403/ENSG00000090889, exon 29 of 31)"	23	70423031	70433390	10360	1	"ENSG00000130055"	"ENST00000453994"	-4795	54857	"glycerophosphodiester phosphodiesterase domain containing 2"
"GGT1"	-1.45751875	2.021240625	-2.38887855	0.039413815	0.131769901	-4.357834258	"22"	24624279	24624679	"*"	-0.815399442	"22"	24624280	24624679	400	"*"	"*"	-0.815399442	"Promoter (2-3kb)"	22	24627180	24628996	1817	1	"ENSG00000100031"	"ENST00000401885"	-2501	2678	"gamma-glutamyltransferase 1"
"GLRA3"	-1.330482024	0.665241012	-2.863173988	0.017826422	0.088462224	-3.580077716	"4"	174654677	174655077	"*"	-0.659404669	"4"	174654678	174655077	400	"*"	"*"	-0.659404669	"Intron (ENST00000274093/ENSG00000145451, intron 9 of 9)"	4	174712515	174713773	1259	2	"ENSG00000145451"	"ENST00000483010"	58696	8001	"glycine receptor alpha 3"
"GMPR"	-1.081352405	11.74931262	-3.304914754	0.008583121	0.064114912	-2.848778229	"6"	16277254	16277654	"*"	-0.921890016	"6"	16277255	16277654	400	"*"	"*"	-0.921890016	"Intron (ENST00000259727/ENSG00000137198, intron 5 of 8)"	6	16289518	16295544	6027	1	"ENSG00000137198"	"ENST00000544145"	-11864	2766	"guanosine monophosphate reductase"
"GPSM3"	-1.435741596	6.903041425	-3.929592103	0.003153438	0.040634956	-1.833119642	"6"	32195607	32196007	"*"	-0.422255726	"6"	32195608	32196007	400	"*"	"*"	-0.422255726	"Promoter (<=1kb)"	6	32190766	32195523	4758	2	"ENSG00000213654"	"ENST00000375043"	-85	63940	"G protein signaling modulator 3"
"GSAP"	-2.265691655	5.439147687	-4.459896578	0.001401799	0.027325834	-1.004405729	"7"	77399242	77399642	"*"	-0.507120961	"7"	77399243	77399642	400	"*"	"*"	-0.507120961	"Intron (ENST00000257626/ENSG00000186088, intron 3 of 30)"	7	77329527	77406105	76579	2	"ENSG00000186088"	"ENST00000334003"	6463	54103	"gamma-secretase activating protein"
"GSAP"	-2.265691655	5.439147687	-4.459896578	0.001401799	0.027325834	-1.004405729	"7"	77408377	77408777	"*"	-0.721224397	"7"	77408378	77408777	400	"*"	"*"	-0.721224397	"Promoter (2-3kb)"	7	77329527	77406105	76579	2	"ENSG00000186088"	"ENST00000334003"	-2273	54103	"gamma-secretase activating protein"
"HPSE2"	-2.205081009	3.297880433	-3.231496458	0.009681654	0.067741172	-2.970009778	"10"	98643327	98643727	"*"	-0.490281418	"10"	98643328	98643727	400	"*"	"*"	-0.490281418	"Intron (ENST00000404542/ENSG00000172987, intron 3 of 8)"	10	98457077	98744071	286995	2	"ENSG00000172987"	"ENST00000404542"	100344	60495	"heparanase 2 (inactive)"
"IGFLR1"	-1.11250823	3.38105612	-2.278669825	0.047367967	0.147651962	-4.534670127	"19"	35740537	35740937	"*"	-0.411223478	"19"	35740538	35740937	400	"*"	"*"	-0.411223478	"Promoter (<=1kb)"	19	35739528	35740549	1022	2	"ENSG00000126246"	"ENST00000591748"	0	79713	"IGF like family receptor 1"
"IKZF1"	-1.127173887	11.90188335	-3.191104088	0.010346987	0.069551983	-3.036802481	"7"	50359379	50359779	"*"	-0.624968358	"7"	50359380	50359779	400	"*"	"*"	-0.624968358	"Intron (ENST00000642219/ENSG00000185811, intron 3 of 3)"	7	50367665	50369704	2040	1	"ENSG00000185811"	"ENST00000492119"	-7886	10320	"IKAROS family zinc finger 1"
"IKZF2"	-2.26007243	4.587466899	-7.077135704	4.56e-05	0.004086643	2.491077939	"2"	213151406	213151806	"*"	-0.47330861	"2"	213151407	213151806	400	"*"	"*"	-0.47330861	"Promoter (<=1kb)"	2	212999691	213151609	151919	2	"ENSG00000030419"	"ENST00000451136"	0	22807	"IKAROS family zinc finger 2"
"IKZF4"	-1.559958531	7.18779124	-6.327315937	0.000110819	0.006451047	1.591109998	"12"	56008049	56008449	"*"	-0.669866188	"12"	56008050	56008449	400	"*"	"*"	-0.669866188	"Promoter (<=1kb)"	12	56007669	56032604	24936	1	"ENSG00000123411"	"ENST00000548601"	381	64375	"IKAROS family zinc finger 4"
"INPP5D"	-1.137842996	11.78025351	-3.241256295	0.009527618	0.06728136	-2.953880272	"2"	233111319	233111719	"*"	-0.485078682	"2"	233111320	233111719	400	"*"	"*"	-0.485078682	"Intron (ENST00000359570/ENSG00000168918, intron 2 of 26)"	2	233120602	233130648	10047	1	"ENSG00000168918"	"ENST00000474278"	-8883	3635	"inositol polyphosphate-5-phosphatase D"
"IQGAP2"	-1.042044969	12.6115791	-2.837885319	0.018594898	0.089842375	-3.621937879	"5"	76649981	76650381	"*"	-0.762912333	"5"	76649982	76650381	400	"*"	"*"	-0.762912333	"Intron (ENST00000274364/ENSG00000145703, intron 17 of 35)"	5	76654969	76660325	5357	1	"ENSG00000145703"	"ENST00000514579"	-4588	10788	"IQ motif containing GTPase activating protein 2"
"IQSEC3"	-4.459280913	6.358195684	-12.7428272	2.92e-07	0.000292095	7.344043371	"12"	172105	172505	"*"	-0.571987406	"12"	172106	172505	400	"*"	"*"	-0.571987406	"Intron (ENST00000538872/ENSG00000120645, intron 13 of 13)"	12	169055	175359	6305	1	"ENSG00000120645"	"ENST00000537151"	3051	440073	"IQ motif and Sec7 domain ArfGEF 3"
"ITGB4"	-1.765579368	6.45834231	-7.210233223	3.92e-05	0.00379074	2.642937461	"17"	75738151	75738551	"*"	-0.723280689	"17"	75738152	75738551	400	"*"	"*"	-0.723280689	"Intron (ENST00000579662/ENSG00000132470, intron 18 of 38)"	17	75742424	75749045	6622	1	"ENSG00000132470"	"ENST00000584025"	-3873	3691	"integrin subunit beta 4"
"KCNK5"	-1.038143785	8.389536697	-3.043724075	0.013201111	0.077983492	-3.280889638	"6"	39258472	39258872	"*"	-0.668743818	"6"	39258473	39258872	400	"*"	"*"	-0.668743818	"Distal Intergenic"	6	39188971	39229475	40505	2	"ENSG00000164626"	"ENST00000359534"	-28998	8645	"potassium two pore domain channel subfamily K member 5"
"KCNQ1"	-1.04248125	1.021240625	-3.004119677	0.01409793	0.080293315	-3.346534903	"11"	2459434	2459834	"*"	-0.693230098	"11"	2459435	2459834	400	"*"	"*"	-0.693230098	"Promoter (1-2kb)"	11	2461441	2848991	387551	1	"ENSG00000053918"	"ENST00000335475"	-1607	3784	"potassium voltage-gated channel subfamily Q member 1"
"KCNQ4"	-2.789517161	5.106669741	-8.013725391	1.64e-05	0.002303255	3.512511929	"1"	40818593	40818993	"*"	-0.484122764	"1"	40818594	40818993	400	"*"	"*"	-0.484122764	"Promoter (<=1kb)"	1	40818964	40840451	21488	1	"ENSG00000117013"	"ENST00000506017"	0	9132	"potassium voltage-gated channel subfamily Q member 4"
"KIF13A"	-1.103868305	9.89255093	-3.902283361	0.003291289	0.041563875	-1.876738023	"6"	18021600	18022000	"*"	-0.48504491	"6"	18021601	18022000	400	"*"	"*"	-0.48504491	"Distal Intergenic"	6	17763693	17987635	223943	2	"ENSG00000137177"	"ENST00000259711"	-33966	63971	"kinesin family member 13A"
"KIF16B"	-1.074014335	10.21444634	-3.893794143	0.003335423	0.041687365	-1.890314396	"20"	16542542	16542942	"*"	-0.673524231	"20"	16542543	16542942	400	"*"	"*"	-0.673524231	"Intron (ENST00000636835/ENSG00000089177, intron 1 of 24)"	20	16366843	16573433	206591	2	"ENSG00000089177"	"ENST00000408042"	30491	55614	"kinesin family member 16B"
"KRT19"	-3.144878472	7.654328767	-10.59225631	1.51e-06	0.000562693	5.834178166	"17"	41529928	41530328	"*"	-0.536856651	"17"	41529929	41530328	400	"*"	"*"	-0.536856651	"Promoter (1-2kb)"	17	41523617	41528308	4692	2	"ENSG00000171345"	"ENST00000361566"	-1621	3880	"keratin 19"
"LINC01431"	-1.164949433	2.667437217	-2.52118804	0.031588662	0.115562437	-4.143060688	"20"	23357959	23358359	"*"	-0.414463983	"20"	23357960	23358359	400	"*"	"*"	-0.414463983	"Promoter (<=1kb)"	20	23356586	23358175	1590	2	"ENSG00000232645"	"ENST00000687401"	0	100505683	"long intergenic non-protein coding RNA 1431"
"LMNB1"	-1.138018163	13.6598782	-3.728644698	0.004329993	0.046612214	-2.155974468	"5"	126778248	126778648	"*"	-0.454932768	"5"	126778249	126778648	400	"*"	"*"	-0.454932768	"Promoter (<=1kb)"	5	126777379	126810255	32877	1	"ENSG00000113368"	"ENST00000463908"	870	4001	"lamin B1"
"LRMDA"	-2.407339155	2.034151601	-4.922165744	0.000714344	0.018894242	-0.31360614	"10"	76011703	76012103	"*"	-0.958251877	"10"	76011704	76012103	400	"*"	"*"	-0.958251877	"Intron (ENST00000611255/ENSG00000148655, intron 2 of 6)"	10	76036006	76058789	22784	1	"ENSG00000148655"	"ENST00000611306"	-23903	83938	"leucine rich melanocyte differentiation associated"
