"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"seqnames"	"start"	"end"	"width"	"log2FC"	"seqnames.1"	"start.1"	"end.1"	"width.1"	"strand"	"V4"	"V5"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"GENENAME"
"AMPD3"	-1.13310805	8.612473941	-3.070736216	0.012623147	0.076852586	-3.236122878	"11"	10334260	10334660	"*"	0.625278221	"11"	10334261	10334660	400	"*"	"*"	0.625278221	"Intron (ENST00000527261/ENSG00000133805, intron 2 of 2)"	11	10330660	10410838	80179	1	"ENSG00000133805"	"ENST00000295663"	3601	272	"adenosine monophosphate deaminase 3"
"ANXA8"	-1.966562153	2.172002952	-2.811182717	0.019442871	0.091900108	-3.666114872	"10"	47452404	47452804	"*"	0.507142718	"10"	47452405	47452804	400	"*"	"*"	0.507142718	"Distal Intergenic"	10	47460191	47462683	2493	2	"ENSG00000265190"	"ENST00000602274"	9879	653145	"annexin A8"
"APBA2"	-1.059621166	8.036880486	-3.201019201	0.010179419	0.069103258	-3.020401435	"15"	29090530	29090930	"*"	0.414121724	"15"	29090531	29090930	400	"*"	"*"	0.414121724	"Intron (ENST00000561069/ENSG00000034053, intron 6 of 14)"	15	29070658	29102759	32102	1	"ENSG00000034053"	"ENST00000382938"	19873	321	"amyloid beta precursor protein binding family A member 2"
"APBA2"	-1.059621166	8.036880486	-3.201019201	0.010179419	0.069103258	-3.020401435	"15"	29119922	29120322	"*"	0.634071389	"15"	29119923	29120322	400	"*"	"*"	0.634071389	"3' UTR"	15	29070658	29102759	32102	1	"ENSG00000034053"	"ENST00000382938"	49265	321	"amyloid beta precursor protein binding family A member 2"
"APOBEC2"	-1.574802005	2.037401002	-4.939136708	0.000697291	0.018868071	-0.288841192	"6"	41054848	41055248	"*"	-0.911253416	"6"	41054849	41055248	400	"*"	"*"	-0.911253416	"Promoter (1-2kb)"	6	41053202	41064891	11690	1	"ENSG00000124701"	"ENST00000244669"	1647	10930	"apolipoprotein B mRNA editing enzyme catalytic subunit 2"
"ARHGAP15"	-1.459081243	8.047645125	-3.858221042	0.00352725	0.042734296	-1.947291669	"2"	143541574	143541974	"*"	-0.743895022	"2"	143541575	143541974	400	"*"	"*"	-0.743895022	"Intron (ENST00000295095/ENSG00000075884, intron 10 of 13)"	2	143556408	143624267	67860	1	"ENSG00000075884"	"ENST00000419455"	-14434	55843	"Rho GTPase activating protein 15"
"ARHGAP23"	-1.14041066	9.853589481	-3.88516576	0.00338092	0.041993471	-1.904121579	"17"	38502686	38503086	"*"	-0.583816222	"17"	38502687	38503086	400	"*"	"*"	-0.583816222	"Promoter (2-3kb)"	17	38500333	38510118	9786	1	"ENSG00000275832"	"ENST00000618325"	2354	57636	"Rho GTPase activating protein 23"
"ATXN7L1"	-1.216675219	7.873768145	-4.981662912	0.000656445	0.01834683	-0.226973156	"7"	105643231	105643631	"*"	-0.450074556	"7"	105643232	105643631	400	"*"	"*"	-0.450074556	"Intron (ENST00000419735/ENSG00000146776, intron 4 of 11)"	7	105613474	105624266	10793	2	"ENSG00000146776"	"ENST00000484475"	-18966	222255	"ataxin 7 like 1"
"B3GNT5"	-1.647624314	7.767035315	-5.496821139	0.000322531	0.012058182	0.500931912	"3"	183275566	183275966	"*"	1.429635002	"3"	183275567	183275966	400	"*"	"*"	1.429635002	"Intron (ENST00000480551/ENSG00000176597, intron 1 of 2)"	3	183265344	183269948	4605	1	"ENSG00000176597"	"ENST00000481531"	10223	84002	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
"BATF"	-2.238514624	6.24315862	-6.679155818	7.24e-05	0.00515343	2.022996087	"14"	75546634	75547034	"*"	0.515078978	"14"	75546635	75547034	400	"*"	"*"	0.515078978	"3' UTR"	14	75522560	75546993	24434	1	"ENSG00000156127"	"ENST00000555504"	24075	10538	"basic leucine zipper ATF-like transcription factor"
"BBS5"	-1.273675696	4.387541602	-3.816926228	0.003764577	0.044083833	-2.013606272	"2"	169495887	169496287	"*"	-0.45004736	"2"	169495888	169496287	400	"*"	"*"	-0.45004736	"Promoter (2-3kb)"	2	169499034	169506490	7457	1	"ENSG00000163093"	"ENST00000472667"	-2747	129880	"Bardet-Biedl syndrome 5"
"BCAM"	-1.420051711	6.237872186	-3.063731531	0.012770485	0.077096319	-3.247730857	"19"	44810507	44810907	"*"	-0.540762792	"19"	44810508	44810907	400	"*"	"*"	-0.540762792	"Promoter (1-2kb)"	19	44809130	44812953	3824	1	"ENSG00000187244"	"ENST00000588603"	1378	4059	"basal cell adhesion molecule (Lutheran blood group)"
"BCR"	-1.358393748	9.731799193	-5.494702002	0.000323451	0.012058988	0.498019397	"22"	23305103	23305503	"*"	-0.799718638	"22"	23305104	23305503	400	"*"	"*"	-0.799718638	"Promoter (<=1kb)"	22	23306154	23310433	4280	1	"ENSG00000186716"	"ENST00000478978"	-651	613	"BCR activator of RhoGEF and GTPase"
"BDH1"	-1.035297005	9.740052601	-4.156687147	0.002217869	0.034149263	-1.473816526	"3"	197528322	197528722	"*"	0.584413546	"3"	197528323	197528722	400	"*"	"*"	0.584413546	"Exon (ENST00000495285/ENSG00000161267, exon 3 of 3)"	3	197512328	197533640	21313	2	"ENSG00000161267"	"ENST00000477015"	4918	622	"3-hydroxybutyrate dehydrogenase 1"
"BICRAL"	-1.085846361	8.969971578	-3.590145558	0.005403281	0.05214139	-2.380849372	"6"	42830569	42830969	"*"	1.742455442	"6"	42830570	42830969	400	"*"	"*"	1.742455442	"Intron (ENST00000614467/ENSG00000112624, intron 8 of 14)"	6	42821056	42868558	47503	1	"ENSG00000112624"	"ENST00000394168"	9514	23506	"BICRA like chromatin remodeling complex associated protein"
"BLVRA"	-1.285724918	11.77971531	-4.023374349	0.002724567	0.037905468	-1.68398436	"7"	43771634	43772034	"*"	0.618161625	"7"	43771635	43772034	400	"*"	"*"	0.618161625	"Promoter (<=1kb)"	7	43771135	43791847	20713	1	"ENSG00000106605"	"ENST00000453612"	500	644	"biliverdin reductase A"
"CA12"	1.83348735	3.297143785	2.326797133	0.04371749	0.14049404	-4.457709421	"15"	63338722	63339122	"*"	0.670101812	"15"	63338723	63339122	400	"*"	"*"	0.670101812	"Promoter (2-3kb)"	15	63340022	63342074	2053	2	"ENSG00000074410"	"ENST00000558287"	2952	771	"carbonic anhydrase 12"
"CAPN12"	-1.614857905	2.496150828	-4.220163239	0.002012609	0.032355888	-1.37453505	"19"	38736077	38736477	"*"	-0.640033813	"19"	38736078	38736477	400	"*"	"*"	-0.640033813	"Promoter (<=1kb)"	19	38730458	38735677	5220	2	"ENSG00000182472"	"ENST00000593700"	-401	147968	"calpain 12"
"CARD11"	-2.046551371	5.251813565	-6.368575024	0.00010534	0.006340702	1.642655856	"7"	2929604	2930004	"*"	0.592056858	"7"	2929605	2930004	400	"*"	"*"	0.592056858	"Promoter (<=1kb)"	7	2919480	2930060	10581	2	"ENSG00000198286"	"ENST00000355508"	56	84433	"caspase recruitment domain family member 11"
"CARM1"	-1.495597087	9.093269461	-5.996601404	0.000167711	0.008305781	1.169113533	"19"	10860872	10861272	"*"	-2.321401929	"19"	10860873	10861272	400	"*"	"*"	-2.321401929	"Intron (ENST00000592854/ENSG00000214212, intron 6 of 7)"	19	10871553	10923075	51523	1	"ENSG00000142453"	"ENST00000327064"	-10281	10498	"coactivator associated arginine methyltransferase 1"
"CARM1"	-1.495597087	9.093269461	-5.996601404	0.000167711	0.008305781	1.169113533	"19"	10861332	10861732	"*"	0.533111956	"19"	10861333	10861732	400	"*"	"*"	0.533111956	"Intron (ENST00000592854/ENSG00000214212, intron 6 of 7)"	19	10871553	10923075	51523	1	"ENSG00000142453"	"ENST00000327064"	-9821	10498	"coactivator associated arginine methyltransferase 1"
"CCDC113"	-1.478808654	6.771813912	-4.082877508	0.002484744	0.036009775	-1.58990552	"16"	58266580	58266980	"*"	-0.466448478	"16"	58266581	58266980	400	"*"	"*"	-0.466448478	"Intron (ENST00000219299/ENSG00000103021, intron 6 of 8)"	16	58249988	58252767	2780	1	"ENSG00000103021"	"ENST00000566498"	16593	29070	"coiled-coil domain containing 113"
"CCDC7"	-1.25942015	5.655612069	-4.967357386	0.000669892	0.018578306	-0.247755038	"10"	32790309	32790709	"*"	0.680889377	"10"	32790310	32790709	400	"*"	"*"	0.680889377	"Intron (ENST00000639629/ENSG00000216937, intron 29 of 41)"	10	32686019	32877139	191121	1	"ENSG00000216937"	"ENST00000375028"	104291	79741	"coiled-coil domain containing 7"
"CD70"	-1.833482875	7.886554653	-6.649664239	7.5e-05	0.005271852	1.987456288	"19"	6633195	6633595	"*"	-0.547867852	"19"	6633196	6633595	400	"*"	"*"	-0.547867852	"Distal Intergenic"	19	6590103	6604103	14001	2	"ENSG00000125726"	"ENST00000597430"	-29093	970	"CD70 molecule"
"CDC42BPG"	-1.431508132	6.504756737	-4.943935732	0.000692548	0.0188147	-0.281845973	"11"	64844399	64844799	"*"	0.426960846	"11"	64844400	64844799	400	"*"	"*"	0.426960846	"Promoter (<=1kb)"	11	64823052	64844653	21602	2	"ENSG00000171219"	"ENST00000342711"	0	55561	"CDC42 binding protein kinase gamma"
"CDH1"	-3.500570908	10.04309962	-10.86079592	1.21e-06	0.000517132	6.041229083	"16"	68768785	68769185	"*"	0.796006627	"16"	68768786	68769185	400	"*"	"*"	0.796006627	"Promoter (1-2kb)"	16	68770948	68808747	37800	1	"ENSG00000039068"	"ENST00000564745"	-1763	999	"cadherin 1"
"CDK6"	-1.739530855	10.14104463	-6.590492392	8.05e-05	0.005506943	1.915787679	"7"	92833788	92834188	"*"	-0.649025143	"7"	92833789	92834188	400	"*"	"*"	-0.649025143	"Promoter (<=1kb)"	7	92604921	92833917	228997	2	"ENSG00000105810"	"ENST00000265734"	0	1021	"cyclin dependent kinase 6"
"CHCHD6"	-1.170596685	7.760074193	-3.319032252	0.008387113	0.063273162	-2.825496247	"3"	126835056	126835456	"*"	0.421051771	"3"	126835057	126835456	400	"*"	"*"	0.421051771	"Intron (ENST00000503119/ENSG00000159685, intron 5 of 7)"	3	126854864	126949879	95016	1	"ENSG00000159685"	"ENST00000515867"	-19408	84303	"coiled-coil-helix-coiled-coil-helix domain containing 6"
"CHRDL1"	-1.580482024	1.436481637	-4.069235721	0.002537683	0.036432016	-1.611435937	"X"	110803987	110804387	"*"	1.275087478	"X"	110803988	110804387	400	"*"	"*"	1.275087478	"Distal Intergenic"	23	110676057	110795819	119763	2	"ENSG00000101938"	"ENST00000444321"	-8169	91851	"chordin like 1"
"CMIP"	-1.233843912	9.792802498	-4.214090241	0.002031347	0.032524154	-1.384011118	"16"	81422526	81422926	"*"	-0.814193925	"16"	81422527	81422926	400	"*"	"*"	-0.814193925	"Distal Intergenic"	16	81444808	81711762	266955	1	"ENSG00000153815"	"ENST00000537098"	-21882	80790	"c-Maf inducing protein"
"COA7"	-1.609147627	11.31991599	-5.297897138	0.000422474	0.013896629	0.224589386	"1"	52679067	52679467	"*"	0.867256298	"1"	52679068	52679467	400	"*"	"*"	0.867256298	"Distal Intergenic"	1	52687562	52698068	10507	2	"ENSG00000162377"	"ENST00000486918"	18601	65260	"cytochrome c oxidase assembly factor 7"
"COL23A1"	-2.341644654	7.023075648	-6.59957398	7.96e-05	0.005461436	1.926818693	"5"	178506978	178507378	"*"	-1.170772171	"5"	178506979	178507378	400	"*"	"*"	-1.170772171	"Intron (ENST00000679896/ENSG00000050767, intron 2 of 27)"	5	178237476	178562238	324763	2	"ENSG00000050767"	"ENST00000679896"	54860	91522	"collagen type XXIII alpha 1 chain"
"COL23A1"	-2.341644654	7.023075648	-6.59957398	7.96e-05	0.005461436	1.926818693	"5"	178585442	178585842	"*"	0.68727692	"5"	178585443	178585842	400	"*"	"*"	0.68727692	"Intron (ENST00000390654/ENSG00000050767, intron 1 of 28)"	5	178237618	178590393	352776	2	"ENSG00000050767"	"ENST00000390654"	4551	91522	"collagen type XXIII alpha 1 chain"
"COLGALT2"	2.618482797	2.101722649	2.928218064	0.015994762	0.084746696	-3.472335807	"1"	184021315	184021715	"*"	0.694453322	"1"	184021316	184021715	400	"*"	"*"	0.694453322	"Intron (ENST00000649786/ENSG00000198756, intron 1 of 11)"	1	183935834	184037728	101895	2	"ENSG00000198756"	"ENST00000361927"	16013	23127	"collagen beta(1-O)galactosyltransferase 2"
"CPM"	-1.01109853	2.774753164	-2.519170502	0.03169554	0.115717012	-4.14635265	"12"	69066560	69066960	"*"	-0.628931783	"12"	69066561	69066960	400	"*"	"*"	-0.628931783	"Distal Intergenic"	12	68957590	68971570	13981	2	"ENSG00000135678"	"ENST00000549691"	-94991	1368	"carboxypeptidase M"
"CPQ"	-1.010051285	8.019713107	-3.57810465	0.005508897	0.052583128	-2.400480797	"8"	96691669	96692069	"*"	-1.06530774	"8"	96691670	96692069	400	"*"	"*"	-1.06530774	"Intron (ENST00000220763/ENSG00000104324, intron 1 of 7)"	8	96732292	96785328	53037	1	"ENSG00000104324"	"ENST00000525310"	-40223	10404	"carboxypeptidase Q"
"CRACD"	-1.779753415	11.67324043	-4.902988958	0.000734152	0.019181172	-0.341641494	"4"	56015222	56015622	"*"	-0.729667131	"4"	56015223	56015622	400	"*"	"*"	-0.729667131	"Intron (ENST00000257287/ENSG00000174799, intron 21 of 25)"	4	56049098	56298340	249243	1	"ENSG00000109265"	"ENST00000629263"	-33476	57482	"capping protein inhibiting regulator of actin dynamics"
"CSGALNACT1"	-2.148743687	6.411635985	-7.978443662	1.7e-05	0.002344753	3.475962602	"8"	19447077	19447477	"*"	-0.76574307	"8"	19447078	19447477	400	"*"	"*"	-0.76574307	"Intron (ENST00000454498/ENSG00000147408, intron 5 of 9)"	8	19420383	19495191	74809	2	"ENSG00000147408"	"ENST00000518542"	47714	55790	"chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"CSMD1"	-1.146240625	1.469360938	-2.367174742	0.040868788	0.13468181	-4.392823401	"8"	3078918	3079318	"*"	-0.980749533	"8"	3078919	3079318	400	"*"	"*"	-0.980749533	"Intron (ENST00000335551/ENSG00000183117, intron 36 of 55)"	8	3096902	3107155	10254	2	"ENSG00000183117"	"ENST00000523062"	27837	64478	"CUB and Sushi multiple domains 1"
"CXXC1P1"	-2.905284028	2.098882639	-7.290832859	3.58e-05	0.003616467	2.733785611	"X"	47739676	47740076	"*"	-0.668743818	"X"	47739677	47740076	400	"*"	"*"	-0.668743818	"Intron (ENST00000589302/ENSG00000187893, intron 2 of 2)"	23	47722331	47725932	3602	1	"ENSG00000187893"	"ENST00000489409"	17346	392459	"CXXC finger protein 1 pseudogene 1"
"CXXC5"	-1.074259394	9.817511275	-3.449800487	0.006777758	0.058100904	-2.610386076	"5"	139661017	139661417	"*"	-0.580584694	"5"	139661018	139661417	400	"*"	"*"	-0.580584694	"Promoter (1-2kb)"	5	139659555	139680818	21264	1	"ENSG00000171604"	"ENST00000509238"	1463	51523	"CXXC finger protein 5"
"DCLK3"	-1.731203126	2.592324212	-4.820762111	0.000826006	0.020453659	-0.462470598	"3"	36763837	36764237	"*"	-0.492249663	"3"	36763838	36764237	400	"*"	"*"	-0.492249663	"Promoter (<=1kb)"	3	36712421	36764553	52133	2	"ENSG00000163673"	"ENST00000636136"	316	85443	"doublecortin like kinase 3"
"DDB2"	-1.227308189	10.01279527	-3.922011206	0.003191085	0.040842497	-1.845219611	"11"	47203741	47204141	"*"	0.560560156	"11"	47203742	47204141	400	"*"	"*"	0.560560156	"Distal Intergenic"	11	47214465	47216873	2409	1	"ENSG00000134574"	"ENST00000622878"	-10324	1643	"damage specific DNA binding protein 2"
"DEGS2"	-2.767674372	2.883837186	-8.550907501	9.53e-06	0.001721159	4.051535388	"14"	100192894	100193294	"*"	-0.442785295	"14"	100192895	100193294	400	"*"	"*"	-0.442785295	"Distal Intergenic"	14	100143957	100159645	15689	2	"ENSG00000168350"	"ENST00000305631"	-33250	123099	"delta 4-desaturase, sphingolipid 2"
"DHX58"	-2.026900743	6.370540414	-6.113351932	0.000144653	0.007543821	1.319894753	"17"	42107651	42108051	"*"	-0.43884591	"17"	42107652	42108051	400	"*"	"*"	-0.43884591	"Promoter (<=1kb)"	17	42103608	42107848	4241	2	"ENSG00000108771"	"ENST00000590637"	0	79132	"DExH-box helicase 58"
"DLGAP1"	-1.226722649	1.113361324	-3.218080696	0.009897596	0.068281717	-2.992187359	"18"	4149660	4150060	"*"	0.426268237	"18"	4149661	4150060	400	"*"	"*"	0.426268237	"Promoter (1-2kb)"	18	4005025	4151287	146263	2	"ENSG00000170579"	"ENST00000578250"	1227	9229	"DLG associated protein 1"
"DPEP3"	-1.824802005	1.808641627	-3.583099182	0.005464828	0.052386568	-2.392336252	"16"	67979633	67980033	"*"	-0.968223797	"16"	67979634	67980033	400	"*"	"*"	-0.968223797	"Promoter (<=1kb)"	16	67975663	67980499	4837	2	"ENSG00000141096"	"ENST00000268793"	466	64180	"dipeptidase 3"
"DRG1"	-1.009947227	10.29121506	-3.499982326	0.006248614	0.055857405	-2.528138734	"22"	31399351	31399751	"*"	0.4363596	"22"	31399352	31399751	400	"*"	"*"	0.4363596	"Promoter (<=1kb)"	22	31399604	31434452	34849	1	"ENSG00000185721"	"ENST00000331457"	0	4733	"developmentally regulated GTP binding protein 1"
"DTNBP1"	-1.04464485	9.520990495	-3.821638276	0.003736667	0.043971083	-2.006030047	"6"	15690219	15690619	"*"	-1.320509634	"6"	15690220	15690619	400	"*"	"*"	-1.320509634	"Distal Intergenic"	6	15522843	15663058	140216	2	"ENSG00000047579"	"ENST00000513680"	-27162	84062	"dystrobrevin binding protein 1"
"DUSP21"	-1.396240625	0.698120313	-4.986007815	0.000652419	0.018316053	-0.220667289	"X"	44843301	44843701	"*"	0.603819329	"X"	44843302	44843701	400	"*"	"*"	0.603819329	"Promoter (<=1kb)"	23	44844021	44844888	868	1	"ENSG00000189037"	"ENST00000339042"	-320	63904	"dual specificity phosphatase 21"
"DYSF"	-1.66895534	4.382550873	-6.976031538	5.12e-05	0.004297491	2.374171561	"2"	71559746	71560146	"*"	0.48837814	"2"	71559747	71560146	400	"*"	"*"	0.48837814	"Intron (ENST00000258104/ENSG00000135636, intron 22 of 54)"	2	71570138	71570916	779	1	"ENSG00000135636"	"ENST00000461565"	-9992	8291	"dysferlin"
"ECI2"	-1.020794282	9.09946957	-3.333727781	0.008187998	0.062599984	-2.801272126	"6"	4135600	4136000	"*"	-0.674127782	"6"	4135601	4136000	400	"*"	"*"	-0.674127782	"Promoter (<=1kb)"	6	4115706	4135597	19892	2	"ENSG00000198721"	"ENST00000361538"	-4	10455	"enoyl-CoA delta isomerase 2"
"EFHC2"	-1.407339155	1.953669578	-2.379916289	0.040008335	0.133165667	-4.372291619	"X"	44184269	44184669	"*"	0.97313001	"X"	44184270	44184669	400	"*"	"*"	0.97313001	"Intron (ENST00000420999/ENSG00000183690, intron 11 of 14)"	23	44147882	44225756	77875	2	"ENSG00000183690"	"ENST00000343571"	41087	80258	"EF-hand domain containing 2"
"EGFL6"	-1.901832578	1.597156914	-3.727139392	0.004340373	0.046612214	-2.158408845	"X"	13610784	13611184	"*"	-0.578323689	"X"	13610785	13611184	400	"*"	"*"	-0.578323689	"Intron (ENST00000361306/ENSG00000198759, intron 7 of 11)"	23	13623819	13627064	3246	1	"ENSG00000198759"	"ENST00000473826"	-12635	25975	"EGF like domain multiple 6"
"EI24"	-1.040259109	11.43948381	-3.956456792	0.003023752	0.039667473	-1.7902936	"11"	125555034	125555434	"*"	0.789976352	"11"	125555035	125555434	400	"*"	"*"	0.789976352	"Intron (ENST00000648911/ENSG00000149557, intron 3 of 11)"	11	125569280	125572569	3290	1	"ENSG00000149547"	"ENST00000529812"	-13846	9538	"EI24 autophagy associated transmembrane protein"
"ELF4"	-1.343392802	8.216353727	-5.272891021	0.000437229	0.014311022	0.189429767	"X"	130117204	130117604	"*"	0.421138661	"X"	130117205	130117604	400	"*"	"*"	0.421138661	"Distal Intergenic"	23	130064874	130110716	45843	2	"ENSG00000102034"	"ENST00000335997"	-6489	2000	"E74 like ETS transcription factor 4"
"ERBB3"	1.21091815	4.19135961	4.08770016	0.00246631	0.035932047	-1.582299572	"12"	56067127	56067527	"*"	-1.992086139	"12"	56067128	56067527	400	"*"	"*"	-1.992086139	"Distal Intergenic"	12	56076799	56083902	7104	1	"ENSG00000065361"	"ENST00000643266"	-9272	2065	"erb-b2 receptor tyrosine kinase 3"
"ERMN"	-1.396240625	0.948120313	-2.621017214	0.02672586	0.10550961	-3.979632196	"2"	157327432	157327832	"*"	0.791727339	"2"	157327433	157327832	400	"*"	"*"	0.791727339	"Promoter (<=1kb)"	2	157318639	157327713	9075	2	"ENSG00000136541"	"ENST00000397283"	0	57471	"ermin"
"ETV6"	-1.049101208	7.960401398	-2.666923839	0.024748545	0.102506006	-3.904170027	"12"	11823985	11824385	"*"	-1.372994021	"12"	11823986	11824385	400	"*"	"*"	-1.372994021	"Intron (ENST00000396373/ENSG00000139083, intron 2 of 7)"	12	11885937	11891610	5674	1	"ENSG00000139083"	"ENST00000266427"	-61552	2120	"ETS variant transcription factor 6"
"EXTL3"	-1.144189525	8.091833398	-3.866288483	0.003482751	0.042525129	-1.934357863	"8"	28648723	28649123	"*"	-0.807092732	"8"	28648724	28649123	400	"*"	"*"	-0.807092732	"Intron (ENST00000522725/ENSG00000012232, intron 2 of 4)"	8	28631432	28715610	84179	1	"ENSG00000012232"	"ENST00000454906"	17292	2137	"exostosin like glycosyltransferase 3"
"FA2H"	-1.032320754	1.808641627	-2.29782889	0.04588034	0.144797719	-4.5040843	"16"	74727053	74727453	"*"	-0.736250584	"16"	74727054	74727453	400	"*"	"*"	-0.736250584	"Promoter (<=1kb)"	16	74725956	74726247	292	2	"ENSG00000103089"	"ENST00000618933"	-807	79152	"fatty acid 2-hydroxylase"
"FA2H"	-1.032320754	1.808641627	-2.29782889	0.04588034	0.144797719	-4.5040843	"16"	74717766	74718166	"*"	1.152089384	"16"	74717767	74718166	400	"*"	"*"	1.152089384	"Promoter (<=1kb)"	16	74712955	74717106	4152	2	"ENSG00000103089"	"ENST00000562145"	-661	79152	"fatty acid 2-hydroxylase"
"FAM13A"	-1.627714419	8.223647804	-5.848148648	0.000202946	0.009215592	0.974507355	"4"	89111335	89111735	"*"	-0.660000575	"4"	89111336	89111735	400	"*"	"*"	-0.660000575	"Promoter (<=1kb)"	4	88767983	89111398	343416	2	"ENSG00000138640"	"ENST00000502459"	0	10144	"family with sequence similarity 13 member A"
"FAM171A1"	-1.163374309	9.350298143	-3.223733465	0.009806008	0.068052416	-2.982841925	"10"	15313904	15314304	"*"	0.739146538	"10"	15313905	15314304	400	"*"	"*"	0.739146538	"Intron (ENST00000378116/ENSG00000148468, intron 1 of 7)"	10	15248639	15371062	122424	2	"ENSG00000148468"	"ENST00000455654"	56758	221061	"family with sequence similarity 171 member A1"
"FAM178B"	-7.235597643	4.990762095	-15.22708078	5.83e-08	0.000192191	8.736251341	"2"	96885212	96885612	"*"	-0.430541399	"2"	96885213	96885612	400	"*"	"*"	-0.430541399	"Intron (ENST00000393526/ENSG00000168754, intron 2 of 4)"	2	96876026	96895142	19117	2	"ENSG00000168754"	"ENST00000470789"	9530	51252	"family with sequence similarity 178 member B"
"FAM86EP"	-1.499268448	4.032598464	-4.289313658	0.001811717	0.030947257	-1.266977363	"4"	3955566	3955966	"*"	-1.176793345	"4"	3955567	3955966	400	"*"	"*"	-1.176793345	"Promoter (<=1kb)"	4	3954233	3955432	1200	2	"ENSG00000251669"	"ENST00000674264"	-135	348926	"family with sequence similarity 86, member A pseudogene"
