ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	entrezID
MAFB	1.301742161	5.158090409	4.75640397	0.000906464	0.021388533	-0.557738385	9935
H1-4	2.068136128	7.872377162	4.735213033	0.000934759	0.021765935	-0.589239813	3008
BTG1-DT	1.998010819	3.636692106	4.734607617	0.000935581	0.021765985	-0.590140762	101928617
H2BU1	1.266555423	5.111815591	4.727449709	0.000945359	0.021974218	-0.600796833	NA
SEPTIN4	1.719436062	2.33644068	4.714965494	0.000962676	0.022124881	-0.619400142	5414
H2BC8	1.896830464	5.399244635	4.71356085	0.000964646	0.022150811	-0.62149469	8339
H4C12	1.67045601	2.458191279	4.646418315	0.001063996	0.023580528	-0.721949339	8362
H3C12	1.896240625	2.136842188	4.631499266	0.001087521	0.023838362	-0.744358947	8356
BEND6	1.406609784	3.010509565	4.593215937	0.001150466	0.024529421	-0.802010137	221336
EFNB2	2.298884797	4.503113707	4.570075724	0.001190388	0.024920238	-0.836959037	1948
H4C6	1.612501337	4.975060758	4.56433855	0.001200513	0.025054156	-0.845635777	8361
PLXDC1	1.660964047	0.830482024	4.551924634	0.001222736	0.025252548	-0.864426282	57125
H3C11	1.47499416	5.942404647	4.548816013	0.00122837	0.025291588	-0.869135124	8354
ZSWIM6	1.057621545	8.179063036	4.534646381	0.0012544	0.025667748	-0.890616222	57688
H2BC4	1.518412754	5.559526776	4.484381433	0.001351584	0.026874752	-0.967046632	8347
PURG	2.05205859	2.71475117	4.475982657	0.00136859	0.027111351	-0.979852065	29942
SNAI1	1.744378394	3.464588534	4.459232069	0.00140319	0.027325834	-1.005420809	6615
MIR9-1HG	1.915444524	2.353962887	4.389325359	0.001557962	0.028639967	-1.112550134	10485
SYNM	2.041902784	6.069728349	4.361770171	0.00162387	0.029283722	-1.154962364	23336
H4C15	1.28975759	2.04111942	4.353268004	0.0016448	0.029423435	-1.168069605	554313
H3C3	1.382442333	5.22512344	4.350451856	0.001651795	0.029431096	-1.172413248	8352
KHDRBS2	1.580482024	1.040241012	4.338963307	0.001680662	0.029801713	-1.190144405	202559
RORB	1.54248125	0.771240625	4.287636965	0.001816328	0.03098614	-1.269577822	6096
SNORD12C	1.113277779	4.898901891	4.267371464	0.001873054	0.031428704	-1.301038118	26765
H4C14	2.397178659	1.698589329	4.235932588	0.001964805	0.032077451	-1.349951679	8370
ULBP1	1.153188498	7.499163667	4.217036449	0.002022234	0.032454776	-1.379413369	80329
NLGN1	2.049099303	2.170790277	4.178160406	0.002146055	0.033490323	-1.440172574	22871
CXCR4	1.66526637	3.591676588	4.146264772	0.002253638	0.034380928	-1.490167359	7852
ERBB3	1.21091815	4.19135961	4.08770016	0.00246631	0.035932047	-1.582299572	2065
H4C3	1.675699081	5.529116017	4.070017619	0.002534617	0.036421873	-1.610201273	8364
FGF9	1.372963274	1.186481637	4.068623536	0.002540087	0.036446809	-1.612402668	2254
H2AC14	1.528570677	6.478316481	4.055169792	0.002593518	0.036781686	-1.633659708	8331
H2BC21	1.095283803	5.387067485	4.037350635	0.002666121	0.037390767	-1.661848132	8349
H2AC15	1.034904842	4.479363582	4.034637251	0.002677363	0.037484495	-1.666143858	8330
DMXL2	1.127903522	7.929373305	4.006581266	0.002796587	0.038404243	-1.710612993	23312
H3C7	1.596357759	3.897864803	3.972383484	0.002949533	0.039265477	-1.764943684	8968
RNU5E-4P	1.29248125	0.896240625	3.94790813	0.003064399	0.039953077	-1.803912335	100873829
FOLR3	1.29248125	0.896240625	3.94790813	0.003064399	0.039953077	-1.803912335	2352
GPR4	1.938721876	0.969360938	3.924369319	0.003179324	0.040750916	-1.841455094	2828
ARC	2.04248125	2.563721876	3.917432366	0.003214052	0.040978393	-1.852531122	23237
U1	1.224886365	2.518616665	3.908967191	0.003256973	0.041324133	-1.866054604	NA
BTG1	1.109845046	8.24645855	3.897832693	0.00331435	0.041630398	-1.883854743	694
TAS1R1	1.188721876	0.844360938	3.879071289	0.003413449	0.042124595	-1.913878968	80835
OPN1SW	1.188721876	0.844360938	3.879071289	0.003413449	0.042124595	-1.913878968	611
H3C2	1.732924346	5.209703937	3.845878154	0.003596492	0.043062189	-1.967093643	8358
NEFM	1.258957518	4.068200635	3.824450867	0.003720112	0.0439281	-2.00150897	4741
PLK2	1.148538059	7.068417183	3.811841233	0.003794941	0.044252217	-2.021784775	10769
H2BC15	1.021068714	5.714466564	3.806946766	0.003824411	0.044306962	-2.029659418	8341
MIR616	1.266562583	6.445959118	3.798592038	0.003875271	0.044474684	-2.043107042	693201
H4C4	1.530234657	4.034321228	3.782243189	0.003976864	0.044875016	-2.06944291	8360
RNVU1-29	1.413019174	3.483150322	3.777804097	0.004004929	0.045046963	-2.076598484	115409989
CSRNP2	1.244943401	9.368752786	3.720467299	0.004386696	0.046765002	-2.169201616	81566
H3C8	1.62797476	3.002709255	3.62419651	0.005115899	0.050669782	-2.325400455	8355
TNRC6B-DT	1.710744708	3.843193533	3.571252737	0.005569959	0.05275825	-2.411657568	114841040
DISP3	1.646240625	1.323120313	3.566370799	0.005613896	0.052976532	-2.419623326	57540
PCDH10	1.628643293	3.139123651	3.515519015	0.006093655	0.055056526	-2.50271217	57575
NPTX2	1.413837957	2.367883026	3.463229537	0.006631738	0.057416663	-2.588358253	4885
RHBDL3	1.430197091	2.976197075	3.45343291	0.006737934	0.0579153	-2.60442652	162494
LINC01398	1.25	0.875	3.423958416	0.007068235	0.059281051	-2.652810163	101929651
SH3GL3	1.646240625	2.696083587	3.419333852	0.007121568	0.059514013	-2.660406899	6457
POU3F1	1.095205446	2.090083973	3.413149084	0.007193548	0.059710047	-2.670568767	5453
GULP1	1.383312068	5.381462291	3.391047942	0.007457004	0.060322445	-2.706902113	51454
RN7SKP203	1.40315979	8.346894346	3.390641032	0.007461947	0.060322445	-2.707571346	106479185
DNAH6	1.237091808	3.547107283	3.387559546	0.007499494	0.060387456	-2.712639701	1768
ABCB1	1.267075146	4.006500847	3.381219009	0.007577369	0.060657797	-2.72307031	5243
CRISPLD2	1.716562153	1.650762327	3.363648584	0.007797586	0.061274988	-2.751987532	83716
LARP1P1	1.146240625	0.823120313	3.334855729	0.008172919	0.062546107	-2.799413298	100379623
ARX	1.04248125	0.771240625	3.322646002	0.008337688	0.063055253	-2.81953827	170302
H2BC11	1.331991242	5.784194604	3.291453821	0.008774431	0.064771418	-2.870986817	8970
NOS1AP	1.29248125	3.122963274	3.286038207	0.008852639	0.065035795	-2.8799243	9722
H2BC6	1.422850856	5.004610432	3.282565854	0.008903163	0.065087982	-2.885655524	8344
RPL7P49	1.307204673	1.153602336	3.280885668	0.008927717	0.065141906	-2.888428927	100271221
ASCL2	1.226722649	0.863361324	3.24573582	0.009457769	0.067037781	-2.946478532	430
PPP1R13B	2.110685107	4.869984062	3.244820967	0.009471992	0.067102753	-2.94799012	23368
MIR320A	1.532320754	2.139123651	3.235297584	0.009621359	0.067620029	-2.963727425	407037
RNU1-27P	1.486214611	2.323589329	3.224456695	0.009794354	0.068044808	-2.981646335	26865
FOSB	1.376161531	5.930591084	3.223953913	0.009802454	0.068045542	-2.982477496	2354
CYP2U1	1.065480196	4.028666646	3.213454639	0.009973205	0.068380967	-2.999836279	113612
GGT5	1.614857905	1.307428952	3.188321538	0.010394522	0.069765511	-3.041405823	2687
H2BC7	1.55377403	4.535930418	3.186808565	0.010420463	0.069886609	-3.043908934	8343
BCAN	1.451892398	3.348909473	3.174041575	0.010642036	0.070447091	-3.065033973	63827
SNORD3B-1	1.105340894	2.991392323	3.16508634	0.010800346	0.070929041	-3.07985485	26851
H1-2	1.007709705	8.884760525	3.147516723	0.011118025	0.071963536	-3.108939185	3006
SHISA2	1.29248125	0.896240625	3.142658313	0.011207557	0.072304647	-3.116983155	387914
H2AC16	1.141210772	5.817633873	3.116637504	0.011699855	0.073841395	-3.160075026	8332
FOXA3	1.29248125	1.29248125	3.101119535	0.012003973	0.074764305	-3.185780601	3171
CHGA	1.160964047	1.330482024	3.074628346	0.012542034	0.076500066	-3.229673213	1113
APBA1	2.055598105	1.674039678	3.060253717	0.012844292	0.0772561	-3.253494416	320
CA3-AS1	1.243840237	4.641603762	3.048878375	0.01308877	0.077814425	-3.27234694	100996348
H2BC5	1.035637406	6.843073357	3.036826148	0.013353004	0.078417559	-3.29232254	3017
MT1H	1.330482024	1.061481637	3.035330867	0.013386165	0.078457883	-3.294800924	4496
ANKH-DT	1.330482024	1.061481637	3.035330867	0.013386165	0.078457883	-3.294800924	118597842
RNVU1-15	1.774215385	3.156311592	3.023052932	0.013661667	0.079156495	-3.315151726	101954267
RIMKLA	1.532320754	1.662401002	3.016126254	0.013819648	0.079572026	-3.326633066	284716
MIR3143	1.688721876	0.844360938	3.015890438	0.013825059	0.079572026	-3.327023947	100422934
H2BC13	1.335982512	4.437195156	3.010776079	0.013942951	0.079913888	-3.335501366	8340
H3C10	1.021430245	5.60788763	2.999470786	0.014207214	0.08060066	-3.354240843	8357
MEFV	1.928561379	2.360521315	2.984561686	0.014563566	0.081793292	-3.378953827	4210
H4C10P	1.328787391	2.06063432	2.983477925	0.014589823	0.081793292	-3.380750224	10337
DUSP5-DT	1.726722649	0.863361324	2.96873093	0.014951955	0.082540308	-3.405193733	105378481
FAM124A	1.396240625	0.948120313	2.964581419	0.015055498	0.08279432	-3.41207143	220108
H2BC17	1.410964047	4.253555227	2.960941297	0.015146932	0.082808652	-3.418104728	8348
LINC02202	1.591580554	1.545790277	2.960883131	0.015148397	0.082808652	-3.418201133	101927740
TRIM36	2.391672082	2.092076666	2.955338458	0.015288775	0.083122323	-3.427390913	55521
ASB14	1.038000773	4.626123146	2.952581622	0.015359065	0.08329939	-3.43196001	142686
S1PR1	1.188721876	1.094360938	2.950105608	0.015422476	0.083373607	-3.436063619	1901
CBY3	1.188721876	1.094360938	2.950105608	0.015422476	0.083373607	-3.436063619	646019
ATP1A3	1.188721876	1.094360938	2.950105608	0.015422476	0.083373607	-3.436063619	478
PAG1	1.830482024	2.500203513	2.94098407	0.015658392	0.084021028	-3.451180603	55824
CNIH2	1.353449288	2.733929316	2.935561321	0.015800386	0.084321123	-3.46016718	254263
SLIT2	1.456735187	3.290052743	2.930079795	0.015945252	0.084670278	-3.469250775	9353
COLGALT2	2.618482797	2.101722649	2.928218064	0.015994762	0.084746696	-3.472335807	23127
TGFA	1.928561379	0.96428069	2.910780836	0.016466147	0.086025165	-3.501228026	7039
TMEM158	3.297378932	2.794930091	2.907761683	0.01654919	0.086272241	-3.506230013	25907
ASAP3	2.155496002	3.968308607	2.904912453	0.016627951	0.086512926	-3.510950324	55616
SOCS3	1.03003283	5.798718245	2.902931662	0.01668293	0.086629628	-3.514231802	9021
TBC1D3	2.557204673	1.278602336	2.899448334	0.016780063	0.086629628	-3.520002269	729873
TRABD2A	3.02117096	2.26058548	2.899263875	0.016785223	0.086629628	-3.520307836	129293
FRG2C	1.04248125	0.521240625	2.897786371	0.01682661	0.086629628	-3.522755383	100288801
FGF14	1.04248125	0.521240625	2.897786371	0.01682661	0.086629628	-3.522755383	2259
MSLN	1.04248125	0.521240625	2.897786371	0.01682661	0.086629628	-3.522755383	10232
LINC01315	1.04248125	0.521240625	2.897786371	0.01682661	0.086629628	-3.522755383	102723775
H2AC7	1.098079356	2.195280303	2.88874756	0.017082071	0.08710358	-3.537727531	3013
SLC22A17	2.580005723	3.582484112	2.878232308	0.017384229	0.087714192	-3.555142943	51310
UAP1-DT	1.146240625	0.573120313	2.864595277	0.017784202	0.088437923	-3.577724494	102724358
SOX11	1.146240625	0.573120313	2.864595277	0.017784202	0.088437923	-3.577724494	6664
PLET1	1.146240625	0.573120313	2.864595277	0.017784202	0.088437923	-3.577724494	349633
ELAVL3	1.146240625	0.573120313	2.864595277	0.017784202	0.088437923	-3.577724494	1995
HRC	1.476722649	1.38460195	2.8639338	0.017803839	0.088457252	-3.578819706	3270
WIF1	1.330482024	0.665241012	2.863173988	0.017826422	0.088462224	-3.580077716	11197
RUBCNL	2.102347734	1.843655117	2.856674967	0.018020783	0.088956273	-3.590837374	80183
FAM43A	2.832983021	4.266177433	2.853409463	0.018119252	0.089121963	-3.59624321	131583
PCSK5	2.013142013	2.549052257	2.85220545	0.018155696	0.089138112	-3.598236298	5125
H1-1	1.428561379	1.610521315	2.842852505	0.018441345	0.089541888	-3.613717328	3024
SOCS1	1.269339981	5.420261583	2.827958335	0.018905673	0.090783483	-3.638364214	8651
H4C2	1.400803551	4.856714831	2.81330653	0.019374015	0.091787117	-3.662602206	8366
MUC3A	1.146240625	0.969360938	2.802849518	0.019715445	0.092533814	-3.679895747	4584
MOBP	1.080482024	0.790241012	2.792298966	0.020066105	0.093284547	-3.697339336	4336
RYR2	1.226722649	0.613361324	2.789859072	0.020148093	0.093325169	-3.701372604	6262
SLCO2A1	1.226722649	0.613361324	2.789859072	0.020148093	0.093325169	-3.701372604	6578
CDHR3	1.872963274	0.936481637	2.789765399	0.020151247	0.093325169	-3.701527444	222256
TMEM88	1.872963274	0.936481637	2.789765399	0.020151247	0.093325169	-3.701527444	92162
H4C8	1.212440122	5.338361221	2.785800656	0.020285219	0.093549539	-3.708080774	8365
C4B	1.039463042	2.642694795	2.78019028	0.02047634	0.094022564	-3.717352939	721
SP8	1.51109853	1.005549265	2.777065786	0.020583566	0.094221549	-3.72251609	221833
TRO	1.497534042	6.092984899	2.776306606	0.020609705	0.094276171	-3.723770547	7216
RGS2	1.027022199	5.589919671	2.750291404	0.021525994	0.096353518	-3.766740172	5997
RNA5SP197	1.226722649	1.363361324	2.737974986	0.021974038	0.097335522	-3.787070779	100873459
TMEM225B	1.29248125	0.646240625	2.715116605	0.022830661	0.098453805	-3.824779509	100289187
RNU4-1	1.387109156	2.566517852	2.712464157	0.022932218	0.098453805	-3.829153092	26835
IER5L	1.580450217	4.303748989	2.703219536	0.023289745	0.099090605	-3.84439288	389792
PLCD4	1.476722649	1.13460195	2.692866639	0.023696801	0.100034861	-3.861452962	84812
MPPED2	1.160964047	1.080482024	2.691126664	0.023765913	0.100169287	-3.864319475	744
NUDT11	1.422989872	3.616778964	2.665920309	0.024790158	0.102628627	-3.905821436	55190
UPK1A	1.014723422	1.799842961	2.656668644	0.025177126	0.103248146	-3.92104237	11045
PREX2	1.580482024	1.186481637	2.645670939	0.025645024	0.103347071	-3.939127208	80243
MCM8-AS1	1.494319981	1.643400616	2.621756672	0.026692787	0.10547187	-3.978418052	101929225
DLX2	2.019203899	2.405842575	2.621463551	0.026705892	0.105476552	-3.978899345	1746
AMH	1.584962501	2.122963274	2.620736278	0.026738436	0.10550961	-3.980093462	268
LMX1B	2.299918086	1.399959043	2.620388563	0.02675401	0.10550961	-3.980664364	4010
C1QL1	1.848079356	0.924039678	2.619580787	0.026790224	0.105605359	-3.981990584	10882
ST3GAL6	1.28025385	3.770527035	2.609722097	0.027236182	0.106243122	-3.998172065	10402
H2AC17	1.188721876	1.344360938	2.569051881	0.029155798	0.110321566	-4.064829874	8336
RNVU1-27	1.411488283	3.231566093	2.56497557	0.0293555	0.110797918	-4.071501906	115409988
RNU5D-1	1.308356986	2.81514254	2.564159411	0.029395649	0.110844117	-4.072837575	26830
ELAPOR1	1.136080129	1.46428069	2.526791044	0.031293725	0.114940005	-4.133915957	57535
LPL	1.080482024	0.540241012	2.51385335	0.031978939	0.116300991	-4.155026232	4023
ISL2	1.080482024	0.540241012	2.51385335	0.031978939	0.116300991	-4.155026232	64843
GPER1	1.103759375	0.948120313	2.51020542	0.032174826	0.116789384	-4.160974981	2852
ONECUT2	2.230708035	2.407835268	2.509716127	0.032201191	0.116853127	-4.161772762	9480
C17orf78	1.201838731	1.24715999	2.506824021	0.032357467	0.117275938	-4.166487682	284099
TNFRSF11A	1.251756817	2.852601057	2.501507956	0.032646693	0.117857535	-4.175151697	8792
PFN1P4	1.226722649	1.50960195	2.479075166	0.033895723	0.120574719	-4.211673889	767851
BMERB1	1.330288861	5.29502854	2.47442691	0.034160406	0.121149045	-4.219233631	89927
PARM1	1.51109853	0.755549265	2.462028942	0.034876444	0.122589407	-4.239383434	25849
GPR143	1.226722649	0.863361324	2.459494653	0.035024632	0.122997876	-4.243499785	4935
PHGDH	1.556133008	10.41733332	2.455735047	0.035245618	0.123510881	-4.249604784	26227
PHLDA2	2.794238067	3.043359659	2.440160739	0.036175863	0.125445889	-4.274874425	7262
MCOLN3	2.231203126	1.365601563	2.421209621	0.037340618	0.127601274	-4.305577063	55283
DAB2	1.391997356	4.294781787	2.413568544	0.037820662	0.128690407	-4.317941628	1601
NDRG1	1.232880127	7.58130059	2.407589756	0.03820052	0.129489569	-4.327610286	10397
MLF1	1.66407959	4.563451584	2.405846869	0.038311961	0.129746743	-4.330427806	4291
CNTFR	1.476722649	0.988361324	2.401814862	0.038570998	0.130196739	-4.336944114	1271
ONECUT3	1.848079356	0.924039678	2.378660341	0.040092352	0.133298032	-4.37431662	390874
FMN2	1.673371739	1.33668587	2.376777374	0.04021864	0.133567345	-4.377352106	56776
CCDC144NL-AS1	1.146240625	1.469360938	2.367174742	0.040868788	0.13468181	-4.392823401	440416
SLC30A3	1.201838731	0.600919365	2.366428745	0.040919727	0.134799472	-4.394024687	7781
GPC5	1.201838731	0.600919365	2.366428745	0.040919727	0.134799472	-4.394024687	2262
GRM1	1.146240625	1.073120313	2.364225926	0.041070506	0.134994623	-4.397571377	2911
CDK14	1.994319981	2.577642014	2.347406032	0.04223995	0.137459787	-4.424625992	5218
CA12	1.83348735	3.297143785	2.326797133	0.04371749	0.14049404	-4.457709421	771
ADAM11	1.306627132	2.210518239	2.321880191	0.04407743	0.141291556	-4.465591583	4185
STC1	3.751526722	2.772003986	2.315640717	0.044538369	0.142270878	-4.475587621	6781
NBEAP1	1.25	0.625	2.312560453	0.04476766	0.142728505	-4.480519812	606
B3GALT1	1.668106335	0.834053168	2.30884817	0.045045535	0.143253111	-4.486461713	8708
LINC01483	1.04248125	0.771240625	2.306027257	0.045257816	0.14351988	-4.490975195	101928122
CLMN	2.198062007	2.325753653	2.305016952	0.045334082	0.143671588	-4.492591335	79789
RN7SL521P	1.062884692	2.129521702	2.295506176	0.046058227	0.145186514	-4.50779602	106479413
H3C15	1.257436836	1.774959043	2.293610694	0.046203894	0.145490198	-4.51082427	333932
RPL18AP2	1.04248125	1.41748125	2.291659935	0.04635428	0.14565274	-4.513940123	387494
FBXL7	2.157339155	1.078669578	2.274928262	0.047663936	0.148163397	-4.540634998	23194
RN7SKP255	1.190131491	5.728072905	2.268630992	0.04816615	0.149052278	-4.550668054	106479209
PSCA	1.26109853	1.130549265	2.267474852	0.048258912	0.149200189	-4.552509213	8000
ZC3H12C	2.112502091	2.782973694	2.261335412	0.048754437	0.150130717	-4.562281875	85463
MYPN	1.726722649	0.863361324	2.259028017	0.04894195	0.150540448	-4.565952807	84665
NPTX1	1.42568747	2.755324985	2.257517144	0.049065114	0.150753632	-4.568355939	4884
PLEKHH1	1.25515074	4.282401109	2.257173217	0.049093192	0.150813424	-4.568902912	57475
