"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"seqnames"	"start"	"end"	"width"	"strand"	"width.1"	"strand.1"	"Conc"	"Conc_treated"	"Conc_control"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"GENENAME"
"COL21A1"	-1.879143307	2.329546654	-3.224632725	0.020931216	0.143917378	-3.752746662	"6"	56027447	56029689	2243	"*"	2244	"*"	1.049875958	0.003749798	1.649891843	-1.717125815	0.50624076	0.998642427	"Distal Intergenic"	6	56057670	56061177	3508	2	"ENSG00000124749"	"ENST00000482933"	31488	81578	"collagen type XXI alpha 1 chain"
"CYP4F12"	-2.261033516	6.996718438	-14.18145896	1.77e-05	0.004116119	3.859898906	"19"	15665087	15673917	8831	"*"	8832	"*"	4.139425781	3.920229042	4.329669443	-0.605239315	0.403340703	0.998642427	"Promoter (<=1kb)"	19	15673018	15682447	9430	1	"ENSG00000186204"	"ENST00000547332"	0	66002	"cytochrome P450 family 4 subfamily F member 12"
"DEGS2"	-1.748848761	3.737329259	-5.403142312	0.002316109	0.043922846	-1.310774366	"14"	100195052	100196251	1200	"*"	1201	"*"	1.351304904	1.037593708	1.608835262	-0.734010631	0.739574806	0.998642427	"Distal Intergenic"	14	100143957	100159645	15689	2	"ENSG00000168350"	"ENST00000305631"	-35407	123099	"delta 4-desaturase, sphingolipid 2"
"DEGS2"	-1.748848761	3.737329259	-5.403142312	0.002316109	0.043922846	-1.310774366	"14"	100186313	100188443	2131	"*"	2132	"*"	1.940162456	1.314575631	2.375091046	-1.217690277	0.408691426	0.998642427	"Distal Intergenic"	14	100143957	100159645	15689	2	"ENSG00000168350"	"ENST00000305631"	-26668	123099	"delta 4-desaturase, sphingolipid 2"
"DGKA"	-1.017629433	8.495428979	-7.94769323	0.000354164	0.017537416	0.762527717	"12"	55930243	55934936	4694	"*"	4695	"*"	3.419068301	3.052769859	3.710942506	-0.847764217	0.349587639	0.998642427	"Promoter (<=1kb)"	12	55930428	55936567	6140	1	"ENSG00000065357"	"ENST00000547015"	0	1606	"diacylglycerol kinase alpha"
"DPP10"	-1.551783943	2.078188837	-2.517317626	0.049823536	0.22879663	-4.689174742	"2"	115736028	115740660	4633	"*"	4634	"*"	2.358623369	1.372711874	2.938858962	-1.714772906	0.169756977	0.998642427	"Exon (ENST00000410059/ENSG00000175497, exon 9 of 26)"	2	115814663	115836682	22020	1	"ENSG00000175497"	"ENST00000473362"	-74003	57628	"dipeptidyl peptidase like 10"
"DPP10"	-1.551783943	2.078188837	-2.517317626	0.049823536	0.22879663	-4.689174742	"2"	115445346	115448706	3361	"*"	3362	"*"	1.578957457	0	2.323149836	-2.416330323	0.244716463	0.998642427	"Intron (ENST00000436732/ENSG00000175497, intron 4 of 4)"	2	115440872	115739765	298894	1	"ENSG00000175497"	"ENST00000488208"	4474	57628	"dipeptidyl peptidase like 10"
"DPY19L2"	-1.422830894	8.345601945	-11.201079	6.1e-05	0.007215176	2.629032146	"12"	63557122	63562298	5177	"*"	5178	"*"	2.412742135	1.757251609	2.861791473	-1.271963966	0.264345731	0.998642427	"3' UTR"	12	63560059	63569469	9411	2	"ENSG00000177990"	"ENST00000541911"	7171	283417	"dpy-19 like 2"
"DRC7"	-1.269159063	5.143371855	-4.832879903	0.003865982	0.058417628	-1.881787117	"16"	57693520	57697993	4474	"*"	4475	"*"	3.284015494	3.012683207	3.512305888	-0.690402167	0.456347178	0.998642427	"Promoter (<=1kb)"	16	57694793	57698928	4136	1	"ENSG00000159625"	"ENST00000569375"	0	84229	"dynein regulatory complex subunit 7"
"ECHDC2"	-1.442438408	7.429572624	-8.04932101	0.000332219	0.017117271	0.832079792	"1"	52903415	52907009	3595	"*"	3596	"*"	2.352141154	1.571375302	2.855939954	-1.444378714	0.224772723	0.998642427	"Promoter (<=1kb)"	1	52896232	52904847	8616	2	"ENSG00000121310"	"ENST00000479183"	0	55268	"enoyl-CoA hydratase domain containing 2"
"EML1"	-1.230014849	3.024613655	-6.109740135	0.00129373	0.032355339	-0.663096134	"14"	99898763	99900375	1613	"*"	1614	"*"	0.15128591	0	1.15128591	-4.327495235	0.331810281	0.998642427	"Promoter (<=1kb)"	14	99899412	99911438	12027	1	"ENSG00000066629"	"ENST00000555812"	0	2009	"EMAP like 1"
"EPB42"	-1.248643721	13.71513199	-11.39977004	5.56e-05	0.006941199	2.722933795	"15"	43217875	43223659	5785	"*"	5786	"*"	4.395576747	3.779692022	4.825830317	-1.238236787	0.078772305	0.998642427	"Promoter (<=1kb)"	15	43197227	43221018	23792	2	"ENSG00000166947"	"ENST00000441366"	0	2038	"erythrocyte membrane protein band 4.2"
"FMNL1"	-1.976219116	6.892265074	-13.26502703	2.52e-05	0.004729961	3.518614595	"17"	45211971	45243064	31094	"*"	31095	"*"	5.662353513	5.443693283	5.852193097	-0.607226675	0.407546439	0.998642427	"Promoter (<=1kb)"	17	45221444	45222097	654	1	"ENSG00000184922"	"ENST00000592415"	0	752	"formin like 1"
"FRMD4A"	-1.603856829	9.233876797	-13.32330709	2.46e-05	0.004686337	3.541210277	"10"	13690436	13696707	6272	"*"	6273	"*"	3.153464402	1.976896005	3.792786831	-1.980574231	0.054043296	0.998642427	"Exon (ENST00000357447/ENSG00000151474, exon 15 of 25)"	10	13684036	13707126	23091	2	"ENSG00000151474"	"ENST00000632314"	10419	55691	"FERM domain containing 4A"
"FRMD4A"	-1.603856829	9.233876797	-13.32330709	2.46e-05	0.004686337	3.541210277	"10"	13703366	13710001	6636	"*"	6637	"*"	3.995859391	3.446532178	4.392743638	-1.1368869	0.13577965	0.998642427	"Promoter (<=1kb)"	10	13675038	13707536	32499	2	"ENSG00000151474"	"ENST00000632570"	0	55691	"FERM domain containing 4A"
"FRMD4A"	-1.603856829	9.233876797	-13.32330709	2.46e-05	0.004686337	3.541210277	"10"	13697088	13702729	5642	"*"	5643	"*"	2.933688238	1.949065034	3.513488502	-1.73104029	0.099976105	0.998642427	"5' UTR"	10	13684036	13707126	23091	2	"ENSG00000151474"	"ENST00000632314"	4397	55691	"FERM domain containing 4A"
"FRY"	-1.194557992	8.877629375	-9.754164913	0.000124813	0.010316225	1.88224862	"13"	31998401	32002441	4041	"*"	4042	"*"	2.01345844	0.601811167	2.713114666	-2.214892797	0.145350003	0.998642427	"Intron (ENST00000645780/ENSG00000073910, intron 2 of 61)"	13	31985685	31990997	5313	1	"ENSG00000073910"	"ENST00000441659"	12716	10129	"FRY microtubule binding protein"
"GALNTL6"	-1.021348523	5.702599455	-5.185488955	0.002802967	0.04940026	-1.523366642	"4"	172900026	172905707	5682	"*"	5683	"*"	2.136227655	0	3.136227655	-6.258452742	0.001095718	0.998642427	"Intron (ENST00000506823/ENSG00000174473, intron 8 of 12)"	4	172809360	173040100	230741	1	"ENSG00000174473"	"ENST00000616459"	90666	442117	"polypeptide N-acetylgalactosaminyltransferase like 6"
"GALNTL6"	-1.021348523	5.702599455	-5.185488955	0.002802967	0.04940026	-1.523366642	"4"	172842055	172843254	1200	"*"	1201	"*"	0	0	0.829493498	-4.02330076	0.408339565	0.998642427	"Intron (ENST00000506823/ENSG00000174473, intron 7 of 12)"	4	172809360	173040100	230741	1	"ENSG00000174473"	"ENST00000616459"	32695	442117	"polypeptide N-acetylgalactosaminyltransferase like 6"
"GALNTL6"	-1.021348523	5.702599455	-5.185488955	0.002802967	0.04940026	-1.523366642	"4"	171808349	171818279	9931	"*"	9932	"*"	4.244857798	3.756749717	4.608915312	-1.04508347	0.144139131	0.998642427	"Promoter (<=1kb)"	4	171812254	171815579	3326	1	"ENSG00000174473"	"ENST00000511251"	0	442117	"polypeptide N-acetylgalactosaminyltransferase like 6"
"GAS7"	-1.184297791	7.115199227	-6.558778907	0.000917728	0.026677313	-0.282668515	"17"	9975391	9977303	1913	"*"	1914	"*"	1.22866427	0	2.070181719	-3.001071882	0.263232217	0.998642427	"Intron (ENST00000432992/ENSG00000007237, intron 3 of 13)"	17	9926730	9959495	32766	2	"ENSG00000007237"	"ENST00000580811"	-15896	8522	"growth arrest specific 7"
"GGT1"	-1.535776771	2.824530053	-3.051545812	0.025703366	0.160520272	-3.976847197	"22"	24602900	24605370	2471	"*"	2472	"*"	1.976742024	0.628513427	2.661314815	-2.137617852	0.146762735	0.998642427	"Promoter (<=1kb)"	22	24603147	24628134	24988	1	"ENSG00000100031"	"ENST00000412658"	0	2678	"gamma-glutamyltransferase 1"
"GPT"	-2.231334314	5.461058361	-7.930681074	0.000358001	0.017537416	0.750800163	"8"	144502575	144505426	2852	"*"	2853	"*"	2.453742339	2.20691231	2.664447749	-0.642250061	0.570941209	0.998642427	"Promoter (<=1kb)"	8	144502973	144507174	4202	1	"ENSG00000167701"	"ENST00000528431"	0	2875	"glutamic--pyruvic transaminase"
"GUCY2F"	-1.692667504	3.367081227	-3.874805665	0.010090517	0.097736456	-2.948883021	"X"	109489432	109491564	2133	"*"	2134	"*"	0.527518127	0	1.527518127	-4.688906756	0.29548061	0.998642427	"Distal Intergenic"	23	109372906	109482086	109181	2	"ENSG00000101890"	"ENST00000218006"	-7346	2986	"guanylate cyclase 2F, retinal"
"GUCY2F"	-1.692667504	3.367081227	-3.874805665	0.010090517	0.097736456	-2.948883021	"X"	109472825	109477450	4626	"*"	4627	"*"	2.509399673	1.605063105	3.061010837	-1.614236507	0.170094444	0.998642427	"5' UTR"	23	109372906	109482086	109181	2	"ENSG00000101890"	"ENST00000218006"	4636	2986	"guanylate cyclase 2F, retinal"
"HOPX"	-1.723308334	0.861654167	-4.18661492	0.007277578	0.081946665	-2.586177071	"4"	56642913	56644112	1200	"*"	1201	"*"	0.527518127	0	1.527518127	-4.688906756	0.29548061	0.998642427	"Distal Intergenic"	4	56648000	56651202	3203	2	"ENSG00000171476"	"ENST00000503864"	7090	84525	"HOP homeobox"
"IFI44L"	-2.506999814	3.125069855	-2.837604668	0.033340795	0.183779046	-4.258851929	"1"	78600378	78601577	1200	"*"	1201	"*"	0	0	0.829493498	-4.02330076	0.408339565	0.998642427	"Distal Intergenic"	1	78619902	78642369	22468	1	"ENSG00000137959"	"ENST00000679998"	-18325	10964	"interferon induced protein 44 like"
"IL7"	-1.042019362	4.813437726	-6.15279223	0.001250765	0.031750455	-0.625619351	"8"	78748466	78750449	1984	"*"	1985	"*"	0.660031915	0	1.420155015	-2.379993369	0.480503905	0.998642427	"Intron (ENST00000263851/ENSG00000104432, intron 2 of 5)"	8	78717900	78740082	22183	2	"ENSG00000104432"	"ENST00000519833"	-8384	3574	"interleukin 7"
"KAZALD1"	-1.872965543	6.402730669	-6.358818207	0.001066803	0.028717762	-0.449254213	"10"	101062110	101063837	1728	"*"	1729	"*"	2.971480216	2.709769146	3.192926653	-0.672463796	0.506175937	0.998642427	"Promoter (<=1kb)"	10	101063078	101067890	4813	1	"ENSG00000107821"	"ENST00000477267"	0	81621	"Kazal type serine peptidase inhibitor domain 1"
"KCNH2"	-1.108982829	12.61259002	-9.967731994	0.000111633	0.009572895	1.999968629	"7"	150929226	150932061	2836	"*"	2837	"*"	1.879966781	0.037940233	2.66327281	-2.672940818	0.111155258	0.998642427	"Distal Intergenic"	7	150950680	150951516	837	2	"ENSG00000055118"	"ENST00000683359"	19455	3757	"potassium voltage-gated channel subfamily H member 2"
"KCNH2"	-1.108982829	12.61259002	-9.967731994	0.000111633	0.009572895	1.999968629	"7"	150954444	150957503	3060	"*"	3061	"*"	3.764489096	3.418427512	4.043391091	-0.8173136	0.316316634	0.998642427	"Promoter (<=1kb)"	7	150944961	150955804	10844	2	"ENSG00000055118"	"ENST00000330883"	0	3757	"potassium voltage-gated channel subfamily H member 2"
"KLHL6"	-1.014812446	9.511268764	-5.570046686	0.002008447	0.040634095	-1.152054017	"3"	183509569	183511054	1486	"*"	1487	"*"	0.15128591	0	1.15128591	-4.327495235	0.331810281	0.998642427	"Intron (ENST00000468734/ENSG00000172578, intron 2 of 7)"	3	183520212	183544785	24574	2	"ENSG00000172578"	"ENST00000487643"	33731	89857	"kelch like family member 6"
"LGR6"	-2.076272897	1.899790615	-4.228060861	0.006975828	0.08029173	-2.539098299	"1"	202233960	202238419	4460	"*"	4461	"*"	3.420685746	2.99618366	3.748262933	-0.940787442	0.299802715	0.998642427	"Exon (ENST00000367278/ENSG00000133067, exon 4 of 18)"	1	202225423	202236334	10912	1	"ENSG00000133067"	"ENST00000503519"	8537	59352	"leucine rich repeat containing G protein-coupled receptor 6"
"LHFPL2"	-1.687758586	7.230555615	-6.84242901	0.000745935	0.023801393	-0.053792275	"5"	78587230	78591146	3917	"*"	3918	"*"	3.252602399	2.578867168	3.710058485	-1.312236894	0.170143212	0.998642427	"Promoter (<=1kb)"	5	78510039	78590192	80154	2	"ENSG00000145685"	"ENST00000510949"	0	10184	"LHFPL tetraspan subfamily member 2"
"LINC00656"	-1.532004719	6.368990418	-12.94740985	2.86e-05	0.005028138	3.393225939	"20"	23129437	23130636	1200	"*"	1201	"*"	0.961202366	0.612575557	1.241765311	-0.776491936	0.781988169	0.998642427	"Promoter (1-2kb)"	20	23125068	23132631	7564	2	"ENSG00000233746"	"ENST00000443744"	1995	200261	"long intergenic non-protein coding RNA 656"
"LINC01234"	-1.265286428	1.689284881	-2.712483116	0.038940664	0.200542404	-4.425982736	"12"	113712310	113714572	2263	"*"	2264	"*"	0.950715973	0.004293681	1.517367763	-1.591177823	0.617686892	0.998642427	"Intron (ENST00000661760/ENSG00000249550, intron 2 of 3)"	12	113744731	113757565	12835	2	"ENSG00000249550"	"ENST00000653736"	42993	100506465	"long intergenic non-protein coding RNA 1234"
"LRRN2"	-1.969545161	7.85853292	-16.71538677	7.41e-06	0.003490126	4.667649162	"1"	204690207	204694525	4319	"*"	4320	"*"	3.112808608	2.192072061	3.670351757	-1.649620915	0.099739715	0.998642427	"Distal Intergenic"	1	204617170	204685738	68569	2	"ENSG00000170382"	"ENST00000367177"	-4469	10446	"leucine rich repeat neuronal 2"
"MAP3K15"	-1.562353563	3.719103845	-5.362481311	0.002399119	0.044876772	-1.350001956	"X"	19540087	19541418	1332	"*"	1333	"*"	0.496314637	0	1.200988255	-2.077873685	0.624485905	0.998642427	"Intron (ENST00000397821/ENSG00000147010, intron 16 of 17)"	23	19360059	19515508	155450	2	"ENSG00000180815"	"ENST00000338883"	-24579	389840	"mitogen-activated protein kinase kinase kinase 15"
"MIR9-3HG"	-1.260453238	2.353534953	-3.778634848	0.011193905	0.102738456	-3.063785445	"15"	89361149	89363081	1933	"*"	1934	"*"	2.828600018	2.578530234	3.041660143	-0.651877068	0.530746401	0.998642427	"Promoter (<=1kb)"	15	89361579	89398487	36909	1	"ENSG00000255571"	"ENST00000536780"	0	254559	"MIR9-3 host gene"
"MLKL"	-1.127179456	7.570385024	-6.321598923	0.001097572	0.029241226	-0.480754977	"16"	74691038	74692778	1741	"*"	1742	"*"	0.913192493	0	1.700291435	-2.566693632	0.393193814	0.998642427	"Promoter (<=1kb)"	16	74675618	74691469	15852	2	"ENSG00000168404"	"ENST00000571303"	0	197259	"mixed lineage kinase domain like pseudokinase"
"MRC2"	-1.627617923	8.212599894	-12.63563512	3.25e-05	0.00518287	3.266337994	"17"	62689742	62694680	4939	"*"	4940	"*"	3.802168452	3.39353327	4.120241474	-0.918307005	0.254057983	0.998642427	"Promoter (<=1kb)"	17	62688858	62689933	1076	1	"ENSG00000011028"	"ENST00000580916"	884	9902	"mannose receptor C type 2"
"MTUS2"	-2.250195788	6.086488067	-12.15609403	3.98e-05	0.005746311	3.063433784	"13"	29151847	29153046	1200	"*"	1201	"*"	0.15128591	0	1.15128591	-4.327495235	0.331810281	0.998642427	"Intron (ENST00000612955/ENSG00000132938, intron 5 of 15)"	13	29071984	29281770	209787	1	"ENSG00000132938"	"ENST00000255289"	79863	23281	"microtubule associated scaffold protein 2"
"MYB"	-1.330815826	12.56878716	-7.32126501	0.000533956	0.020579045	0.313935848	"6"	135160902	135167338	6437	"*"	6438	"*"	2.979133267	1.774192322	3.626413603	-2.011446991	0.058638144	0.998642427	"Distal Intergenic"	6	135181308	135219172	37865	1	"ENSG00000118513"	"ENST00000341911"	-13970	4602	"MYB proto-oncogene, transcription factor"
"NPAS3"	-1.830617699	1.443629683	-2.997559	0.027429618	0.165500475	-4.047515927	"14"	33281898	33283097	1200	"*"	1201	"*"	0	0	0.78940098	-3.988179206	0.460195395	0.998642427	"Intron (ENST00000551634/ENSG00000151322, intron 2 of 10)"	14	33215312	33612580	397269	1	"ENSG00000151322"	"ENST00000546849"	66586	64067	"neuronal PAS domain protein 3"
"NTN1"	-1.45585692	3.563860007	-3.101085338	0.024224561	0.155417138	-3.912314043	"17"	9025823	9027022	1200	"*"	1201	"*"	0	0	0.78940098	-3.988179206	0.460195395	0.998642427	"Intron (ENST00000173229/ENSG00000065320, intron 2 of 6)"	17	9021510	9244000	222491	1	"ENSG00000065320"	"ENST00000173229"	4313	9423	"netrin 1"
"OR10Z1"	-1.835477737	9.505580209	-15.20657515	1.22e-05	0.00349888	4.208852899	"1"	158601935	158609371	7437	"*"	7438	"*"	4.245347235	3.124887057	4.86832715	-1.927188927	0.009289191	0.998642427	"Promoter (<=1kb)"	1	158605268	158612514	7247	1	"ENSG00000198967"	"ENST00000641002"	0	128368	"olfactory receptor family 10 subfamily Z member 1"
"PAQR9-AS1"	-1.69089983	6.010401776	-12.45809401	3.5e-05	0.005465562	3.192334307	"3"	142975635	142980344	4710	"*"	4711	"*"	3.495413371	3.18902094	3.747996941	-0.750452072	0.394125125	0.998642427	"Intron (ENST00000497652/ENSG00000241570, intron 2 of 4)"	3	142964582	142969769	5188	1	"ENSG00000241570"	"ENST00000625677"	11053	101927832	"PAQR9 antisense RNA 1"
"PARD3B"	-1.451930516	3.69492879	-4.074462496	0.008171572	0.087028458	-2.714902725	"2"	204885302	204886501	1200	"*"	1201	"*"	0	0	0.829493498	-4.02330076	0.408339565	0.998642427	"Intron (ENST00000406610/ENSG00000116117, intron 2 of 22)"	2	204965152	205620162	655011	1	"ENSG00000116117"	"ENST00000613457"	-78651	117583	"par-3 family cell polarity regulator beta"
"PARD3B"	-1.451930516	3.69492879	-4.074462496	0.008171572	0.087028458	-2.714902725	"2"	204530622	204531821	1200	"*"	1201	"*"	0.205683593	0	1.205683593	-4.38115175	0.375059067	0.998642427	"Distal Intergenic"	2	204545475	205620162	1074688	1	"ENSG00000116117"	"ENST00000406610"	-13654	117583	"par-3 family cell polarity regulator beta"
"PARD3B"	-1.451930516	3.69492879	-4.074462496	0.008171572	0.087028458	-2.714902725	"2"	205086070	205087269	1200	"*"	1201	"*"	0	0	0.829493498	-4.02330076	0.408339565	0.998642427	"Intron (ENST00000406610/ENSG00000116117, intron 4 of 22)"	2	205103692	205121688	17997	1	"ENSG00000116117"	"ENST00000489565"	-16423	117583	"par-3 family cell polarity regulator beta"
"PARP15"	-1.900912753	7.50726803	-12.24980566	3.82e-05	0.005578019	3.103846256	"3"	122601619	122602952	1334	"*"	1335	"*"	0.746954922	0	1.52290579	-2.483459761	0.507709907	0.998642427	"Intron (ENST00000483793/ENSG00000173200, intron 1 of 8)"	3	122594524	122636039	41516	1	"ENSG00000173200"	"ENST00000465304"	7095	165631	"poly(ADP-ribose) polymerase family member 15"
"PDE4A"	-1.787131825	7.49195832	-9.932607313	0.000113684	0.009658205	1.980797937	"19"	10415334	10418390	3057	"*"	3058	"*"	4.785270326	4.41402759	5.080268885	-0.862357661	0.216437843	0.998642427	"Promoter (<=1kb)"	19	10416773	10467649	50877	1	"ENSG00000065989"	"ENST00000592685"	0	5141	"phosphodiesterase 4A"
"PLD1"	-1.028555982	9.439820869	-9.302603695	0.000159214	0.011505089	1.623906062	"3"	171812995	171814840	1846	"*"	1847	"*"	0.891608707	0.516049558	1.18932062	-0.819261014	0.795800224	0.998642427	"Promoter (2-3kb)"	3	171788581	171810950	22370	2	"ENSG00000075651"	"ENST00000497307"	-2045	5337	"phospholipase D1"
"PLP2"	-1.122492482	8.812482771	-7.626674034	0.000435526	0.018500409	0.537024872	"X"	49171177	49173234	2058	"*"	2059	"*"	3.851277016	3.589417672	4.072829521	-0.677754479	0.394604301	0.998642427	"Promoter (<=1kb)"	23	49171898	49175235	3338	1	"ENSG00000102007"	"ENST00000376327"	0	5355	"proteolipid protein 2"
"PPP1R1C"	-1.968963532	0.984481766	-9.334807557	0.000156419	0.01147093	1.642769416	"2"	182150538	182151737	1200	"*"	1201	"*"	0.205683593	0	1.205683593	-4.38115175	0.375059067	0.998642427	"Intron (ENST00000435564/ENSG00000115252, intron 13 of 14)"	2	182103601	182117917	14317	1	"ENSG00000150722"	"ENST00000494189"	46937	151242	"protein phosphatase 1 regulatory inhibitor subunit 1C"
"PRKCH"	-1.636865704	5.295250369	-9.162896781	0.00017204	0.01199043	1.541266121	"14"	61491696	61492933	1238	"*"	1239	"*"	0.178957519	0	0.834531947	-1.831025488	0.667826959	0.998642427	"Promoter (<=1kb)"	14	61492193	61547864	55672	1	"ENSG00000027075"	"ENST00000555628"	0	5583	"protein kinase C eta"
"PTPRF"	-1.747517325	8.362840769	-10.53838137	8.37e-05	0.008117323	2.301350411	"1"	43521023	43527096	6074	"*"	6075	"*"	4.605264959	4.370802691	4.806896614	-0.632973953	0.356702843	0.998642427	"Promoter (<=1kb)"	1	43525187	43553519	28333	1	"ENSG00000142949"	"ENST00000496043"	0	5792	"protein tyrosine phosphatase receptor type F"
