"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"seqnames"	"start"	"end"	"width"	"strand"	"width.1"	"strand.1"	"Conc"	"Conc_treated"	"Conc_control"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"GENENAME"
"CCSER1"	1.935784974	3.603522686	5.62531532	0.0019172	0.039957363	-1.100298863	"4"	90148743	90150823	2081	"*"	2082	"*"	1.277924041	1.665953295	0.745506938	0.680546192	0.782929411	0.998642427	"Intron (ENST00000509176/ENSG00000184305, intron 1 of 10)"	4	90127535	90923530	795996	1	"ENSG00000184305"	"ENST00000505073"	21208	401145	"coiled-coil serine rich protein 1"
"CLDN5"	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	"22"	19522922	19529436	6515	"*"	6516	"*"	3.220777959	4.104527536	0.529584526	3.276841808	0.003815037	0.998642427	"Promoter (<=1kb)"	22	19523024	19527545	4522	2	"ENSG00000184113"	"ENST00000406028"	0	7122	"claudin 5"
"CTNNA3"	1.302296865	0.984481766	2.901308945	0.030833504	0.176312747	-4.174349247	"10"	67766835	67768034	1200	"*"	1201	"*"	0.851464124	1.375176193	0.021005433	1.069561668	0.740025335	0.998642427	"Distal Intergenic"	10	65912457	67763637	1851181	2	"ENSG00000183230"	"ENST00000684154"	-3198	29119	"catenin alpha 3"
"DIPK1B"	1.450327368	5.372851754	5.426213101	0.00227049	0.043355247	-1.288615286	"9"	136715411	136724170	8760	"*"	8761	"*"	4.928988182	5.397231798	4.231338316	0.961423415	0.175294972	0.998642427	"Promoter (<=1kb)"	9	136720885	136724050	3166	1	"ENSG00000165716"	"ENST00000371691"	0	138311	"divergent protein kinase domain 1B"
"DNAAF8"	1.742939563	2.399790615	6.363519659	0.001062988	0.028704722	-0.445286265	"16"	4732636	4736999	4364	"*"	4365	"*"	4.731764089	5.203786829	4.025598723	0.972971924	0.16388399	0.998642427	"Promoter (<=1kb)"	16	4734344	4740345	6002	1	"ENSG00000166246"	"ENST00000586724"	0	146562	"dynein axonemal assembly factor 8"
"EFNB2"	2.117505472	5.037632049	10.86467449	7.15e-05	0.007513732	2.465552586	"13"	106532667	106537201	4535	"*"	4536	"*"	5.228778468	5.585164449	4.754416654	0.6283322	0.388700604	0.998642427	"Promoter (<=1kb)"	13	106489745	106535662	45918	2	"ENSG00000125266"	"ENST00000646441"	0	1948	"ephrin B2"
"EFR3B"	1.037083031	5.190346533	4.231162856	0.006953824	0.080170769	-2.535585373	"2"	25039718	25044860	5143	"*"	5144	"*"	4.953976496	5.493320874	4.08276632	1.204741891	0.093461193	0.998642427	"Promoter (<=1kb)"	2	25042076	25159135	117060	1	"ENSG00000084710"	"ENST00000403714"	0	22979	"EFR3 homolog B"
"EGLN3"	1.370650627	7.451094691	7.76207564	0.00039879	0.017537416	0.633232624	"14"	34225964	34228815	2852	"*"	2853	"*"	1.847829407	2.497712927	0.633450229	1.591944449	0.331757879	0.998642427	"Promoter (<=1kb)"	14	34096163	34227814	131652	2	"ENSG00000129521"	"ENST00000546681"	0	112399	"egl-9 family hypoxia inducible factor 3"
"EGLN3"	1.370650627	7.451094691	7.76207564	0.00039879	0.017537416	0.633232624	"14"	34460919	34465862	4944	"*"	4945	"*"	4.71538885	5.166009865	4.05651293	0.904663755	0.193982748	0.998642427	"Promoter (<=1kb)"	14	33985381	34462774	477394	2	"ENSG00000129521"	"ENST00000551935"	0	112399	"egl-9 family hypoxia inducible factor 3"
"EMB"	1.635630199	1.679469266	3.908455153	0.009733969	0.096162853	-2.90901646	"5"	50387260	50390269	3010	"*"	3011	"*"	1.637689551	2.637689551	0	5.571463033	0.026278579	0.998642427	"Distal Intergenic"	5	50398027	50411998	13972	2	"ENSG00000170571"	"ENST00000505896"	21729	133418	"embigin"
"EMB"	1.635630199	1.679469266	3.908455153	0.009733969	0.096162853	-2.90901646	"5"	50343197	50344815	1619	"*"	1620	"*"	1.391703556	2.391703556	0	5.33158089	0.074936986	0.998642427	"Distal Intergenic"	5	50398027	50411998	13972	2	"ENSG00000170571"	"ENST00000505896"	67183	133418	"embigin"
"ERBB3"	1.796104317	6.177162915	11.80308951	4.64e-05	0.006285576	2.907753002	"12"	56073761	56081239	7479	"*"	7480	"*"	3.967672578	4.345530899	3.454311897	0.685260814	0.375220711	0.998642427	"Promoter (<=1kb)"	12	56076799	56083902	7104	1	"ENSG00000065361"	"ENST00000643266"	0	2065	"erb-b2 receptor tyrosine kinase 3"
"ERO1B"	1.582570145	5.843404953	4.29065485	0.006546771	0.077736891	-2.468498908	"1"	236211883	236213082	1200	"*"	1201	"*"	0	0.918049448	0	3.919418594	0.432781321	0.998642427	"Intron (ENST00000477559/ENSG00000077585, intron 2 of 2)"	1	236220173	236226495	6323	2	"ENSG00000086619"	"ENST00000264181"	13413	56605	"endoplasmic reticulum oxidoreductase 1 beta"
"ERO1B"	1.582570145	5.843404953	4.29065485	0.006546771	0.077736891	-2.468498908	"1"	236238937	236240849	1913	"*"	1914	"*"	1.426123228	2.14888749	0	1.91775111	0.372740253	0.998642427	"Intron (ENST00000354619/ENSG00000086619, intron 6 of 15)"	1	236214681	236230605	15925	2	"ENSG00000086619"	"ENST00000685201"	-8332	56605	"endoplasmic reticulum oxidoreductase 1 beta"
"ESAM"	1.429698901	3.683812982	4.001959627	0.008815948	0.09111805	-2.799155908	"11"	124761765	124767012	5248	"*"	5249	"*"	3.744320815	4.10566546	3.26109715	0.638069757	0.441546593	0.998642427	"Promoter (<=1kb)"	11	124752583	124762290	9708	2	"ENSG00000149564"	"ENST00000444566"	0	90952	"endothelial cell adhesion molecule"
"ESPN"	1.688915469	10.78426286	14.61210038	1.51e-05	0.003876073	4.010477053	"1"	6436696	6442424	5729	"*"	5730	"*"	3.994480826	4.46102294	3.30064137	0.952348992	0.214345301	0.998642427	"Promoter (<=1kb)"	1	6437300	6440797	3498	1	"ENSG00000187017"	"ENST00000633651"	0	83715	"espin"
"ETS1"	2.165887595	5.329537334	7.115599324	0.000614991	0.022112551	0.158763634	"11"	128585668	128586931	1264	"*"	1265	"*"	0.543949214	1.242196288	0	1.697058606	0.654696011	0.998642427	"Promoter (<=1kb)"	11	128571808	128587523	15716	2	"ENSG00000134954"	"ENST00000527676"	592	2113	"ETS proto-oncogene 1, transcription factor"
"ETS1"	2.165887595	5.329537334	7.115599324	0.000614991	0.022112551	0.158763634	"11"	128406033	128407873	1841	"*"	1842	"*"	1.016574766	1.643271964	0	1.453672264	0.614215591	0.998642427	"Distal Intergenic"	11	128462544	128463950	1407	2	"ENSG00000134954"	"ENST00000530924"	56077	2113	"ETS proto-oncogene 1, transcription factor"
"EXPH5"	1.008863103	4.535350598	2.653053829	0.041952954	0.208926435	-4.505842498	"11"	108594551	108596184	1634	"*"	1635	"*"	0.872432683	1.872432683	0	4.827761735	0.208219357	0.998642427	"Promoter (<=1kb)"	11	108505435	108593768	88334	2	"ENSG00000110723"	"ENST00000265843"	-783	23086	"exophilin 5"
"FAM43A"	1.66467908	4.968803185	10.66014208	7.89e-05	0.007879416	2.363291695	"3"	194679239	194688606	9368	"*"	9369	"*"	4.747849678	5.122678617	4.240090937	0.679127083	0.327297349	0.998642427	"Promoter (<=1kb)"	3	194685883	194689037	3155	1	"ENSG00000185112"	"ENST00000329759"	0	131583	"family with sequence similarity 43 member A"
"FBLN1"	1.245655198	1.484481766	2.952767949	0.0289592	0.170602666	-4.106408694	"22"	45567835	45570394	2560	"*"	2561	"*"	1.525637615	2.09801597	0.562744556	1.270246132	0.506448075	0.998642427	"Intron (ENST00000327858/ENSG00000077942, intron 14 of 16)"	22	45577039	45578434	1396	1	"ENSG00000077942"	"ENST00000460300"	-6645	2192	"fibulin 1"
"FBXL13"	1.215505724	4.607635441	5.467897949	0.002190674	0.0427096	-1.24875734	"7"	103074252	103076699	2448	"*"	2449	"*"	5.165695178	5.521467637	4.692423933	0.626544687	0.3869294	0.998642427	"Promoter (<=1kb)"	7	102813230	103074833	261604	2	"ENSG00000161040"	"ENST00000379305"	0	222235	"F-box and leucine rich repeat protein 13"
"FLI1"	1.362410946	6.05947458	8.059469681	0.000330116	0.017062703	0.838978068	"11"	128795963	128798736	2774	"*"	2775	"*"	1.525299884	2.399174287	0	2.98282691	0.163783804	0.998642427	"Intron (ENST00000608303/ENSG00000151702, intron 3 of 6)"	11	128803876	128812416	8541	1	"ENSG00000151702"	"ENST00000528790"	-5140	2313	"Fli-1 proto-oncogene, ETS transcription factor"
"FRMD6"	1.235459091	4.060994992	5.458431322	0.002208511	0.042829515	-1.257788846	"14"	51548547	51550333	1787	"*"	1788	"*"	1.081963085	1.643095796	0.151178068	1.204156676	0.672393415	0.998642427	"Intron (ENST00000556137/ENSG00000139926, intron 2 of 3)"	14	51554660	51579297	24638	1	"ENSG00000139926"	"ENST00000555952"	-4327	122786	"FERM domain containing 6"
"GAREM1"	1.045220726	4.168156342	5.178068971	0.002821542	0.049652273	-1.530728427	"18"	32466007	32473490	7484	"*"	7485	"*"	4.357060211	4.739876037	3.83445929	0.70077122	0.318814211	0.998642427	"Promoter (<=1kb)"	18	32263522	32470484	206963	2	"ENSG00000141441"	"ENST00000399218"	0	64762	"GRB2 associated regulator of MAPK1 subtype 1"
"GPT2"	1.200509591	8.809060392	7.157061105	0.000597557	0.021805268	0.190375394	"16"	46882120	46888584	6465	"*"	6466	"*"	4.417258974	4.773832274	3.942563933	0.627240649	0.367564043	0.998642427	"Promoter (<=1kb)"	16	46884362	46931289	46928	1	"ENSG00000166123"	"ENST00000340124"	0	84706	"glutamic--pyruvic transaminase 2"
"GRM3"	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	"7"	86468905	86471144	2240	"*"	2241	"*"	1.588976872	2.059400447	0.886423765	0.933278324	0.615226864	0.998642427	"Distal Intergenic"	7	86643909	86864879	220971	1	"ENSG00000198822"	"ENST00000361669"	-172765	2913	"glutamate metabotropic receptor 3"
"GUSBP5"	1.205274488	5.382216038	2.751793747	0.037077907	0.194914722	-4.373318994	"4"	143556597	143561528	4932	"*"	4933	"*"	4.342572183	4.690258978	3.88355436	0.602580717	0.392635459	0.998642427	"Promoter (<=1kb)"	4	143559472	143561460	1989	1	"ENSG00000236296"	"ENST00000510805"	0	441046	"GUSB pseudogene 5"
"H1-2"	1.393043588	11.26367405	10.31298605	9.36e-05	0.008568588	2.184533096	"6"	26057753	26058952	1200	"*"	1201	"*"	0	0.918049448	0	3.919418594	0.432781321	0.998642427	"Promoter (1-2kb)"	6	26055740	26056470	731	2	"ENSG00000187837"	"ENST00000343677"	-1283	3006	"H1.2 linker histone, cluster member"
"H2BC9"	1.898014147	6.806563948	15.33432478	1.17e-05	0.003490126	4.250112248	"6"	26252837	26254036	1200	"*"	1201	"*"	2.45892179	2.831598726	1.955122255	0.661093485	0.563824336	0.998642427	"Promoter (1-2kb)"	6	26251614	26252075	462	1	"ENSG00000275713"	"ENST00000619466"	1223	8345	"H2B clustered histone 9"
"H4C6"	1.872084843	6.74201523	12.77108141	3.07e-05	0.005108779	3.321936226	"6"	26242716	26243915	1200	"*"	1201	"*"	0.811693855	1.375252223	0	1.205948828	0.710015027	0.998642427	"Promoter (2-3kb)"	6	26240393	26240793	401	1	"ENSG00000274618"	"ENST00000244537"	2323	8361	"H4 clustered histone 6"
"HEY2"	1.240428723	7.93746768	9.793424569	0.000122258	0.010197219	1.904098244	"6"	125748856	125750866	2011	"*"	2012	"*"	4.947804089	5.378936136	4.33010362	0.844957365	0.233524476	0.998642427	"Promoter (<=1kb)"	6	125749632	125761269	11638	1	"ENSG00000135547"	"ENST00000368364"	0	23493	"hes related family bHLH transcription factor with YRPW motif 2"
"IDI1"	1.043103999	10.96707136	8.780101241	0.000213908	0.013310332	1.307901144	"10"	1043270	1044469	1200	"*"	1201	"*"	0.895644792	1.895644792	0	4.85024063	0.205619929	0.998642427	"5' UTR"	10	1042549	1048397	5849	2	"ENSG00000067064"	"ENST00000427898"	3928	3422	"isopentenyl-diphosphate delta isomerase 1"
"IGSF9"	1.038181135	5.072942381	4.363999017	0.006081873	0.074873344	-2.386539913	"1"	159934314	159940209	5896	"*"	5897	"*"	3.831779217	4.204266863	3.328327132	0.669484009	0.405407151	0.998642427	"Promoter (<=1kb)"	1	159927039	159933934	6896	2	"ENSG00000085552"	"ENST00000493195"	-380	57549	"immunoglobulin superfamily member 9"
"IGSF9"	1.038181135	5.072942381	4.363999017	0.006081873	0.074873344	-2.386539913	"1"	159919919	159933517	13599	"*"	13600	"*"	5.261966785	5.691204551	4.648177431	0.839833586	0.252859457	0.998642427	"Promoter (<=1kb)"	1	159927039	159932469	5431	2	"ENSG00000085552"	"ENST00000496645"	0	57549	"immunoglobulin superfamily member 9"
"IL6ST"	1.042331224	11.29780839	7.741904695	0.000404026	0.017604004	0.619002834	"5"	55994459	55995781	1323	"*"	1324	"*"	4.917605487	5.268170241	4.453539661	0.611771895	0.384680207	0.998642427	"Promoter (<=1kb)"	5	55935095	55994963	59869	2	"ENSG00000134352"	"ENST00000381298"	0	3572	"interleukin 6 cytokine family signal transducer"
"ITPR1-DT"	2.794087919	1.925364793	5.374054456	0.002375147	0.044620486	-1.338814202	"3"	4489645	4490844	1200	"*"	1201	"*"	1.294554082	1.77919446	0.559421872	0.965491356	0.67121975	0.998642427	"Promoter (2-3kb)"	3	4490317	4493179	2863	2	"ENSG00000231249"	"ENST00000688861"	2335	100996539	"ITPR1 divergent transcript"
"KALRN"	1.704254148	6.165717873	8.888301296	0.000200966	0.013006358	1.37491753	"3"	124491699	124493529	1831	"*"	1832	"*"	0.725663564	1.505461116	0	2.154270106	0.527434115	0.998642427	"3' UTR"	3	124488288	124491690	3403	1	"ENSG00000160145"	"ENST00000473056"	3411	8997	"kalirin RhoGEF kinase"
"KALRN"	1.704254148	6.165717873	8.888301296	0.000200966	0.013006358	1.37491753	"3"	124466618	124469070	2453	"*"	2454	"*"	2.25084305	2.906870568	1.013871009	1.637032936	0.208708528	0.998642427	"Intron (ENST00000682506/ENSG00000160145, intron 25 of 59)"	3	124456700	124675427	218728	1	"ENSG00000160145"	"ENST00000684360"	9918	8997	"kalirin RhoGEF kinase"
"KCNH5"	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	"14"	62925931	62927130	1200	"*"	1201	"*"	0.089197633	1.089197633	0	4.080956406	0.41692536	0.998642427	"Intron (ENST00000322893/ENSG00000140015, intron 7 of 10)"	14	62707567	63045186	337620	2	"ENSG00000140015"	"ENST00000420622"	118056	27133	"potassium voltage-gated channel subfamily H member 5"
"KLF5"	1.236337598	7.242562044	5.531529426	0.002075017	0.041291178	-1.188357347	"13"	73058291	73060491	2201	"*"	2202	"*"	4.683685711	5.100429669	4.095304225	0.800810882	0.248135283	0.998642427	"Promoter (<=1kb)"	13	73059005	73077538	18534	1	"ENSG00000102554"	"ENST00000377687"	0	688	"KLF transcription factor 5"
"LINC-PINT"	1.498470305	4.139210153	7.363605856	0.000518863	0.020340162	0.345379875	"7"	131006804	131009657	2854	"*"	2855	"*"	2.188698508	2.62392704	1.562485898	0.837016663	0.516263631	0.998642427	"Intron (ENST00000642963/ENSG00000285106, intron 2 of 6)"	7	130944168	130984109	39942	2	"ENSG00000231721"	"ENST00000443623"	-22695	378805	"long intergenic non-protein coding RNA, p53 induced transcript"
"LINC01091"	1.1949875	2.428111449	3.007758578	0.027093908	0.164342161	-4.034137929	"4"	123925520	123926719	1200	"*"	1201	"*"	0.089197633	1.089197633	0	4.080956406	0.41692536	0.998642427	"Promoter (<=1kb)"	4	123924774	123930785	6012	1	"ENSG00000249464"	"ENST00000662262"	746	285419	"long intergenic non-protein coding RNA 1091"
"LINC01419"	2.642622576	4.30507286	7.767434868	0.000397413	0.017537416	0.637007367	"8"	83651047	83654071	3025	"*"	3026	"*"	1.243455884	2.243455884	0	5.186647803	0.0876616	0.998642427	"Distal Intergenic"	8	83403758	83408900	5143	1	"ENSG00000253898"	"ENST00000522365"	247289	103352670	"long intergenic non-protein coding RNA 1419"
"LINC01630"	1.918295834	0.959147917	6.28681875	0.001127262	0.029743457	-0.510333772	"18"	51351737	51352936	1200	"*"	1201	"*"	0	0.918049448	0	3.919418594	0.432781321	0.998642427	"Intron (ENST00000635503/ENSG00000227115, intron 1 of 3)"	18	51346314	51562723	216410	1	"ENSG00000227115"	"ENST00000666962"	5423	100287225	"long intergenic non-protein coding RNA 1630"
"LMX1B"	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557	"9"	126608834	126614504	5671	"*"	5672	"*"	3.495602529	4.00994557	2.688822777	1.106340411	0.227870589	0.998642427	"Promoter (<=1kb)"	9	126613928	126701032	87105	1	"ENSG00000136944"	"ENST00000355497"	0	4010	"LIM homeobox transcription factor 1 beta"
"LRRC8B"	1.004997185	7.134573912	5.295738841	0.002542953	0.046335433	-1.414874712	"1"	89522975	89527096	4122	"*"	4123	"*"	4.563299977	5.029348355	3.870563491	0.953136159	0.170791987	0.998642427	"Promoter (<=1kb)"	1	89524829	89593366	68538	1	"ENSG00000197147"	"ENST00000439853"	0	23507	"leucine rich repeat containing 8 VRAC subunit B"
"LZTS3"	1.260093107	6.739084558	6.756040821	0.000793939	0.024757369	-0.122597931	"20"	3172994	3174983	1990	"*"	1991	"*"	4.32396611	4.714120426	3.787518312	0.721665903	0.306905858	0.998642427	"Promoter (<=1kb)"	20	3162617	3173546	10930	2	"ENSG00000088899"	"ENST00000360342"	0	9762	"leucine zipper tumor suppressor family member 3"
"MAFA"	1.668730872	4.67880868	6.555677341	0.000919847	0.026710615	-0.285218748	"8"	143432484	143433683	1200	"*"	1201	"*"	1.129324981	1.537700802	0.557594261	0.735283373	0.770943796	0.998642427	"Promoter (1-2kb)"	8	143428064	143430732	2669	2	"ENSG00000182759"	"ENST00000333480"	-1752	389692	"MAF bZIP transcription factor A"
"MAFB"	1.638347112	6.954411848	4.847011838	0.003815309	0.058135579	-1.86707984	"20"	40600053	40602456	2404	"*"	2405	"*"	1.968029432	2.368250967	1.412250063	0.729695015	0.620516285	0.998642427	"Distal Intergenic"	20	40685848	40689236	3389	2	"ENSG00000204103"	"ENST00000373313"	86780	9935	"MAF bZIP transcription factor B"
"MAFB"	1.638347112	6.954411848	4.847011838	0.003815309	0.058135579	-1.86707984	"20"	40536917	40538116	1200	"*"	1201	"*"	0.089197633	1.089197633	0	4.080956406	0.41692536	0.998642427	"Distal Intergenic"	20	40685848	40689236	3389	2	"ENSG00000204103"	"ENST00000373313"	151120	9935	"MAF bZIP transcription factor B"
"MALAT1"	1.116148603	17.15566596	9.47477033	0.000144923	0.011297823	1.723956662	"11"	65504340	65508812	4473	"*"	4474	"*"	5.254544216	5.807764084	4.345785149	1.257082573	0.089591187	0.998642427	"Promoter (<=1kb)"	11	65504496	65504851	356	1	"ENSG00000251562"	"ENST00000613376"	0	378938	"metastasis associated lung adenocarcinoma transcript 1"
"MAP3K9"	1.801232162	5.358237768	4.792505041	0.004015075	0.059331	-1.923966089	"14"	70807651	70810339	2689	"*"	2690	"*"	3.789636056	4.380539528	2.771664926	1.393817582	0.098390965	0.998642427	"Promoter (<=1kb)"	14	70722526	70809513	86988	2	"ENSG00000006432"	"ENST00000554752"	0	4293	"mitogen-activated protein kinase kinase kinase 9"
"MAPK10"	1.389883653	4.092372765	2.923067708	0.030025168	0.173592957	-4.14558569	"4"	86038630	86040078	1449	"*"	1450	"*"	0.822883625	1.617965966	0	2.261848139	0.504509947	0.998642427	"Intron (ENST00000641010/ENSG00000109339, intron 11 of 14)"	4	86016002	86032578	16577	2	"ENSG00000109339"	"ENST00000641824"	-6052	5602	"mitogen-activated protein kinase 10"
"MAPK10"	1.389883653	4.092372765	2.923067708	0.030025168	0.173592957	-4.14558569	"4"	86593358	86597128	3771	"*"	3772	"*"	4.682871864	5.109663461	4.074109915	0.83102271	0.23157671	0.998642427	"Promoter (<=1kb)"	4	86013874	86594625	580752	2	"ENSG00000109339"	"ENST00000641051"	0	5602	"mitogen-activated protein kinase 10"
"MIR3193"	1.881285397	1.802296865	3.430356728	0.016497546	0.127092718	-3.491665456	"20"	31612423	31614351	1929	"*"	1930	"*"	3.857003357	4.338396881	3.129405185	0.999427622	0.215205928	0.998642427	"Distal Intergenic"	20	31607186	31607240	55	1	"ENSG00000264395"	"ENST00000578262"	5237	100422904	"microRNA 3193"
"MIR3194"	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	"20"	51490550	51495262	4713	"*"	4714	"*"	3.294829747	3.72870369	2.671440095	0.844913069	0.379117694	0.998642427	"Intron (ENST00000396009/ENSG00000101096, intron 3 of 9)"	20	51452905	51452977	73	2	"ENSG00000266761"	"ENST00000582236"	-37573	100422889	"microRNA 3194"
"MIR548AL"	2.464105808	2.288694571	3.801968814	0.010914148	0.101616637	-3.035775771	"11"	74403996	74409271	5276	"*"	5277	"*"	2.333077385	3.257592116	0	3.737747577	0.01245346	0.998642427	"Exon (ENST00000524441/ENSG00000255440, exon 2 of 3)"	11	74399237	74399333	97	1	"ENSG00000264402"	"ENST00000578416"	4759	100616215	"microRNA 548al"
"MYBL1"	1.433865687	6.469395458	8.312438336	0.000282418	0.015468293	1.008211643	"8"	66612844	66614880	2037	"*"	2038	"*"	5.028758592	5.519204286	4.280013959	1.034567668	0.15068906	0.998642427	"Promoter (<=1kb)"	8	66562175	66613218	51044	2	"ENSG00000185697"	"ENST00000522677"	0	4603	"MYB proto-oncogene like 1"
"MYO5C"	1.543118873	3.161534437	2.983429893	0.027902275	0.167103844	-4.066068221	"15"	52207828	52209977	2150	"*"	2151	"*"	1.815218531	2.213488138	1.26321824	0.724138161	0.646817112	0.998642427	"3' UTR"	15	52205048	52213528	8481	2	"ENSG00000128833"	"ENST00000559696"	3551	55930	"myosin VC"
"NCAM1"	1.61724968	2.670279007	7.224144233	0.000570558	0.021308528	0.241167318	"11"	112941713	112942912	1200	"*"	1201	"*"	0	0.918049448	0	3.919418594	0.432781321	0.998642427	"Distal Intergenic"	11	112961247	113265195	303949	1	"ENSG00000149294"	"ENST00000621518"	-18335	4684	"neural cell adhesion molecule 1"
"NDRG1"	1.695684168	9.020676327	10.57192752	8.23e-05	0.008041551	2.318496229	"8"	133292884	133294083	1200	"*"	1201	"*"	1.617043831	2.357634729	0.013816891	2.022803441	0.302489745	0.998642427	"Promoter (1-2kb)"	8	133284249	133295200	10952	2	"ENSG00000104419"	"ENST00000674839"	1117	10397	"N-myc downstream regulated 1"
"NEAT1"	1.125126743	17.45240165	9.365095975	0.000153843	0.01147093	1.660447922	"11"	65427003	65431002	4000	"*"	4001	"*"	5.0303021	5.448647766	4.43870042	0.806490026	0.259149406	0.998642427	"Promoter (<=1kb)"	11	65431820	65433023	1204	1	"ENSG00000245532"	"ENST00000687943"	-818	283131	"nuclear paraspeckle assembly transcript 1"
"NEAT1"	1.125126743	17.45240165	9.365095975	0.000153843	0.01147093	1.660447922	"11"	65414341	65415540	1200	"*"	1201	"*"	0.807104082	1.562610178	0	2.01242681	0.551282278	0.998642427	"Distal Intergenic"	11	65422774	65426457	3684	1	"ENSG00000245532"	"ENST00000499732"	-7234	283131	"nuclear paraspeckle assembly transcript 1"
